GENE	COVERAGE	STRAIN	GROUP
G232_02396	0.9475	Rstd	R
G232_02396	0.1888	SM102	S
G232_02396	1.0659	SM104	S
G232_02396	0.3346	SM105	S
G232_02396	0.7718	SM108	S
G232_02396	0.8174	SM109	S
G232_02396	0.6687	SM11	S
G232_02396	1.0132	SM122	S
G232_02396	0.8738	SM13	S
G232_02396	0.4059	SM14	S
G232_02396	1.4397	SM18	S
G232_02396	1.0307	SM24	S
G232_02396	0.5074	SM27	S
G232_02396	0.8393	SM28	S
G232_02396	1.0936	SM29	S
G232_02396	0.4190	SM35	S
G232_02396	0.2218	SM36	S
G232_02396	0.8592	SM42	S
G232_02396	1.4242	SM48	S
G232_02396	0.5210	SM57	S
G232_02396	0.7419	SM66	S
G232_02396	0.7727	SM67	S
G232_02396	0.1921	SM72	S
G232_02396	0.7626	SM74	S
G232_02396	0.8528	SM84	S
G232_02396	0.8768	SM9	S
G232_02396	0.9088	SM91	S
G232_02397	0.9703	Rstd	R
G232_02397	0.4895	SM102	S
G232_02397	0.8938	SM104	S
G232_02397	0.8016	SM105	S
G232_02397	0.8983	SM108	S
G232_02397	0.3696	SM109	S
G232_02397	0.7289	SM11	S
G232_02397	0.7881	SM122	S
G232_02397	0.7573	SM13	S
G232_02397	0.7876	SM14	S
G232_02397	1.3557	SM18	S
G232_02397	0.7368	SM24	S
G232_02397	0.7049	SM27	S
G232_02397	1.1607	SM28	S
G232_02397	1.1901	SM29	S
G232_02397	0.7238	SM35	S
G232_02397	0.4280	SM36	S
G232_02397	0.9120	SM42	S
G232_02397	0.9939	SM48	S
G232_02397	0.8739	SM57	S
G232_02397	0.8168	SM66	S
G232_02397	0.8766	SM67	S
G232_02397	0.4975	SM72	S
G232_02397	0.5540	SM74	S
G232_02397	0.9718	SM84	S
G232_02397	0.7280	SM9	S
G232_02397	0.7786	SM91	S
G232_02398	0.7096	Rstd	R
G232_02398	0.0000	SM102	S
G232_02398	0.7634	SM104	S
G232_02398	1.1673	SM105	S
G232_02398	1.5394	SM108	S
G232_02398	0.7522	SM109	S
G232_02398	0.9819	SM11	S
G232_02398	1.5695	SM122	S
G232_02398	0.7398	SM13	S
G232_02398	0.6290	SM14	S
G232_02398	1.2875	SM18	S
G232_02398	0.6228	SM24	S
G232_02398	0.7113	SM27	S
G232_02398	0.7821	SM28	S
G232_02398	0.6199	SM29	S
G232_02398	0.8857	SM35	S
G232_02398	0.0000	SM36	S
G232_02398	0.5915	SM42	S
G232_02398	0.9879	SM48	S
G232_02398	0.3697	SM57	S
G232_02398	1.0903	SM66	S
G232_02398	1.0682	SM67	S
G232_02398	0.0000	SM72	S
G232_02398	1.4317	SM74	S
G232_02398	0.7307	SM84	S
G232_02398	0.7536	SM9	S
G232_02398	0.7236	SM91	S
G232_02399	0.9475	Rstd	R
G232_02399	0.4266	SM102	S
G232_02399	0.5188	SM104	S
G232_02399	0.8794	SM105	S
G232_02399	0.7531	SM108	S
G232_02399	0.4130	SM109	S
G232_02399	0.6205	SM11	S
G232_02399	0.6954	SM122	S
G232_02399	0.7243	SM13	S
G232_02399	0.3629	SM14	S
G232_02399	1.3191	SM18	S
G232_02399	1.0789	SM24	S
G232_02399	0.4777	SM27	S
G232_02399	0.5286	SM28	S
G232_02399	1.3480	SM29	S
G232_02399	0.6857	SM35	S
G232_02399	0.3191	SM36	S
G232_02399	0.7535	SM42	S
G232_02399	0.3636	SM48	S
G232_02399	0.4202	SM57	S
G232_02399	0.7135	SM66	S
G232_02399	0.7273	SM67	S
G232_02399	0.8128	SM72	S
G232_02399	0.5612	SM74	S
G232_02399	0.9321	SM84	S
G232_02399	0.7408	SM9	S
G232_02399	0.8317	SM91	S
G232_02400	0.9108	Rstd	R
G232_02400	1.0140	SM102	S
G232_02400	0.7621	SM104	S
G232_02400	0.9455	SM105	S
G232_02400	0.7676	SM108	S
G232_02400	1.2522	SM109	S
G232_02400	0.7349	SM11	S
G232_02400	1.5033	SM122	S
G232_02400	0.5903	SM13	S
G232_02400	0.3629	SM14	S
G232_02400	1.3581	SM18	S
G232_02400	0.7281	SM24	S
G232_02400	0.5265	SM27	S
G232_02400	0.8750	SM28	S
G232_02400	1.2661	SM29	S
G232_02400	1.3619	SM35	S
G232_02400	0.4630	SM36	S
G232_02400	0.8697	SM42	S
G232_02400	0.3394	SM48	S
G232_02400	0.2185	SM57	S
G232_02400	0.5806	SM66	S
G232_02400	0.5552	SM67	S
G232_02400	0.7143	SM72	S
G232_02400	0.8417	SM74	S
G232_02400	0.9008	SM84	S
G232_02400	0.6896	SM9	S
G232_02400	1.0859	SM91	S
G232_02401	0.7126	Rstd	R
G232_02401	0.1608	SM102	S
G232_02401	0.4435	SM104	S
G232_02401	0.7665	SM105	S
G232_02401	0.5954	SM108	S
G232_02401	1.3174	SM109	S
G232_02401	0.2108	SM11	S
G232_02401	0.5099	SM122	S
G232_02401	0.7107	SM13	S
G232_02401	0.3817	SM14	S
G232_02401	1.4836	SM18	S
G232_02401	0.5263	SM24	S
G232_02401	0.8025	SM27	S
G232_02401	1.1036	SM28	S
G232_02401	1.4123	SM29	S
G232_02401	1.0095	SM35	S
