GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_05258	10.19	0.65	6.60	1.99	4.25	1.85	0.96	1.23	3.86	3.17	10.93	1.87	3.21	2.46	4.03	0.72	1.08	4.57	1.31	0.76	5.84	2.37	0.85	0.88	10.39	4.90	9.43
G232_05259	9.72	0.92	7.07	2.37	3.51	1.45	0.85	2.31	3.47	1.99	9.14	1.06	4.23	1.39	3.36	0.97	0.62	4.97	0.66	1.45	6.60	2.04	0.42	0.62	12.03	4.09	10.24
G232_05260	7.14	0.82	5.57	1.12	4.21	1.94	1.03	1.19	2.76	2.32	11.55	2.04	2.79	2.01	3.81	0.95	1.30	4.10	1.53	1.32	5.47	1.99	0.86	1.18	10.78	4.89	8.10
G232_05261	6.85	1.23	6.62	1.50	4.37	2.08	1.35	1.37	4.21	1.22	8.38	1.31	2.20	1.75	3.59	0.67	2.54	3.75	1.05	0.90	6.30	2.58	2.50	1.40	10.15	3.66	5.34
G232_05262	6.82	2.95	4.49	1.67	3.19	2.26	1.94	1.22	4.05	5.91	8.83	1.70	3.49	1.89	4.01	0.98	5.27	4.07	1.17	1.04	5.16	2.36	4.47	1.11	9.49	4.40	7.94
G232_05263	10.20	4.31	5.39	1.06	4.77	2.99	1.93	2.14	2.78	9.43	7.81	0.92	2.07	1.47	2.12	0.67	10.38	3.62	1.67	1.25	6.87	1.67	7.93	1.35	8.69	3.79	6.35
G232_05264	5.05	1.51	4.30	2.19	3.21	1.74	1.15	0.98	4.06	3.93	10.63	2.23	3.49	2.80	2.91	0.90	2.35	5.19	1.40	0.70	5.39	1.98	2.28	0.87	10.30	6.53	10.38
G232_05265	5.31	1.01	4.58	1.71	3.26	1.64	1.28	0.62	5.99	2.96	9.17	2.00	2.18	1.74	2.27	0.79	2.13	4.14	0.95	1.07	6.18	3.16	1.78	2.33	6.57	5.57	7.96
G232_05266	5.36	3.06	4.18	2.18	4.43	1.80	1.59	1.82	4.78	6.73	11.18	1.03	3.50	1.39	3.32	0.50	5.97	4.83	0.00	0.20	5.67	1.97	2.36	0.79	10.66	4.26	9.00
G232_05267	5.11	1.38	7.02	1.58	3.81	1.80	1.57	1.19	3.14	3.05	9.54	1.54	2.34	2.36	3.60	0.71	1.68	3.78	1.77	0.88	5.18	1.95	1.51	0.95	11.29	4.88	8.56
G232_05268	7.62	1.11	5.54	1.61	3.65	1.48	1.16	1.16	4.20	3.17	9.51	1.93	3.74	1.84	3.70	0.75	2.39	4.43	1.22	0.81	4.87	2.06	1.79	0.74	9.69	3.97	9.52
G232_05269	7.61	0.95	7.10	1.77	3.98	2.57	1.33	1.11	3.54	1.89	6.86	2.02	3.27	2.43	2.99	1.06	1.09	3.68	1.65	0.72	6.43	1.72	1.08	1.05	10.37	3.62	10.60
G232_05270	9.76	0.46	6.68	1.78	3.94	2.04	1.61	0.77	4.35	4.89	14.72	1.76	4.07	2.80	3.27	0.91	1.18	5.48	1.52	0.67	4.78	2.90	0.71	0.67	11.26	5.30	8.81
G232_05271	6.89	1.16	6.17	2.01	3.91	2.31	1.26	0.86	4.31	3.86	11.29	1.91	4.65	2.73	5.33	0.87	2.50	5.56	1.78	1.33	6.22	2.16	2.47	1.00	11.56	4.61	8.58
G232_05272	9.44	1.63	8.58	2.06	3.17	1.84	1.43	1.44	3.51	3.76	11.43	1.39	3.65	1.95	3.13	0.95	3.47	3.94	1.53	0.55	6.22	3.07	2.78	0.75	10.03	4.38	9.78
G232_05273	7.69	1.28	6.36	1.99	3.21	2.31	1.89	1.35	5.25	4.44	14.80	1.65	5.36	3.41	4.83	1.52	4.03	3.74	0.96	0.54	4.97	3.30	4.21	1.65	11.12	4.73	9.16
