GENE	COVERAGE	STRAIN	GROUP
G232_10180	2.1199	Rstd	R
G232_10180	0.0699	SM102	S
G232_10180	1.6223	SM104	S
G232_10180	6.0856	SM105	S
G232_10180	1.7178	SM108	S
G232_10180	1.4609	SM109	S
G232_10180	1.2048	SM11	S
G232_10180	1.1126	SM122	S
G232_10180	1.4699	SM13	S
G232_10180	0.5672	SM14	S
G232_10180	0.0000	SM18	S
G232_10180	1.9781	SM24	S
G232_10180	3.6815	SM27	S
G232_10180	2.5000	SM28	S
G232_10180	4.6725	SM29	S
G232_10180	4.5333	SM35	S
G232_10180	0.0233	SM36	S
G232_10180	1.6444	SM42	S
G232_10180	1.0061	SM48	S
G232_10180	0.5462	SM57	S
G232_10180	0.6387	SM66	S
G232_10180	1.3539	SM67	S
G232_10180	0.2611	SM72	S
G232_10180	2.7194	SM74	S
G232_10180	1.0686	SM84	S
G232_10180	4.0736	SM9	S
G232_10180	1.8211	SM91	S
