GENE	COVERAGE	STRAIN	GROUP
G232_06871	0.6908	Rstd	R
G232_06871	0.2098	SM102	S
G232_06871	0.5067	SM104	S
G232_06871	0.7860	SM105	S
G232_06871	0.6680	SM108	S
G232_06871	0.5130	SM109	S
G232_06871	0.6084	SM11	S
G232_06871	1.2450	SM122	S
G232_06871	0.5825	SM13	S
G232_06871	0.4946	SM14	S
G232_06871	1.0914	SM18	S
G232_06871	0.9518	SM24	S
G232_06871	0.7686	SM27	S
G232_06871	0.6750	SM28	S
G232_06871	1.0468	SM29	S
G232_06871	0.4571	SM35	S
G232_06871	0.0817	SM36	S
G232_06871	0.6954	SM42	S
G232_06871	0.2606	SM48	S
G232_06871	0.2941	SM57	S
G232_06871	0.5123	SM66	S
G232_06871	0.8961	SM67	S
G232_06871	0.2512	SM72	S
G232_06871	0.4388	SM74	S
G232_06871	0.8108	SM84	S
G232_06871	0.6448	SM9	S
G232_06871	0.8193	SM91	S
G232_06872	0.9504	Rstd	R
G232_06872	0.2238	SM102	S
G232_06872	0.7917	SM104	S
G232_06872	0.5992	SM105	S
G232_06872	0.6763	SM108	S
G232_06872	0.8522	SM109	S
G232_06872	0.7651	SM11	S
G232_06872	0.7351	SM122	S
G232_06872	0.7689	SM13	S
G232_06872	0.4301	SM14	S
G232_06872	1.1462	SM18	S
G232_06872	0.6184	SM24	S
G232_06872	0.6412	SM27	S
G232_06872	0.7393	SM28	S
G232_06872	1.3041	SM29	S
G232_06872	0.7714	SM35	S
G232_06872	0.0350	SM36	S
G232_06872	0.7764	SM42	S
G232_06872	0.6061	SM48	S
G232_06872	0.9328	SM57	S
G232_06872	0.8981	SM66	S
G232_06872	0.9643	SM67	S
G232_06872	0.1429	SM72	S
G232_06872	0.5180	SM74	S
G232_06872	0.7948	SM84	S
G232_06872	0.7072	SM9	S
G232_06872	0.8255	SM91	S
G232_06873	0.7958	Rstd	R
G232_06873	0.2937	SM102	S
G232_06873	0.8978	SM104	S
G232_06873	0.7082	SM105	S
G232_06873	0.7988	SM108	S
G232_06873	0.8304	SM109	S
G232_06873	1.0000	SM11	S
G232_06873	0.6225	SM122	S
G232_06873	0.8350	SM13	S
G232_06873	0.6237	SM14	S
G232_06873	1.2667	SM18	S
G232_06873	0.8377	SM24	S
G232_06873	0.7877	SM27	S
G232_06873	0.7964	SM28	S
G232_06873	1.1316	SM29	S
G232_06873	0.8095	SM35	S
G232_06873	0.2062	SM36	S
G232_06873	0.7254	SM42	S
G232_06873	0.7576	SM48	S
G232_06873	0.8151	SM57	S
G232_06873	0.8168	SM66	S
G232_06873	0.8214	SM67	S
G232_06873	0.1527	SM72	S
G232_06873	0.8777	SM74	S
G232_06873	0.8055	SM84	S
G232_06873	0.6544	SM9	S
G232_06873	0.8229	SM91	S
G232_06874	0.5491	Rstd	R
G232_06874	2.3846	SM102	S
G232_06874	0.4530	SM104	S
G232_06874	0.8327	SM105	S
G232_06874	0.5041	SM108	S
G232_06874	0.8217	SM109	S
G232_06874	0.8795	SM11	S
G232_06874	0.8675	SM122	S
G232_06874	0.8563	SM13	S
G232_06874	1.9570	SM14	S
G232_06874	1.2363	SM18	S
G232_06874	0.6272	SM24	S
G232_06874	0.6454	SM27	S
G232_06874	0.8821	SM28	S
G232_06874	1.2953	SM29	S
G232_06874	0.5143	SM35	S
G232_06874	2.3346	SM36	S
G232_06874	0.7095	SM42	S
G232_06874	1.0909	SM48	S
G232_06874	0.2857	SM57	S
G232_06874	0.6323	SM66	S
G232_06874	0.5227	SM67	S
G232_06874	2.7783	SM72	S
G232_06874	0.8705	SM74	S
G232_06874	0.6506	SM84	S
G232_06874	0.5408	SM9	S
G232_06874	0.7874	SM91	S
G232_06875	0.6511	Rstd	R
G232_06875	3.2587	SM102	S
G232_06875	0.6465	SM104	S
G232_06875	0.9377	SM105	S
G232_06875	0.8797	SM108	S
G232_06875	1.0087	SM109	S
G232_06875	1.2048	SM11	S
G232_06875	0.5762	SM122	S
G232_06875	1.0718	SM13	S
G232_06875	2.6935	SM14	S
G232_06875	1.4482	SM18	S
G232_06875	0.6798	SM24	S
G232_06875	0.7155	SM27	S
G232_06875	0.9214	SM28	S
G232_06875	1.2515	SM29	S
G232_06875	1.3238	SM35	S
G232_06875	4.1984	SM36	S
G232_06875	0.8680	SM42	S
G232_06875	0.9152	SM48	S
G232_06875	0.8824	SM57	S
G232_06875	0.8968	SM66	S
G232_06875	0.3247	SM67	S
G232_06875	3.3103	SM72	S
G232_06875	0.8561	SM74	S
G232_06875	0.8185	SM84	S
G232_06875	0.8896	SM9	S
G232_06875	0.7290	SM91	S
G232_06876	0.7473	Rstd	R
G232_06876	0.0000	SM102	S
G232_06876	0.9879	SM104	S
G232_06876	0.8210	SM105	S
G232_06876	0.7593	SM108	S
G232_06876	0.5087	SM109	S
G232_06876	0.8253	SM11	S
G232_06876	1.1589	SM122	S
G232_06876	0.9107	SM13	S
G232_06876	0.6129	SM14	S
G232_06876	1.3216	SM18	S
G232_06876	0.8202	SM24	S
G232_06876	0.7240	SM27	S
G232_06876	0.8786	SM28	S
G232_06876	1.2105	SM29	S
G232_06876	0.8571	SM35	S
G232_06876	0.0350	SM36	S
G232_06876	0.9437	SM42	S
G232_06876	0.7818	SM48	S
G232_06876	0.8151	SM57	S
G232_06876	0.8387	SM66	S
G232_06876	0.6753	SM67	S
G232_06876	0.0197	SM72	S
G232_06876	1.1295	SM74	S
G232_06876	0.8299	SM84	S
G232_06876	0.7728	SM9	S
G232_06876	0.8680	SM91	S
G232_06877	0.5907	Rstd	R
G232_06877	1.0280	SM102	S
G232_06877	0.8562	SM104	S
G232_06877	0.5058	SM105	S
G232_06877	0.7261	SM108	S
G232_06877	0.5609	SM109	S
G232_06877	0.5482	SM11	S
G232_06877	0.5960	SM122	S
G232_06877	0.8971	SM13	S
G232_06877	0.7366	SM14	S
G232_06877	1.4141	SM18	S
G232_06877	0.8070	SM24	S
G232_06877	0.8047	SM27	S
G232_06877	0.7464	SM28	S
G232_06877	1.2018	SM29	S
G232_06877	0.8762	SM35	S
G232_06877	0.8054	SM36	S
G232_06877	0.9754	SM42	S
G232_06877	0.4606	SM48	S
G232_06877	0.5630	SM57	S
G232_06877	0.5368	SM66	S
G232_06877	0.4838	SM67	S
G232_06877	0.8128	SM72	S
G232_06877	0.3381	SM74	S
G232_06877	0.7490	SM84	S
G232_06877	0.5520	SM9	S
G232_06877	0.8397	SM91	S
G232_06878	0.6511	Rstd	R
G232_06878	0.5804	SM102	S
G232_06878	0.7930	SM104	S
G232_06878	0.7354	SM105	S
G232_06878	0.7054	SM108	S
G232_06878	0.8130	SM109	S
G232_06878	0.8072	SM11	S
G232_06878	0.8609	SM122	S
G232_06878	0.7437	SM13	S
G232_06878	0.7312	SM14	S
G232_06878	1.1376	SM18	S
G232_06878	0.7193	SM24	S
G232_06878	0.6391	SM27	S
G232_06878	0.8786	SM28	S
G232_06878	1.1725	SM29	S
G232_06878	0.8000	SM35	S
G232_06878	0.5019	SM36	S
G232_06878	0.7377	SM42	S
G232_06878	0.9515	SM48	S
G232_06878	0.5546	SM57	S
G232_06878	0.6826	SM66	S
G232_06878	0.8604	SM67	S
G232_06878	0.5714	SM72	S
G232_06878	0.8633	SM74	S
G232_06878	0.7246	SM84	S
G232_06878	0.6960	SM9	S
G232_06878	0.7981	SM91	S
G232_06879	0.9148	Rstd	R
G232_06879	0.0000	SM102	S
G232_06879	0.5941	SM104	S
G232_06879	1.0156	SM105	S
G232_06879	1.1349	SM108	S
G232_06879	0.2870	SM109	S
G232_06879	1.3976	SM11	S
G232_06879	0.2980	SM122	S
G232_06879	0.9243	SM13	S
G232_06879	0.2500	SM14	S
G232_06879	0.9695	SM18	S
G232_06879	1.0044	SM24	S
G232_06879	0.8747	SM27	S
G232_06879	1.4250	SM28	S
G232_06879	0.8538	SM29	S
G232_06879	0.2381	SM35	S
G232_06879	0.0000	SM36	S
G232_06879	0.8468	SM42	S
G232_06879	0.2970	SM48	S
G232_06879	0.1513	SM57	S
G232_06879	0.7729	SM66	S
G232_06879	0.5649	SM67	S
G232_06879	0.2562	SM72	S
G232_06879	1.2302	SM74	S
G232_06879	0.9237	SM84	S
G232_06879	1.0928	SM9	S
G232_06879	0.9770	SM91	S
G232_06880	0.5966	Rstd	R
G232_06880	0.9790	SM102	S
G232_06880	0.9247	SM104	S
G232_06880	0.7393	SM105	S
G232_06880	0.9212	SM108	S
G232_06880	1.1174	SM109	S
G232_06880	1.1265	SM11	S
G232_06880	0.4702	SM122	S
G232_06880	0.5903	SM13	S
G232_06880	1.1559	SM14	S
G232_06880	1.0524	SM18	S
G232_06880	0.3904	SM24	S
G232_06880	0.7282	SM27	S
G232_06880	0.8500	SM28	S
G232_06880	1.1959	SM29	S
G232_06880	0.8762	SM35	S
G232_06880	0.9377	SM36	S
G232_06880	0.7412	SM42	S
G232_06880	0.9758	SM48	S
G232_06880	0.9328	SM57	S
G232_06880	0.8426	SM66	S
G232_06880	0.8571	SM67	S
G232_06880	0.7389	SM72	S
G232_06880	0.6978	SM74	S
G232_06880	0.7765	SM84	S
G232_06880	0.6928	SM9	S
G232_06880	0.7298	SM91	S
G232_06881	0.6293	Rstd	R
G232_06881	4.1119	SM102	S
G232_06881	0.5000	SM104	S
G232_06881	1.0428	SM105	S
G232_06881	0.6826	SM108	S
G232_06881	1.5391	SM109	S
G232_06881	1.4880	SM11	S
G232_06881	0.6556	SM122	S
G232_06881	0.8214	SM13	S
G232_06881	3.7527	SM14	S
G232_06881	0.1790	SM18	S
G232_06881	0.9649	SM24	S
G232_06881	0.6412	SM27	S
G232_06881	0.6607	SM28	S
G232_06881	0.0000	SM29	S
G232_06881	0.7333	SM35	S
G232_06881	5.0623	SM36	S
G232_06881	0.9718	SM42	S
G232_06881	0.7758	SM48	S
G232_06881	0.0000	SM57	S
G232_06881	0.4890	SM66	S
G232_06881	1.0747	SM67	S
G232_06881	5.0788	SM72	S
G232_06881	1.0504	SM74	S
G232_06881	1.1152	SM84	S
G232_06881	0.9408	SM9	S
G232_06881	0.7431	SM91	S
G232_06882	0.7235	Rstd	R
G232_06882	1.5455	SM102	S
G232_06882	0.7231	SM104	S
G232_06882	0.7082	SM105	S
G232_06882	0.8257	SM108	S
G232_06882	0.8348	SM109	S
G232_06882	0.8735	SM11	S
G232_06882	0.6490	SM122	S
G232_06882	0.7146	SM13	S
G232_06882	1.4382	SM14	S
G232_06882	1.5432	SM18	S
G232_06882	0.7895	SM24	S
G232_06882	1.2718	SM27	S
G232_06882	1.0000	SM28	S
G232_06882	1.3626	SM29	S
G232_06882	1.0286	SM35	S
G232_06882	1.4708	SM36	S
G232_06882	0.9014	SM42	S
G232_06882	0.5152	SM48	S
G232_06882	1.1933	SM57	S
G232_06882	0.8000	SM66	S
G232_06882	0.7305	SM67	S
G232_06882	1.5074	SM72	S
G232_06882	0.7770	SM74	S
G232_06882	0.8696	SM84	S
G232_06882	1.2448	SM9	S
