GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09516	7.35	4.46	7.14	4.19	2.99	2.07	2.96	0.98	4.14	5.89	5.91	2.48	8.35	1.55	3.85	1.43	8.42	5.46	1.13	1.57	7.86	3.37	5.07	2.55	11.00	10.34	9.02
G232_09517	8.39	0.71	6.43	2.18	3.98	1.40	1.34	1.45	4.46	3.67	12.75	1.94	3.34	2.98	4.14	0.81	1.14	5.85	1.15	0.93	5.93	2.60	1.33	0.82	11.95	5.18	9.51
G232_09518	8.10	0.23	4.83	1.94	2.54	1.48	1.58	1.17	5.36	3.21	12.43	2.30	3.75	4.01	7.57	1.08	2.07	4.00	1.65	0.62	6.08	2.29	1.85	1.16	12.58	5.45	10.13
G232_09519	8.17	0.45	6.85	0.79	2.56	1.29	0.80	1.57	4.42	1.67	10.26	1.95	2.63	2.87	3.72	0.48	0.46	3.36	0.65	1.45	6.21	2.66	0.53	0.77	12.02	3.82	9.86
G232_09520	9.34	0.41	5.94	2.18	3.61	2.28	1.31	1.47	4.89	1.75	10.61	1.56	2.69	2.36	3.92	0.59	0.46	3.97	1.45	0.96	6.28	2.04	0.20	0.97	8.37	4.38	9.24
G232_09521	11.86	1.07	5.89	2.14	2.93	2.28	1.01	1.20	4.18	5.06	11.71	2.09	4.22	2.79	4.79	0.78	2.41	5.17	1.72	0.81	6.51	3.11	1.91	0.89	11.63	5.34	10.21
G232_09522	9.85	0.26	6.76	1.60	4.54	1.91	1.15	2.26	3.02	3.10	7.69	1.08	3.78	2.41	3.75	0.74	0.00	4.99	0.90	0.93	5.36	2.80	0.05	1.28	11.03	6.78	9.41
G232_09523	5.36	4.10	4.96	1.92	2.07	1.83	1.36	0.67	4.66	7.81	14.27	1.59	2.62	2.80	3.63	0.42	4.53	6.67	1.38	0.97	2.97	1.34	4.75	1.58	9.79	4.30	12.09
G232_09524	10.11	1.57	4.62	1.55	3.69	2.45	0.88	1.05	4.70	4.71	13.14	1.96	3.30	2.69	4.11	0.65	3.66	5.07	1.48	0.79	6.43	2.67	2.87	1.39	10.78	6.41	10.55
G232_09525	9.46	0.38	5.22	2.02	3.64	1.67	0.79	1.37	5.65	0.73	9.59	2.53	3.25	3.04	5.81	0.51	0.23	6.25	1.46	1.11	5.35	2.07	0.48	1.04	11.00	4.87	10.53
G232_09526	10.03	4.76	5.04	1.82	4.10	2.26	1.65	1.39	3.54	8.43	9.87	2.05	3.64	2.14	4.14	1.08	11.37	4.62	1.86	0.95	5.23	3.06	7.29	0.92	11.57	4.50	8.89
G232_09527	8.52	2.63	4.83	1.71	3.92	1.96	1.79	1.17	6.24	5.87	14.42	2.71	4.37	3.05	5.53	0.78	5.59	5.45	2.44	1.07	5.57	2.90	3.86	1.13	11.97	6.30	12.60
G232_09528	8.90	3.19	6.60	1.83	3.96	2.88	2.39	1.10	3.62	7.41	11.38	1.90	4.04	2.43	4.46	1.00	6.64	7.38	1.30	0.88	4.96	2.24	4.57	0.95	12.13	5.50	10.63
G232_09529	7.35	2.03	5.52	1.99	4.62	0.80	1.11	1.23	3.77	4.07	10.42	1.75	3.19	2.74	4.05	0.78	2.17	5.14	0.68	0.66	5.53	2.61	1.80	0.95	10.89	4.76	9.10
G232_09530	8.34	0.70	10.97	2.59	3.68	2.98	1.03	0.31	4.83	1.28	0.00	1.85	1.78	1.03	0.85	0.16	1.36	3.14	3.09	1.42	6.46	3.13	0.00	1.32	12.30	5.10	9.31
G232_09531	9.52	0.20	5.87	2.29	3.70	1.24	0.71	0.95	3.53	1.26	7.67	1.64	3.05	2.55	3.41	0.70	0.00	4.48	1.57	0.81	3.80	2.54	0.20	0.60	9.81	4.63	10.03
G232_09532	6.39	6.79	5.35	1.67	4.75	3.51	1.45	1.16	3.69	9.66	9.77	0.91	2.21	1.44	5.08	1.53	9.76	5.23	2.07	1.07	4.98	1.10	8.65	0.87	11.01	4.24	10.91
G232_09533	7.23	0.24	8.32	1.64	4.84	1.41	0.86	1.62	4.40	2.69	8.62	1.30	3.33	2.33	3.56	0.97	0.74	4.48	1.22	0.84	6.28	3.14	0.45	1.33	11.10	4.60	8.57
G232_09534	9.73	0.22	6.37	2.05	4.05	1.38	1.06	1.46	3.91	1.78	9.31	1.59	3.31	2.36	3.12	0.86	0.23	4.31	1.10	0.89	6.00	2.49	0.20	0.74	10.40	4.37	9.76
G232_09535	9.30	0.22	5.01	2.39	2.51	1.03	0.89	1.60	4.32	1.96	10.16	1.80	3.27	2.09	3.06	0.59	0.05	4.25	1.14	0.87	4.75	3.04	0.15	1.11	10.52	5.31	10.64
G232_09536	8.22	3.85	6.63	1.90	3.75	3.42	2.47	1.62	4.70	6.99	11.05	2.41	3.16	3.00	3.62	1.15	9.21	5.38	2.06	1.17	6.11	2.07	5.66	0.84	11.73	4.83	10.49
G232_09537	6.84	0.41	6.11	1.89	3.22	2.00	0.92	1.39	4.47	1.94	7.51	2.09	3.77	2.03	3.88	0.46	0.88	4.32	1.36	0.67	6.24	1.54	1.13	2.17	8.97	4.59	8.82
G232_09538	6.76	2.37	5.48	2.23	3.31	2.79	1.47	1.37	4.92	4.94	8.90	1.97	4.35	2.07	4.07	0.77	6.94	3.68	1.54	0.65	8.06	3.27	4.82	0.85	10.80	5.31	8.18
G232_09539	9.32	0.13	6.60	2.25	3.69	1.77	1.31	1.26	3.80	2.51	11.30	1.64	3.50	2.39	3.96	0.38	0.00	4.24	0.49	1.11	5.19	2.26	0.11	0.74	12.73	4.83	9.41
G232_09540	7.52	0.93	6.78	2.15	3.39	1.55	1.18	1.49	2.61	2.64	9.83	1.52	3.32	2.17	3.04	0.90	1.47	3.06	0.99	1.34	6.55	2.20	0.95	1.22	8.96	4.55	6.23
G232_09541	2.80	0.16	3.09	1.04	3.25	0.72	0.46	0.82	1.37	0.82	5.33	1.33	2.06	0.90	2.48	0.80	0.08	2.03	0.74	0.20	4.62	2.00	0.25	0.55	4.03	1.91	3.56
