GENE	COVERAGE	STRAIN	GROUP
G232_05027	0.6848	Rstd	R
G232_05027	0.0000	SM102	S
G232_05027	0.2487	SM104	S
G232_05027	0.0584	SM105	S
G232_05027	0.5830	SM108	S
G232_05027	0.1478	SM109	S
G232_05027	0.9096	SM11	S
G232_05027	0.5166	SM122	S
G232_05027	0.5204	SM13	S
G232_05027	0.1613	SM14	S
G232_05027	0.0000	SM18	S
G232_05027	0.3596	SM24	S
G232_05027	0.2335	SM27	S
G232_05027	0.8214	SM28	S
G232_05027	0.9006	SM29	S
G232_05027	0.1810	SM35	S
G232_05027	0.0233	SM36	S
G232_05027	0.6004	SM42	S
G232_05027	0.7758	SM48	S
G232_05027	1.0420	SM57	S
G232_05027	0.7394	SM66	S
G232_05027	0.7110	SM67	S
G232_05027	0.0394	SM72	S
G232_05027	0.0000	SM74	S
G232_05027	0.5934	SM84	S
G232_05027	0.2096	SM9	S
G232_05027	0.8751	SM91	S
