GENE	COVERAGE	STRAIN	GROUP
G232_09195	0.4291	Rstd	R
G232_09195	0.3357	SM102	S
G232_09195	0.3884	SM104	S
G232_09195	0.5058	SM105	S
G232_09195	0.3548	SM108	S
G232_09195	0.6087	SM109	S
G232_09195	0.3554	SM11	S
G232_09195	0.3709	SM122	S
G232_09195	0.4117	SM13	S
G232_09195	0.3360	SM14	S
G232_09195	0.6638	SM18	S
G232_09195	0.2939	SM24	S
G232_09195	0.5648	SM27	S
G232_09195	0.4071	SM28	S
G232_09195	0.4825	SM29	S
G232_09195	0.1810	SM35	S
G232_09195	0.1518	SM36	S
G232_09195	0.3310	SM42	S
G232_09195	0.2788	SM48	S
G232_09195	0.5462	SM57	S
G232_09195	0.4142	SM66	S
G232_09195	0.7630	SM67	S
G232_09195	0.1084	SM72	S
G232_09195	0.1942	SM74	S
G232_09195	0.5950	SM84	S
G232_09195	0.5280	SM9	S
G232_09195	0.6244	SM91	S
G232_09196	0.8969	Rstd	R
G232_09196	3.2098	SM102	S
G232_09196	0.8387	SM104	S
G232_09196	1.0428	SM105	S
G232_09196	0.8071	SM108	S
G232_09196	1.1783	SM109	S
G232_09196	1.0542	SM11	S
G232_09196	1.4371	SM122	S
G232_09196	0.9981	SM13	S
G232_09196	2.1640	SM14	S
G232_09196	1.4933	SM18	S
G232_09196	0.6360	SM24	S
G232_09196	0.8323	SM27	S
G232_09196	0.9821	SM28	S
G232_09196	0.7456	SM29	S
G232_09196	0.7333	SM35	S
G232_09196	3.8755	SM36	S
G232_09196	1.1866	SM42	S
G232_09196	1.2182	SM48	S
G232_09196	0.6975	SM57	S
G232_09196	1.0245	SM66	S
G232_09196	0.8506	SM67	S
G232_09196	2.6798	SM72	S
G232_09196	1.4604	SM74	S
G232_09196	0.9474	SM84	S
G232_09196	0.8480	SM9	S
G232_09196	1.1878	SM91	S
G232_09197	1.0892	Rstd	R
G232_09197	2.2308	SM102	S
G232_09197	0.8642	SM104	S
G232_09197	0.3813	SM105	S
G232_09197	0.9336	SM108	S
G232_09197	1.5478	SM109	S
G232_09197	1.1265	SM11	S
G232_09197	0.3444	SM122	S
G232_09197	0.7786	SM13	S
G232_09197	1.6075	SM14	S
G232_09197	1.1985	SM18	S
G232_09197	1.0833	SM24	S
G232_09197	0.8238	SM27	S
G232_09197	0.6643	SM28	S
G232_09197	0.8304	SM29	S
G232_09197	0.8381	SM35	S
G232_09197	2.3113	SM36	S
G232_09197	0.8081	SM42	S
G232_09197	0.7333	SM48	S
G232_09197	0.9328	SM57	S
G232_09197	0.9123	SM66	S
G232_09197	0.8214	SM67	S
G232_09197	2.7488	SM72	S
G232_09197	1.1655	SM74	S
G232_09197	0.7933	SM84	S
G232_09197	0.7760	SM9	S
G232_09197	1.0168	SM91	S
G232_09198	0.6938	Rstd	R
G232_09198	0.4336	SM102	S
G232_09198	1.2245	SM104	S
G232_09198	0.7977	SM105	S
G232_09198	1.0768	SM108	S
G232_09198	0.9391	SM109	S
G232_09198	1.1566	SM11	S
G232_09198	0.9073	SM122	S
G232_09198	1.0233	SM13	S
G232_09198	0.0000	SM14	S
G232_09198	0.6041	SM18	S
G232_09198	0.6974	SM24	S
G232_09198	1.0000	SM27	S
G232_09198	0.6571	SM28	S
G232_09198	0.0643	SM29	S
G232_09198	1.4762	SM35	S
G232_09198	0.3580	SM36	S
G232_09198	0.8803	SM42	S
G232_09198	0.2970	SM48	S
G232_09198	1.6387	SM57	S
G232_09198	0.8387	SM66	S
G232_09198	0.7468	SM67	S
G232_09198	0.0394	SM72	S
G232_09198	0.8777	SM74	S
G232_09198	0.9840	SM84	S
G232_09198	0.7168	SM9	S
G232_09198	0.9265	SM91	S
G232_09199	0.8543	Rstd	R
G232_09199	2.4755	SM102	S
G232_09199	0.7702	SM104	S
G232_09199	0.9767	SM105	S
G232_09199	0.6618	SM108	S
G232_09199	1.2739	SM109	S
G232_09199	0.6566	SM11	S
G232_09199	1.0927	SM122	S
G232_09199	0.8039	SM13	S
G232_09199	2.0430	SM14	S
G232_09199	0.6833	SM18	S
G232_09199	0.7807	SM24	S
G232_09199	1.0531	SM27	S
G232_09199	0.9821	SM28	S
G232_09199	0.5702	SM29	S
G232_09199	1.2381	SM35	S
G232_09199	3.4514	SM36	S
G232_09199	0.9859	SM42	S
G232_09199	1.0242	SM48	S
G232_09199	0.6807	SM57	S
G232_09199	0.8748	SM66	S
G232_09199	0.5942	SM67	S
G232_09199	4.1232	SM72	S
G232_09199	0.8705	SM74	S
G232_09199	0.8650	SM84	S
G232_09199	1.2608	SM9	S
G232_09199	0.9628	SM91	S
