GENE	COVERAGE	STRAIN	GROUP
G232_06855	1.1160	Rstd	R
G232_06855	0.0420	SM102	S
G232_06855	0.7594	SM104	S
G232_06855	0.6381	SM105	S
G232_06855	0.3548	SM108	S
G232_06855	0.5043	SM109	S
G232_06855	0.5241	SM11	S
G232_06855	0.6159	SM122	S
G232_06855	0.7049	SM13	S
G232_06855	0.0699	SM14	S
G232_06855	0.1583	SM18	S
G232_06855	1.2018	SM24	S
G232_06855	0.9278	SM27	S
G232_06855	0.1750	SM28	S
G232_06855	0.0000	SM29	S
G232_06855	0.8476	SM35	S
G232_06855	0.0000	SM36	S
G232_06855	0.4137	SM42	S
G232_06855	0.5333	SM48	S
G232_06855	0.6471	SM57	S
G232_06855	0.6748	SM66	S
G232_06855	0.6526	SM67	S
G232_06855	0.0148	SM72	S
G232_06855	1.1007	SM74	S
G232_06855	0.7094	SM84	S
G232_06855	0.6096	SM9	S
G232_06855	0.4455	SM91	S
