GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_05781	0.8969	1.4685	0.7944	0.9027	1.0498	0.5261	0.6506	1.4172	0.8078	1.4409	1.4592	0.5921	0.6178	1.3250	1.2251	0.6762	2.3191	1.0194	0.5939	0.8655	0.5535	0.9026	2.6847	0.5180	1.0885	1.0704	0.8202
G232_05782	0.8454	0.4685	0.8199	0.6654	0.8631	0.6391	0.7229	0.9338	0.6544	0.5215	1.1096	0.6447	0.6667	0.7536	0.9591	0.5905	0.3735	0.8011	0.8242	1.3866	0.6994	0.8084	0.5172	0.7338	0.7239	0.6704	0.8423
G232_05783	0.7919	0.5944	0.6465	0.5953	0.6369	0.6565	0.8072	0.6424	0.7670	0.4435	0.9988	0.6798	0.8811	0.8857	0.8830	0.5429	0.4008	0.5599	0.7939	0.4370	0.6284	0.6818	0.3842	0.5036	0.6934	0.7184	0.6333
G232_05784	0.7047	0.6434	0.7634	0.6226	0.6515	0.7826	0.7711	0.9272	0.6816	0.6613	1.0706	0.7675	0.6752	0.8143	0.9123	0.5429	0.3424	0.9243	0.5394	0.5966	0.6400	0.7045	0.6453	0.7842	0.6789	0.7664	0.6856
G232_05785	0.8484	0.2867	0.8401	0.7665	0.8154	0.9826	0.5482	1.1391	0.7573	0.6613	1.1644	0.7939	0.8153	0.4393	0.8099	0.8762	0.6615	0.8803	1.3394	0.7899	0.7535	1.1299	0.7094	1.0216	0.8253	0.8752	0.9858
G232_05786	0.6016	2.6224	0.8589	0.5603	0.9170	1.2348	0.7470	0.4570	0.6408	1.5672	1.2887	0.7193	0.8132	0.9214	0.8041	0.2571	2.6965	0.6849	1.0909	0.9328	0.6568	0.6851	1.9360	0.3957	0.8970	0.6992	0.7874
G232_05787	0.9326	0.9231	0.7997	0.9416	0.7095	0.7348	0.7048	1.0464	0.5010	0.5914	0.8965	0.7895	0.5902	0.6357	0.8918	0.9333	0.8755	0.4683	0.9333	0.6387	0.6684	0.7435	1.0788	0.7194	0.7971	0.5808	0.7139
G232_05788	0.7066	0.0839	0.8427	0.7354	0.8278	0.7391	0.6084	1.0596	0.7845	0.6263	1.2144	1.0614	0.4735	1.0429	1.0789	0.8857	0.1245	0.9824	0.7030	0.4958	0.7200	0.7662	0.0837	0.8417	0.6804	1.0512	0.9035
G232_05789	0.4975	1.6084	0.6210	0.6654	0.8154	1.1565	0.8735	0.9536	0.5301	1.5188	1.1681	0.5526	0.3843	0.6071	0.8596	0.8000	2.1128	0.5335	0.9455	0.7143	0.7290	0.7143	2.0837	0.9856	0.4783	0.6608	0.6227
G232_05790	0.6184	0.6084	0.6747	0.4358	0.6971	0.7304	0.9217	1.1523	0.6408	0.4543	1.0633	0.5614	0.4607	0.6500	1.4269	0.7524	0.1245	0.7975	0.7273	0.5042	0.5419	0.4643	0.4335	0.6835	0.5767	0.4096	0.7024
G232_05791	0.8196	0.3147	0.8145	0.7160	0.8340	0.5783	0.8253	0.7815	0.7417	0.6694	1.4141	0.8070	0.8323	0.8179	1.0175	0.7333	0.3035	0.8327	0.9030	0.6723	0.7832	1.0455	0.2906	0.8417	0.8528	0.9392	0.8680
G232_05792	1.0436	0.3986	0.9677	0.7082	0.8029	0.5261	0.8614	0.8675	0.9029	0.4570	1.1851	0.8114	0.5669	0.8893	1.2339	0.7619	0.1089	0.7694	1.0182	0.6723	0.5729	0.8279	0.4187	0.5324	0.8612	0.9200	0.8477
G232_05793	0.8157	0.2168	0.8548	0.7315	0.8465	0.5957	0.6446	0.8874	0.6893	0.9140	1.3520	0.7982	0.8301	1.1429	1.0351	0.8952	0.1634	0.8275	0.7455	1.1765	0.7613	0.8701	0.2118	0.5971	0.8520	0.8144	0.8273
G232_05794	0.8444	0.9091	0.8347	1.0000	0.7842	0.5957	0.8855	0.6821	0.7612	0.7688	1.3678	0.8772	0.6730	0.8607	1.0468	0.5048	0.6459	0.8715	0.7394	0.7815	0.8026	0.8377	0.7143	0.8561	0.8680	0.7984	0.8547
G232_05795	0.7770	0.4615	1.3105	0.8988	1.1203	1.4609	0.9880	0.0000	0.4951	0.1909	1.3995	0.3114	0.3185	0.4250	1.2895	1.0286	0.0000	0.5845	1.2242	0.4958	1.0800	0.9026	0.1773	1.2302	0.9664	0.5008	0.7263
