GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_01907	1.0059	0.0839	1.2285	1.4669	1.3050	0.9957	0.7349	1.7285	1.6990	0.3199	0.0000	1.4079	1.3439	1.7714	1.0936	0.4667	0.0934	1.0282	1.1697	1.3361	1.1123	0.9383	0.0000	0.5468	1.2105	1.1952	1.2383
G232_01908	0.7988	1.4476	0.8253	0.7977	0.9191	0.5913	0.7289	1.4834	0.5573	0.9946	1.7150	0.7368	0.8110	0.5821	1.1287	0.4190	1.7082	0.6989	0.4182	0.9412	0.8542	0.4708	1.5665	0.7050	0.7559	0.7488	0.8698
G232_01909	0.8206	0.0839	0.8683	0.8054	0.9295	0.8957	1.1506	1.0066	0.7631	0.6667	1.3727	0.9123	0.6837	0.7357	1.0468	0.3810	0.0000	0.5352	0.8000	0.9916	1.4000	1.1948	0.1232	0.9784	1.0076	0.9392	1.1151
G232_01910	0.9485	0.3287	0.7755	0.8327	0.8693	0.5652	0.6928	0.5894	0.7359	0.4785	1.5469	0.6711	0.7452	0.9607	0.8947	0.9143	0.0895	1.1514	0.5576	0.6303	0.7355	0.4870	0.2069	0.5108	0.8452	0.5328	0.9229
G232_01911	0.6769	0.9860	0.8844	0.8599	0.9917	0.7174	0.8072	0.6755	1.1107	0.7876	1.4933	1.2500	0.8535	1.1857	0.7749	0.7429	0.9961	1.0792	0.6788	0.3950	0.9535	0.8961	0.9754	0.8993	0.7246	0.9920	0.9052
G232_01912	0.9118	0.0000	0.7527	0.6342	0.9689	0.5913	0.2711	0.7748	1.0175	0.7151	1.5262	1.2105	0.9873	1.0393	0.7661	0.7905	0.0272	0.9736	1.1879	0.6471	0.8452	1.3539	0.0099	0.7986	0.9291	0.9024	0.9469
G232_01913	1.1606	0.1748	0.8051	0.8210	0.7033	0.4304	0.2289	0.6689	1.3942	0.7070	2.2107	1.6842	1.0977	1.2250	1.4912	0.1048	0.0000	1.2482	0.4667	0.9916	0.9006	0.9221	0.0640	1.2374	0.7986	0.9216	1.1036
G232_01914	1.0902	0.2168	1.1169	0.7471	0.7386	1.0609	0.5120	1.0000	0.8330	0.7070	1.1754	0.7982	0.6837	1.0643	1.0936	0.3429	0.2802	1.0000	0.7212	0.7227	0.6529	0.7532	0.2266	0.5899	0.8314	0.6240	1.0921
G232_01915	0.8731	0.9231	0.4973	0.7315	0.4544	0.9522	1.5241	1.2119	0.8330	0.4758	1.4811	1.0789	1.0446	0.8500	1.1579	0.7429	0.1829	0.8715	0.9758	1.1261	0.8671	0.4643	0.3892	0.6835	0.8841	0.8288	1.0390
G232_01916	0.9286	1.4685	0.7124	0.9805	0.7656	0.7609	0.9036	0.6556	0.7981	0.6290	1.2801	0.8947	0.6837	0.8821	0.9240	0.7048	0.2490	0.7975	0.8424	0.6975	0.7858	0.8539	0.4286	0.3525	0.7643	0.8816	0.8211
G232_01917	0.6283	0.6434	0.6398	0.7549	0.8838	0.6957	1.1747	0.9868	1.0388	0.8011	1.5505	0.6842	0.9066	0.8536	1.3333	0.8952	1.2412	1.3539	0.5939	0.4874	0.7729	1.1136	0.8719	0.9928	0.7529	0.9888	0.9894
G232_01918	0.8276	0.5734	0.8011	0.8249	0.7884	0.8783	0.7229	0.8543	0.8563	0.7016	1.3959	0.7149	0.7431	0.8643	1.1316	1.0000	0.3891	0.7130	1.0727	0.8655	0.8142	0.7435	0.4778	0.5899	0.9367	0.6480	0.8388
G232_01919	0.8503	0.7413	0.9409	0.5214	0.6950	0.9348	0.7169	0.7417	0.7903	0.8602	1.1340	0.8596	0.7282	0.8643	0.7339	0.8381	0.4514	0.9208	0.3697	0.8571	0.8155	1.0325	0.7882	0.5252	0.9847	0.6368	0.6926
G232_01920	0.7225	0.0000	0.4355	0.3774	0.4585	0.2522	0.4398	0.7020	0.7029	0.4489	2.1620	0.5307	0.9851	0.8679	0.9825	1.1714	0.0000	0.8310	0.3212	0.4622	0.8542	0.6396	0.0000	0.6043	0.6209	0.6112	0.9291
G232_01921	0.6492	0.3357	0.6196	0.6226	0.8921	1.0000	1.2108	1.2781	1.0796	0.5618	1.5238	1.2368	0.7473	1.3750	1.0702	0.4095	0.0000	0.9261	0.5939	0.7731	0.7910	0.6851	0.2020	0.7842	0.8093	1.0096	1.2613
G232_01922	0.5600	0.7902	0.7392	0.6459	0.8672	0.8087	0.8735	1.3907	0.5748	1.1747	1.4750	0.6360	0.7431	0.9857	1.3947	1.1429	1.1751	0.9665	0.6788	1.1597	0.6619	0.6883	1.4039	0.5252	0.9985	0.4704	0.8609
