GENE	COVERAGE	STRAIN	GROUP
G232_09008	0.9386	Rstd	R
G232_09008	0.0000	SM102	S
G232_09008	1.3011	SM104	S
G232_09008	0.1556	SM105	S
G232_09008	0.7552	SM108	S
G232_09008	0.4913	SM109	S
G232_09008	0.7108	SM11	S
G232_09008	1.1987	SM122	S
G232_09008	0.4505	SM13	S
G232_09008	0.1613	SM14	S
G232_09008	0.0231	SM18	S
G232_09008	0.8465	SM24	S
G232_09008	0.3652	SM27	S
G232_09008	0.3786	SM28	S
G232_09008	0.4006	SM29	S
G232_09008	0.6667	SM35	S
G232_09008	0.0000	SM36	S
G232_09008	0.6180	SM42	S
G232_09008	0.7333	SM48	S
G232_09008	1.1513	SM57	S
G232_09008	0.8194	SM66	S
G232_09008	0.2630	SM67	S
G232_09008	0.1084	SM72	S
G232_09008	0.1871	SM74	S
G232_09008	0.2738	SM84	S
G232_09008	0.4080	SM9	S
G232_09008	0.6448	SM91	S
