GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_01316	10.08	0.56	6.59	2.20	3.40	1.04	0.94	1.93	3.34	2.27	9.42	1.65	3.74	2.50	5.10	0.75	0.40	3.75	1.54	1.18	6.49	2.53	0.48	1.09	12.57	4.33	8.38
G232_01317	11.17	1.37	6.04	1.14	4.24	1.45	1.31	1.08	3.30	2.42	9.99	1.27	2.64	1.39	3.60	0.82	3.68	3.40	1.48	1.17	7.96	2.79	1.78	1.83	8.77	3.37	8.98
G232_01318	6.13	8.50	5.57	2.16	4.52	3.32	2.33	0.30	4.07	14.68	13.12	2.70	3.28	2.70	3.66	1.41	16.66	5.16	2.25	1.24	7.58	1.11	11.45	1.43	9.67	4.85	8.83
G232_01319	8.48	0.47	6.82	2.05	4.15	1.34	0.93	1.16	4.06	3.02	15.38	1.71	2.93	2.09	4.04	0.84	1.26	4.86	1.42	0.74	5.55	2.51	1.13	0.90	11.91	4.73	9.58
G232_01320	7.51	0.00	7.74	2.28	4.27	1.37	2.03	1.51	4.98	1.99	8.72	1.73	2.36	1.47	2.81	0.89	0.00	4.18	1.22	0.45	8.07	4.16	0.04	0.34	11.70	3.50	9.28
G232_01321	8.68	0.25	5.39	2.60	5.21	1.62	0.81	0.96	3.74	1.57	4.92	1.64	3.66	1.80	0.66	0.48	0.12	5.60	1.32	0.87	6.26	2.75	0.03	0.74	11.56	5.32	10.08
G232_01322	5.58	0.12	6.49	2.62	3.47	1.20	0.75	1.16	7.25	2.34	14.31	2.99	6.92	2.31	3.67	1.61	0.00	5.20	2.87	0.69	8.00	1.13	0.62	0.74	12.32	6.31	11.25
G232_01323	9.76	0.81	5.84	1.50	4.08	1.60	0.96	1.04	4.48	2.52	10.82	2.09	3.59	2.82	4.64	0.73	0.89	4.90	1.68	0.89	6.12	3.26	0.97	0.88	10.64	5.87	11.13
G232_01324	8.98	0.99	7.52	2.15	3.39	1.76	1.24	1.36	5.01	2.06	11.68	2.29	4.58	1.93	4.13	0.74	1.46	4.39	1.12	1.25	6.93	2.12	1.46	0.87	10.38	5.75	10.12
G232_01325	9.44	0.69	5.69	2.25	3.47	2.62	1.06	1.17	4.52	2.84	11.72	2.80	4.22	2.57	4.56	0.85	1.35	5.61	1.52	0.97	6.92	2.53	0.93	1.23	11.34	5.38	11.88
G232_01326	9.25	0.98	6.67	2.40	6.05	2.48	1.07	1.55	5.06	3.32	11.48	1.26	5.55	3.37	5.84	1.25	2.29	6.57	1.37	0.79	6.27	2.08	1.60	1.21	11.24	5.90	8.79
G232_01327	8.71	1.03	6.31	1.67	3.88	1.72	1.23	1.56	4.38	3.04	10.86	2.38	4.97	2.31	3.47	0.98	1.76	4.28	1.29	0.79	7.42	2.68	1.37	0.95	11.33	5.74	9.36
G232_01328	9.51	4.21	6.74	2.25	4.17	2.47	1.20	1.80	4.85	10.92	9.39	2.16	3.37	3.01	3.85	1.24	8.50	4.33	1.85	1.21	4.67	2.01	5.94	0.76	12.75	6.14	7.96
G232_01329	6.89	0.00	3.93	2.13	4.89	1.14	1.03	1.25	4.31	1.06	10.64	1.33	4.11	3.46	5.96	0.67	0.15	4.78	0.81	0.88	6.60	1.84	0.00	1.49	9.49	4.78	8.69
