GENE	COVERAGE	STRAIN	GROUP
G232_04811	0.5094	Rstd	R
G232_04811	0.0000	SM102	S
G232_04811	0.6626	SM104	S
G232_04811	0.9339	SM105	S
G232_04811	1.6307	SM108	S
G232_04811	0.9913	SM109	S
G232_04811	1.2289	SM11	S
G232_04811	1.2781	SM122	S
G232_04811	1.0155	SM13	S
G232_04811	0.1129	SM14	S
G232_04811	0.0000	SM18	S
G232_04811	0.6053	SM24	S
G232_04811	1.1465	SM27	S
G232_04811	0.5429	SM28	S
G232_04811	0.0000	SM29	S
G232_04811	0.6095	SM35	S
G232_04811	0.0000	SM36	S
G232_04811	0.4049	SM42	S
G232_04811	0.8121	SM48	S
G232_04811	1.0084	SM57	S
G232_04811	0.7445	SM66	S
G232_04811	1.0487	SM67	S
G232_04811	0.0049	SM72	S
G232_04811	0.9353	SM74	S
G232_04811	0.9985	SM84	S
G232_04811	0.8608	SM9	S
G232_04811	0.5872	SM91	S
