GENE	COVERAGE	STRAIN	GROUP
G232_04757	0.6630	Rstd	R
G232_04757	0.0000	SM102	S
G232_04757	0.9651	SM104	S
G232_04757	0.4008	SM105	S
G232_04757	1.1141	SM108	S
G232_04757	0.6870	SM109	S
G232_04757	0.7048	SM11	S
G232_04757	0.3444	SM122	S
G232_04757	0.4175	SM13	S
G232_04757	0.1801	SM14	S
G232_04757	0.9744	SM18	S
G232_04757	0.6404	SM24	S
G232_04757	1.0934	SM27	S
G232_04757	1.4286	SM28	S
G232_04757	0.8772	SM29	S
G232_04757	0.3810	SM35	S
G232_04757	0.0000	SM36	S
G232_04757	0.6989	SM42	S
G232_04757	0.8788	SM48	S
G232_04757	1.2185	SM57	S
G232_04757	0.7110	SM66	S
G232_04757	0.5260	SM67	S
G232_04757	0.0000	SM72	S
G232_04757	0.5540	SM74	S
G232_04757	0.6339	SM84	S
G232_04757	0.8896	SM9	S
G232_04757	0.7741	SM91	S
G232_04758	0.8167	Rstd	R
G232_04758	0.4196	SM102	S
G232_04758	0.7581	SM104	S
G232_04758	0.9183	SM105	S
G232_04758	0.6929	SM108	S
G232_04758	0.7391	SM109	S
G232_04758	0.7651	SM11	S
G232_04758	0.7219	SM122	S
G232_04758	0.9359	SM13	S
G232_04758	0.8871	SM14	S
G232_04758	1.3849	SM18	S
G232_04758	0.7061	SM24	S
G232_04758	0.8896	SM27	S
G232_04758	1.0821	SM28	S
G232_04758	0.9942	SM29	S
G232_04758	0.4952	SM35	S
G232_04758	0.7588	SM36	S
G232_04758	0.8556	SM42	S
G232_04758	0.5394	SM48	S
G232_04758	0.7143	SM57	S
G232_04758	0.7574	SM66	S
G232_04758	0.8669	SM67	S
G232_04758	0.6847	SM72	S
G232_04758	1.0863	SM74	S
G232_04758	0.9062	SM84	S
G232_04758	0.7440	SM9	S
G232_04758	0.8485	SM91	S
G232_04759	1.0406	Rstd	R
G232_04759	0.2308	SM102	S
G232_04759	0.6882	SM104	S
G232_04759	0.7938	SM105	S
G232_04759	0.4523	SM108	S
G232_04759	0.6261	SM109	S
G232_04759	0.6446	SM11	S
G232_04759	0.9934	SM122	S
G232_04759	0.9476	SM13	S
G232_04759	0.5430	SM14	S
G232_04759	1.6553	SM18	S
G232_04759	1.2763	SM24	S
G232_04759	0.9936	SM27	S
G232_04759	1.1750	SM28	S
G232_04759	1.3509	SM29	S
G232_04759	0.6000	SM35	S
G232_04759	0.2374	SM36	S
G232_04759	0.9947	SM42	S
G232_04759	1.3091	SM48	S
G232_04759	0.9748	SM57	S
G232_04759	0.6168	SM66	S
G232_04759	0.6266	SM67	S
G232_04759	0.2167	SM72	S
G232_04759	0.2158	SM74	S
G232_04759	0.8505	SM84	S
G232_04759	0.7936	SM9	S
G232_04759	1.0390	SM91	S
G232_04760	0.9931	Rstd	R
G232_04760	0.5944	SM102	S
G232_04760	0.7164	SM104	S
G232_04760	0.7665	SM105	S
G232_04760	0.8340	SM108	S
G232_04760	0.9174	SM109	S
G232_04760	0.8313	SM11	S
G232_04760	0.8013	SM122	S
G232_04760	0.8039	SM13	S
G232_04760	0.7419	SM14	S
G232_04760	1.3581	SM18	S
G232_04760	0.7018	SM24	S
G232_04760	0.7580	SM27	S
G232_04760	1.0607	SM28	S
G232_04760	1.0585	SM29	S
G232_04760	1.1429	SM35	S
G232_04760	0.7626	SM36	S
G232_04760	0.9437	SM42	S
G232_04760	0.7273	SM48	S
G232_04760	0.7395	SM57	S
G232_04760	0.9497	SM66	S
G232_04760	0.6429	SM67	S
G232_04760	0.7734	SM72	S
G232_04760	0.6691	SM74	S
G232_04760	0.7918	SM84	S
G232_04760	0.7520	SM9	S
G232_04760	0.9008	SM91	S
G232_04761	0.7344	Rstd	R
G232_04761	0.4056	SM102	S
G232_04761	0.7823	SM104	S
G232_04761	0.5837	SM105	S
G232_04761	0.6390	SM108	S
G232_04761	0.4826	SM109	S
G232_04761	0.4578	SM11	S
G232_04761	0.7815	SM122	S
G232_04761	0.6816	SM13	S
G232_04761	0.7930	SM14	S
G232_04761	1.5615	SM18	S
G232_04761	0.7325	SM24	S
G232_04761	0.7473	SM27	S
G232_04761	1.0893	SM28	S
G232_04761	1.1550	SM29	S
G232_04761	0.6381	SM35	S
G232_04761	0.2568	SM36	S
G232_04761	0.8151	SM42	S
G232_04761	0.4788	SM48	S
G232_04761	0.6050	SM57	S
G232_04761	0.6245	SM66	S
G232_04761	1.0584	SM67	S
G232_04761	0.2906	SM72	S
G232_04761	0.5036	SM74	S
G232_04761	0.8520	SM84	S
G232_04761	0.7376	SM9	S
G232_04761	0.7998	SM91	S
G232_04762	0.7532	Rstd	R
G232_04762	0.2448	SM102	S
G232_04762	0.7715	SM104	S
G232_04762	0.8677	SM105	S
G232_04762	0.8278	SM108	S
G232_04762	0.6739	SM109	S
G232_04762	0.8012	SM11	S
G232_04762	0.5629	SM122	S
G232_04762	0.8738	SM13	S
G232_04762	0.5672	SM14	S
G232_04762	1.2655	SM18	S
G232_04762	0.7807	SM24	S
G232_04762	0.9172	SM27	S
G232_04762	0.7179	SM28	S
G232_04762	1.0673	SM29	S
G232_04762	0.7048	SM35	S
G232_04762	0.2140	SM36	S
G232_04762	0.6637	SM42	S
G232_04762	0.8667	SM48	S
G232_04762	0.7227	SM57	S
G232_04762	0.5355	SM66	S
G232_04762	0.7078	SM67	S
G232_04762	0.2857	SM72	S
G232_04762	0.3741	SM74	S
G232_04762	0.8619	SM84	S
G232_04762	0.8336	SM9	S
G232_04762	0.7697	SM91	S
G232_04763	0.8127	Rstd	R
G232_04763	0.2098	SM102	S
G232_04763	0.9852	SM104	S
G232_04763	0.8171	SM105	S
G232_04763	0.7905	SM108	S
G232_04763	0.6739	SM109	S
G232_04763	0.3735	SM11	S
G232_04763	0.4172	SM122	S
G232_04763	0.5748	SM13	S
G232_04763	0.3091	SM14	S
G232_04763	1.1096	SM18	S
G232_04763	0.6623	SM24	S
G232_04763	0.6518	SM27	S
G232_04763	1.2750	SM28	S
G232_04763	1.0731	SM29	S
G232_04763	0.2762	SM35	S
G232_04763	0.0584	SM36	S
G232_04763	0.6109	SM42	S
G232_04763	0.2848	SM48	S
G232_04763	0.3950	SM57	S
G232_04763	0.7226	SM66	S
G232_04763	0.8247	SM67	S
G232_04763	0.1773	SM72	S
G232_04763	0.3237	SM74	S
G232_04763	1.0259	SM84	S
G232_04763	0.7136	SM9	S
G232_04763	0.8893	SM91	S
G232_04764	0.6155	Rstd	R
G232_04764	1.8531	SM102	S
G232_04764	0.9288	SM104	S
G232_04764	0.4942	SM105	S
G232_04764	0.7593	SM108	S
G232_04764	0.8000	SM109	S
G232_04764	0.7410	SM11	S
G232_04764	0.6291	SM122	S
G232_04764	0.6854	SM13	S
G232_04764	1.4839	SM14	S
G232_04764	0.9038	SM18	S
G232_04764	0.6316	SM24	S
G232_04764	0.6306	SM27	S
G232_04764	0.5500	SM28	S
G232_04764	1.1111	SM29	S
G232_04764	1.0667	SM35	S
G232_04764	2.1284	SM36	S
G232_04764	0.7236	SM42	S
G232_04764	0.5939	SM48	S
G232_04764	0.7983	SM57	S
G232_04764	0.7948	SM66	S
G232_04764	0.5195	SM67	S
G232_04764	1.6798	SM72	S
G232_04764	0.5036	SM74	S
G232_04764	0.7056	SM84	S
G232_04764	0.6848	SM9	S
G232_04764	0.6227	SM91	S
G232_04765	0.8464	Rstd	R
G232_04765	2.0420	SM102	S
G232_04765	0.7097	SM104	S
G232_04765	0.5914	SM105	S
G232_04765	0.5539	SM108	S
G232_04765	0.9565	SM109	S
G232_04765	1.0843	SM11	S
G232_04765	1.0397	SM122	S
G232_04765	0.6680	SM13	S
G232_04765	1.7392	SM14	S
G232_04765	0.9695	SM18	S
G232_04765	0.5965	SM24	S
G232_04765	0.6624	SM27	S
G232_04765	0.8714	SM28	S
G232_04765	0.9561	SM29	S
G232_04765	0.8857	SM35	S
G232_04765	2.1946	SM36	S
G232_04765	0.7570	SM42	S
G232_04765	0.6242	SM48	S
G232_04765	1.0756	SM57	S
G232_04765	0.7032	SM66	S
G232_04765	0.7078	SM67	S
