GENE	COVERAGE	STRAIN	GROUP
G232_01254	0.5728	Rstd	R
G232_01254	0.3427	SM102	S
G232_01254	0.8427	SM104	S
G232_01254	0.4163	SM105	S
G232_01254	0.5954	SM108	S
G232_01254	0.7913	SM109	S
G232_01254	0.7952	SM11	S
G232_01254	0.5166	SM122	S
G232_01254	0.9417	SM13	S
G232_01254	0.8790	SM14	S
G232_01254	1.3094	SM18	S
G232_01254	0.9167	SM24	S
G232_01254	0.9045	SM27	S
G232_01254	0.9929	SM28	S
G232_01254	0.8392	SM29	S
G232_01254	0.7429	SM35	S
G232_01254	0.7821	SM36	S
G232_01254	0.8891	SM42	S
G232_01254	0.8727	SM48	S
G232_01254	0.6891	SM57	S
G232_01254	0.7406	SM66	S
G232_01254	0.6461	SM67	S
G232_01254	0.7044	SM72	S
G232_01254	0.5827	SM74	S
G232_01254	0.8627	SM84	S
G232_01254	1.1120	SM9	S
G232_01254	0.7139	SM91	S
G232_01255	0.5461	Rstd	R
G232_01255	0.1888	SM102	S
G232_01255	0.8239	SM104	S
G232_01255	0.8833	SM105	S
G232_01255	0.7282	SM108	S
G232_01255	0.7522	SM109	S
G232_01255	0.3795	SM11	S
G232_01255	1.3576	SM122	S
G232_01255	0.7922	SM13	S
G232_01255	0.2849	SM14	S
G232_01255	1.1084	SM18	S
G232_01255	0.9474	SM24	S
G232_01255	0.5817	SM27	S
G232_01255	0.6250	SM28	S
G232_01255	1.0175	SM29	S
G232_01255	1.4857	SM35	S
G232_01255	0.0156	SM36	S
G232_01255	0.6074	SM42	S
G232_01255	0.8242	SM48	S
G232_01255	1.3613	SM57	S
G232_01255	0.9497	SM66	S
G232_01255	0.7208	SM67	S
G232_01255	0.0000	SM72	S
G232_01255	1.0432	SM74	S
G232_01255	0.6362	SM84	S
G232_01255	0.6592	SM9	S
G232_01255	0.7910	SM91	S
G232_01256	0.8513	Rstd	R
G232_01256	1.6224	SM102	S
G232_01256	0.7836	SM104	S
G232_01256	0.8949	SM105	S
G232_01256	0.8402	SM108	S
G232_01256	1.0870	SM109	S
G232_01256	0.9157	SM11	S
G232_01256	0.8742	SM122	S
G232_01256	0.8563	SM13	S
G232_01256	1.6048	SM14	S
G232_01256	1.1376	SM18	S
G232_01256	0.8158	SM24	S
G232_01256	0.8004	SM27	S
G232_01256	0.9464	SM28	S
G232_01256	1.3596	SM29	S
G232_01256	0.5714	SM35	S
G232_01256	1.8677	SM36	S
G232_01256	1.0106	SM42	S
G232_01256	0.8727	SM48	S
G232_01256	0.9832	SM57	S
G232_01256	0.6426	SM66	S
G232_01256	0.8409	SM67	S
G232_01256	1.6552	SM72	S
G232_01256	0.7194	SM74	S
G232_01256	0.9481	SM84	S
G232_01256	0.8608	SM9	S
G232_01256	0.8601	SM91	S
G232_01257	1.0109	Rstd	R
G232_01257	0.0559	SM102	S
G232_01257	0.6277	SM104	S
G232_01257	0.7821	SM105	S
G232_01257	0.8133	SM108	S
G232_01257	0.4652	SM109	S
G232_01257	0.4819	SM11	S
G232_01257	0.4437	SM122	S
G232_01257	0.6913	SM13	S
G232_01257	0.0860	SM14	S
G232_01257	0.0000	SM18	S
G232_01257	0.8596	SM24	S
G232_01257	0.6667	SM27	S
G232_01257	1.0643	SM28	S
G232_01257	1.8450	SM29	S
G232_01257	0.4857	SM35	S
G232_01257	0.0623	SM36	S
G232_01257	0.6602	SM42	S
G232_01257	1.2121	SM48	S
G232_01257	0.8655	SM57	S
G232_01257	0.7871	SM66	S
G232_01257	1.1071	SM67	S
G232_01257	0.0788	SM72	S
G232_01257	1.0000	SM74	S
G232_01257	0.8802	SM84	S
G232_01257	0.7296	SM9	S
G232_01257	0.8246	SM91	S
G232_01258	0.7661	Rstd	R
G232_01258	0.0000	SM102	S
G232_01258	0.7473	SM104	S
G232_01258	0.7393	SM105	S
G232_01258	0.4585	SM108	S
G232_01258	0.5826	SM109	S
G232_01258	0.7289	SM11	S
G232_01258	0.7616	SM122	S
G232_01258	1.1068	SM13	S
G232_01258	0.3710	SM14	S
G232_01258	1.2107	SM18	S
G232_01258	0.9561	SM24	S
G232_01258	1.0170	SM27	S
G232_01258	0.9857	SM28	S
G232_01258	1.1404	SM29	S
G232_01258	1.8952	SM35	S
G232_01258	0.0000	SM36	S
G232_01258	0.6796	SM42	S
G232_01258	0.6727	SM48	S
G232_01258	1.3445	SM57	S
G232_01258	0.7574	SM66	S
G232_01258	0.5162	SM67	S
G232_01258	0.0345	SM72	S
G232_01258	0.5899	SM74	S
G232_01258	1.0542	SM84	S
G232_01258	0.9808	SM9	S
G232_01258	1.0868	SM91	S
G232_01259	0.8563	Rstd	R
G232_01259	0.3566	SM102	S
G232_01259	0.9583	SM104	S
G232_01259	0.8911	SM105	S
G232_01259	0.8423	SM108	S
G232_01259	0.7478	SM109	S
G232_01259	0.6506	SM11	S
G232_01259	1.0265	SM122	S
G232_01259	0.7592	SM13	S
G232_01259	0.8038	SM14	S
G232_01259	1.2935	SM18	S
G232_01259	0.8377	SM24	S
G232_01259	0.7898	SM27	S
G232_01259	0.8857	SM28	S
G232_01259	1.1433	SM29	S
G232_01259	0.7905	SM35	S
G232_01259	0.4319	SM36	S
G232_01259	0.7940	SM42	S
G232_01259	0.8788	SM48	S
G232_01259	0.7647	SM57	S
G232_01259	0.9342	SM66	S
G232_01259	0.8409	SM67	S
G232_01259	0.4828	SM72	S
G232_01259	0.5971	SM74	S
G232_01259	0.8490	SM84	S
G232_01259	0.7760	SM9	S
G232_01259	0.8282	SM91	S
G232_01260	0.7582	Rstd	R
G232_01260	0.2098	SM102	S
G232_01260	0.7688	SM104	S
G232_01260	0.8833	SM105	S
G232_01260	0.6763	SM108	S
G232_01260	0.7000	SM109	S
G232_01260	0.3253	SM11	S
G232_01260	0.7483	SM122	S
G232_01260	0.8699	SM13	S
G232_01260	0.7016	SM14	S
G232_01260	1.2631	SM18	S
G232_01260	0.9079	SM24	S
G232_01260	0.6921	SM27	S
