GENE	COVERAGE	STRAIN	GROUP
G232_00930	1.4797	Rstd	R
G232_00930	0.1538	SM102	S
G232_00930	1.3401	SM104	S
G232_00930	0.7821	SM105	S
G232_00930	2.4315	SM108	S
G232_00930	0.8304	SM109	S
G232_00930	1.4940	SM11	S
G232_00930	1.2649	SM122	S
G232_00930	1.4447	SM13	S
G232_00930	0.1102	SM14	S
G232_00930	0.0000	SM18	S
G232_00930	2.4386	SM24	S
G232_00930	1.2760	SM27	S
G232_00930	1.4643	SM28	S
G232_00930	1.5146	SM29	S
G232_00930	1.2000	SM35	S
G232_00930	0.0584	SM36	S
G232_00930	1.0335	SM42	S
G232_00930	1.2667	SM48	S
G232_00930	1.0504	SM57	S
G232_00930	1.1832	SM66	S
G232_00930	1.3799	SM67	S
G232_00930	0.1429	SM72	S
G232_00930	1.7482	SM74	S
G232_00930	1.2227	SM84	S
G232_00930	0.9440	SM9	S
G232_00930	1.3729	SM91	S
