GENE	COVERAGE	STRAIN	GROUP
G232_02302	10.8008	Rstd	R
G232_02302	0.7622	SM102	S
G232_02302	8.3333	SM104	S
G232_02302	12.2412	SM105	S
G232_02302	11.9191	SM108	S
G232_02302	7.4522	SM109	S
G232_02302	12.5602	SM11	S
G232_02302	9.4106	SM122	S
G232_02302	6.2680	SM13	S
G232_02302	2.9919	SM14	S
G232_02302	0.9135	SM18	S
G232_02302	6.3596	SM24	S
G232_02302	8.9278	SM27	S
G232_02302	7.2321	SM28	S
G232_02302	1.9064	SM29	S
G232_02302	12.8095	SM35	S
G232_02302	0.4514	SM36	S
G232_02302	7.1690	SM42	S
G232_02302	3.5758	SM48	S
G232_02302	7.6891	SM57	S
G232_02302	9.5910	SM66	S
G232_02302	8.4773	SM67	S
G232_02302	0.6059	SM72	S
G232_02302	13.8849	SM74	S
G232_02302	6.1396	SM84	S
G232_02302	9.5920	SM9	S
G232_02302	8.0921	SM91	S
