GENE	COVERAGE	STRAIN	GROUP
G232_10686	0.8890	Rstd	R
G232_10686	0.0420	SM102	S
G232_10686	0.8239	SM104	S
G232_10686	0.8949	SM105	S
G232_10686	0.8112	SM108	S
G232_10686	0.9957	SM109	S
G232_10686	0.5241	SM11	S
G232_10686	0.5033	SM122	S
G232_10686	1.0913	SM13	S
G232_10686	0.2581	SM14	S
G232_10686	0.0000	SM18	S
G232_10686	0.7412	SM24	S
G232_10686	0.9745	SM27	S
G232_10686	0.8679	SM28	S
G232_10686	1.2544	SM29	S
G232_10686	1.2190	SM35	S
G232_10686	0.0000	SM36	S
G232_10686	0.9859	SM42	S
G232_10686	1.0424	SM48	S
G232_10686	1.0588	SM57	S
G232_10686	0.8994	SM66	S
G232_10686	0.6136	SM67	S
G232_10686	0.0148	SM72	S
G232_10686	0.6403	SM74	S
G232_10686	0.9901	SM84	S
G232_10686	1.0144	SM9	S
G232_10686	1.0319	SM91	S
