GENE	COVERAGE	STRAIN	GROUP
G232_01894	0.5164	Rstd	R
G232_01894	0.0000	SM102	S
G232_01894	1.1841	SM104	S
G232_01894	0.1284	SM105	S
G232_01894	0.4481	SM108	S
G232_01894	0.9391	SM109	S
G232_01894	0.0000	SM11	S
G232_01894	1.2185	SM122	S
G232_01894	0.5689	SM13	S
G232_01894	0.4597	SM14	S
G232_01894	1.0487	SM18	S
G232_01894	0.2368	SM24	S
G232_01894	0.4586	SM27	S
G232_01894	1.3250	SM28	S
G232_01894	4.1520	SM29	S
G232_01894	0.3524	SM35	S
G232_01894	0.0000	SM36	S
G232_01894	0.5158	SM42	S
G232_01894	0.3152	SM48	S
G232_01894	0.9580	SM57	S
G232_01894	0.5290	SM66	S
G232_01894	0.8247	SM67	S
G232_01894	0.0000	SM72	S
G232_01894	0.6475	SM74	S
G232_01894	0.7376	SM84	S
G232_01894	0.4912	SM9	S
G232_01894	0.3915	SM91	S
