GENE	COVERAGE	STRAIN	GROUP
G232_01139	0.9871	Rstd	R
G232_01139	1.0280	SM102	S
G232_01139	0.7930	SM104	S
G232_01139	0.8560	SM105	S
G232_01139	0.6515	SM108	S
G232_01139	0.8696	SM109	S
G232_01139	0.7229	SM11	S
G232_01139	0.9139	SM122	S
G232_01139	0.7903	SM13	S
G232_01139	0.9919	SM14	S
G232_01139	1.1900	SM18	S
G232_01139	0.8289	SM24	S
G232_01139	0.9087	SM27	S
G232_01139	1.0393	SM28	S
G232_01139	1.4620	SM29	S
G232_01139	0.8667	SM35	S
G232_01139	1.2724	SM36	S
G232_01139	0.9085	SM42	S
G232_01139	0.8364	SM48	S
G232_01139	0.5714	SM57	S
G232_01139	0.7742	SM66	S
G232_01139	0.8929	SM67	S
G232_01139	1.0690	SM72	S
G232_01139	0.7482	SM74	S
G232_01139	0.8299	SM84	S
G232_01139	0.9008	SM9	S
G232_01139	0.9008	SM91	S
G232_01140	0.2815	Rstd	R
G232_01140	0.3636	SM102	S
G232_01140	0.3118	SM104	S
G232_01140	0.3580	SM105	S
G232_01140	0.2967	SM108	S
G232_01140	0.2957	SM109	S
G232_01140	0.2590	SM11	S
G232_01140	0.2185	SM122	S
G232_01140	0.4117	SM13	S
G232_01140	0.3763	SM14	S
G232_01140	0.4616	SM18	S
G232_01140	0.3070	SM24	S
G232_01140	0.2760	SM27	S
G232_01140	0.3357	SM28	S
G232_01140	0.4006	SM29	S
G232_01140	0.2857	SM35	S
G232_01140	0.5370	SM36	S
G232_01140	0.2940	SM42	S
G232_01140	0.3455	SM48	S
G232_01140	0.3277	SM57	S
G232_01140	0.3613	SM66	S
G232_01140	0.3571	SM67	S
G232_01140	0.5468	SM72	S
G232_01140	0.1655	SM74	S
G232_01140	0.3089	SM84	S
G232_01140	0.2816	SM9	S
G232_01140	0.3313	SM91	S
