GENE	COVERAGE	STRAIN	GROUP
G232_02622	0.5629	Rstd	R
G232_02622	0.0000	SM102	S
G232_02622	0.5040	SM104	S
G232_02622	0.0000	SM105	S
G232_02622	0.7075	SM108	S
G232_02622	0.0913	SM109	S
G232_02622	0.1928	SM11	S
G232_02622	0.3974	SM122	S
G232_02622	1.1049	SM13	S
G232_02622	0.2366	SM14	S
G232_02622	0.3471	SM18	S
G232_02622	1.0000	SM24	S
G232_02622	0.1890	SM27	S
G232_02622	1.3429	SM28	S
G232_02622	4.5175	SM29	S
G232_02622	0.2952	SM35	S
G232_02622	0.0000	SM36	S
G232_02622	0.8521	SM42	S
G232_02622	0.3455	SM48	S
G232_02622	0.2689	SM57	S
G232_02622	0.6658	SM66	S
G232_02622	0.0000	SM67	S
G232_02622	0.0000	SM72	S
G232_02622	0.0000	SM74	S
G232_02622	0.0946	SM84	S
G232_02622	0.0768	SM9	S
G232_02622	0.8795	SM91	S
G232_02623	0.8067	Rstd	R
G232_02623	0.0000	SM102	S
G232_02623	0.5390	SM104	S
G232_02623	0.6109	SM105	S
G232_02623	1.0373	SM108	S
G232_02623	0.4435	SM109	S
G232_02623	0.6988	SM11	S
G232_02623	0.8543	SM122	S
G232_02623	1.7650	SM13	S
G232_02623	0.4140	SM14	S
G232_02623	0.0000	SM18	S
G232_02623	1.0746	SM24	S
G232_02623	0.4013	SM27	S
G232_02623	0.8536	SM28	S
G232_02623	1.1520	SM29	S
G232_02623	0.2286	SM35	S
G232_02623	0.0000	SM36	S
G232_02623	0.8838	SM42	S
G232_02623	0.4182	SM48	S
G232_02623	0.6555	SM57	S
G232_02623	1.1290	SM66	S
G232_02623	0.6851	SM67	S
G232_02623	0.0000	SM72	S
G232_02623	0.4101	SM74	S
G232_02623	0.8246	SM84	S
G232_02623	0.5584	SM9	S
G232_02623	0.7919	SM91	S
