GENE	COVERAGE	STRAIN	GROUP
G232_02871	37.4490	Rstd	R
G232_02871	525.0559	SM102	S
G232_02871	37.1358	SM104	S
G232_02871	74.1401	SM105	S
G232_02871	48.5726	SM108	S
G232_02871	70.8609	SM109	S
G232_02871	135.2711	SM11	S
G232_02871	68.5232	SM122	S
G232_02871	24.5825	SM13	S
G232_02871	238.4516	SM14	S
G232_02871	41.9781	SM18	S
G232_02871	39.6316	SM24	S
G232_02871	33.2017	SM27	S
G232_02871	39.2357	SM28	S
G232_02871	59.9737	SM29	S
G232_02871	52.3143	SM35	S
G232_02871	446.0895	SM36	S
G232_02871	49.5704	SM42	S
G232_02871	54.0909	SM48	S
G232_02871	84.0420	SM57	S
G232_02871	41.2516	SM66	S
G232_02871	76.9870	SM67	S
G232_02871	450.9655	SM72	S
G232_02871	30.6835	SM74	S
G232_02871	52.1602	SM84	S
G232_02871	33.7232	SM9	S
G232_02871	40.3888	SM91	S
G232_02872	33.0238	Rstd	R
G232_02872	418.4825	SM102	S
G232_02872	25.8454	SM104	S
G232_02872	63.3930	SM105	S
G232_02872	36.3859	SM108	S
G232_02872	76.2783	SM109	S
G232_02872	124.6687	SM11	S
G232_02872	51.3377	SM122	S
G232_02872	28.0136	SM13	S
G232_02872	184.6317	SM14	S
G232_02872	33.4811	SM18	S
G232_02872	46.5351	SM24	S
G232_02872	39.1083	SM27	S
G232_02872	39.4857	SM28	S
G232_02872	45.5789	SM29	S
G232_02872	50.7429	SM35	S
G232_02872	448.8677	SM36	S
G232_02872	41.7218	SM42	S
G232_02872	46.4788	SM48	S
G232_02872	72.0336	SM57	S
G232_02872	41.6774	SM66	S
G232_02872	55.8896	SM67	S
G232_02872	386.0197	SM72	S
G232_02872	39.1871	SM74	S
G232_02872	40.0831	SM84	S
G232_02872	37.4992	SM9	S
G232_02872	30.1222	SM91	S
