GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_01799	0.9832	0.0979	0.8226	0.8288	0.7303	0.4522	0.3916	0.5364	1.0757	0.5376	1.4080	0.6667	0.7962	0.7929	1.5614	0.5429	0.0233	1.1004	0.8788	0.8992	0.8065	0.9578	0.0739	0.6115	0.8284	0.9888	0.7573
G232_01800	0.9564	0.9720	0.7823	0.8171	0.7780	1.0478	0.6747	0.8940	0.8388	1.0995	1.2838	0.9298	0.6582	0.9000	1.2515	0.8000	0.8560	0.7447	0.6909	0.7311	0.7110	0.9318	0.6946	1.0000	0.8444	0.7808	0.8530
G232_01801	0.7314	0.3497	0.8253	0.7082	0.5851	0.6043	0.5602	0.9470	0.8796	0.7473	1.3569	0.5482	0.9384	0.7214	1.2427	0.7429	0.4086	0.7711	0.7030	1.0924	0.5032	0.7045	0.4187	0.5468	1.0069	0.7664	0.8379
G232_01802	1.0763	3.9580	0.7944	0.4553	0.8817	1.3739	1.0241	1.1391	1.1184	2.2796	1.3776	0.6930	0.9172	0.6536	1.1696	1.5905	2.6926	0.8750	0.6848	1.0084	0.7006	0.9838	3.1478	0.7122	0.8284	0.9392	0.7981
G232_01803	1.1388	1.0769	0.5726	0.7782	0.7324	0.8087	0.4880	0.6821	0.9359	0.7661	1.1583	0.5614	0.7070	0.5750	1.0556	0.8571	0.4047	0.8627	0.8242	0.5546	0.6710	0.7597	0.5714	0.3669	0.7742	0.7744	0.8043
G232_01804	0.8414	0.5315	0.7728	0.6537	0.7967	0.6304	0.7169	0.9603	0.6932	0.6210	1.1900	0.6096	0.7049	0.8250	1.0263	0.7905	0.6265	0.7412	0.7939	0.7311	0.6452	0.7597	0.5271	0.5396	0.7170	0.6800	0.7502
G232_01805	0.9485	0.1259	0.8642	0.5914	0.9585	0.8783	0.6928	0.7417	0.5981	0.3602	0.9951	0.7105	0.7197	0.8429	1.1754	0.8000	0.1284	0.8732	0.9333	0.6050	0.6632	0.9513	0.2315	0.7770	0.7330	0.4400	0.9353
G232_01806	0.8791	1.1329	0.8777	0.7160	0.9523	0.8739	0.8072	1.0530	0.7417	1.6263	1.0621	0.8377	0.7473	0.7179	1.2602	0.8190	2.1946	0.8662	0.8182	0.3277	0.7884	0.6494	1.8768	0.4101	1.0038	0.6736	0.8432
G232_01807	0.8167	0.0909	0.7218	0.5525	1.0643	0.8870	0.8735	0.5695	0.9049	0.7903	1.3752	1.0219	0.7197	0.9821	0.9298	0.8286	0.0350	0.5827	0.9939	0.8319	1.0813	0.5130	0.0887	1.1583	0.6186	0.6848	0.7883
G232_01808	0.8137	0.4476	0.8495	0.6148	0.9025	0.9087	0.6807	0.6954	0.7612	0.4382	1.3447	0.7675	0.4989	0.9321	1.4474	0.7143	0.2996	0.8644	1.0606	0.8235	0.7135	0.8864	0.2217	0.6475	0.7094	0.6080	0.8069
G232_01809	1.1041	0.4615	0.7728	0.8521	0.9730	0.6435	0.9759	1.1457	1.0680	0.5591	1.6760	0.6053	0.8068	0.7071	1.3567	1.1143	0.4864	0.8451	0.1758	0.5630	0.6890	0.7435	0.5665	0.5827	0.9352	0.8256	1.0062
G232_01810	0.7493	0.8462	0.8024	0.5331	0.7365	0.8261	0.6566	1.2583	0.6757	0.7016	1.4324	0.5132	0.7580	0.8250	1.1462	0.5810	0.7860	0.9208	1.0061	0.6387	0.8232	0.6136	0.7143	0.7050	0.8307	0.6704	0.9256
G232_01811	0.6640	0.9441	0.7581	0.8949	0.7407	0.5304	0.5542	0.7417	0.8291	1.2339	1.3715	0.7105	0.9172	0.9286	1.2690	0.8286	1.0350	0.9366	1.0121	0.9916	0.6684	0.7857	0.8818	0.9353	0.9085	0.8464	0.8680
