GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_00728	0.8731	0.0000	1.0040	1.2763	1.1328	0.9739	0.3554	1.3377	0.9359	0.0161	0.0049	0.3991	0.6815	0.7821	0.1813	0.6571	0.0156	0.6127	1.4121	0.3782	0.5742	0.9156	0.0000	0.0000	0.8421	1.0432	0.6386
G232_00729	0.6363	0.0210	0.8858	0.6770	0.8942	0.9087	0.4759	1.2384	0.7806	0.3602	1.2266	0.5000	0.8684	0.7214	0.8977	1.8190	0.0195	0.5599	0.5939	0.4790	0.9394	0.6234	0.0591	1.0576	0.8070	0.8448	0.7777
G232_00730	0.8355	0.6084	0.7957	0.6109	0.7261	0.7739	1.0181	0.6490	0.8311	0.9866	1.3484	1.0482	0.7558	1.0250	1.1199	1.0095	0.6381	0.8768	0.8909	0.8403	0.7729	0.8149	0.6305	0.8345	0.8650	0.7920	0.8450
G232_00731	0.6690	0.6573	0.8562	0.9261	0.8859	0.8478	1.0301	0.8874	0.8816	0.9677	1.4385	1.0702	0.9321	0.9536	1.1404	0.9619	0.8171	0.7746	0.8061	0.7983	0.9974	0.6071	0.8227	0.8058	0.9825	0.9328	0.8539
G232_00732	0.8940	0.8182	0.8065	1.0078	0.7054	0.7174	0.8735	0.5166	0.7903	0.8548	1.5323	0.7675	0.7813	0.8071	0.9649	0.4857	0.9066	0.9032	0.7273	0.5546	0.6723	0.7695	0.6650	0.4748	0.8863	1.0160	0.8592
G232_00733	0.6957	0.0839	0.9382	1.0584	0.9647	0.6696	0.6988	0.8278	1.0388	0.3522	1.1389	0.7719	0.7070	0.9929	1.3830	0.9143	0.0117	0.9507	1.4727	0.8487	0.9652	1.0747	0.0296	0.6115	1.0236	0.9024	0.9318
G232_00734	0.4153	3.6364	0.9677	1.0389	0.7946	1.2696	1.3434	1.0397	0.6932	2.9194	1.6504	0.4781	0.4756	1.0643	1.2281	1.5333	3.8755	1.1109	0.9879	1.4958	0.8103	1.4448	4.5468	0.7770	0.9199	1.1168	0.6847
G232_00735	0.7393	2.4406	0.6761	1.0078	0.6598	1.3783	1.5422	0.0000	1.4427	1.6505	1.7393	1.0877	1.2675	1.2286	1.6608	0.8476	1.2607	1.4806	1.0364	1.1008	0.8813	1.0130	1.8227	0.7482	0.8002	1.1216	0.7759
G232_00736	0.8959	0.0559	0.8696	0.8794	1.0083	0.6826	0.8133	1.0927	0.8583	0.3763	1.1998	0.9211	1.1019	0.7143	0.9474	1.5143	0.0389	0.7060	0.7879	1.2353	0.9394	0.8896	0.0788	1.3741	0.7895	0.8272	0.8494
G232_00737	0.9742	0.9231	0.9691	0.4630	0.8589	0.9348	0.9277	0.6358	0.5612	0.9167	1.0609	0.7544	0.5541	0.5071	1.0029	1.1238	1.3658	0.9225	0.5030	0.8487	0.6490	1.0649	1.0591	0.7914	0.6751	0.7328	0.7688
G232_00738	0.6373	1.4685	0.7231	0.6732	0.5685	1.0957	1.2530	0.3113	0.9476	1.4839	1.3898	1.2237	0.6327	0.9321	1.1111	1.0952	1.5409	1.1356	0.6424	0.3529	0.7755	0.7175	2.0000	0.6547	0.9092	0.9648	1.2073
G232_00739	0.7056	0.0000	0.7177	0.6654	0.6100	0.9217	0.5783	0.5430	0.7922	0.5941	1.4019	0.5877	0.4268	1.1179	1.4181	0.2857	0.0000	0.6004	0.9879	0.5966	0.9342	0.7825	0.0000	0.8705	0.8200	0.7840	0.7874
