GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_07300	1.0030	2.7413	0.9583	1.0467	0.7448	1.0522	1.3012	1.0331	0.9553	1.7446	1.3276	0.6842	0.7728	0.6500	1.5526	1.1333	2.4047	0.9859	0.7636	0.9076	0.9071	0.7435	2.0788	0.7122	0.9382	0.9760	0.8344
G232_07301	0.6918	0.0000	0.7151	0.8132	0.6017	0.4913	0.7651	1.3179	0.6272	0.2392	0.1303	0.6974	1.1677	0.8607	0.7018	0.4286	0.0000	0.8046	0.4182	0.5462	0.8194	0.9578	0.0640	0.6763	0.8032	0.8784	0.8423
G232_07302	0.7235	0.7483	0.7043	0.8093	1.0726	0.5174	0.8675	0.9934	0.6563	0.8091	1.5749	0.5307	0.9257	0.7714	1.1023	0.3238	0.3619	0.7412	0.7333	0.6303	0.5806	0.8084	0.3350	0.7698	0.9039	0.5728	0.8919
G232_07303	0.9167	0.3846	0.8562	0.6926	0.8859	0.7913	0.5060	1.1523	1.1184	0.7527	1.3094	1.5088	1.1168	1.1857	1.2836	0.7048	0.2257	0.8996	1.0182	0.8403	0.7316	0.9091	0.2365	0.9640	0.8139	1.1520	1.0266
G232_07304	0.8176	0.4126	0.9516	0.7977	0.7925	0.7087	0.6627	0.9073	0.8524	0.6425	1.2692	0.8553	0.8195	1.0250	1.2982	0.6667	0.1907	0.8873	0.9333	0.7647	0.9316	1.0390	0.3399	0.8921	0.8802	0.8064	0.9291
G232_07305	0.8573	0.0000	1.1465	0.7899	0.6390	1.2217	0.4036	1.1325	0.6000	0.1586	0.0000	0.5263	0.9151	0.8143	0.0000	1.0857	0.0739	0.8433	0.8061	0.8235	1.1910	0.8474	0.0000	0.4388	0.9489	0.8848	0.7378
G232_07306	1.1358	0.6573	0.9126	0.9689	0.8942	0.7870	0.6205	0.9868	0.7243	0.9489	1.3155	0.4518	0.6072	0.7786	1.2924	0.4952	0.6148	0.5335	1.1879	0.3950	0.6852	0.7175	0.5222	0.4892	0.6506	0.6752	0.6714
G232_07307	0.5243	3.0140	0.8132	0.6965	0.9481	1.1957	1.0301	0.6159	0.8680	2.1909	1.3934	0.9825	1.1571	0.6036	1.0585	1.0286	3.7471	1.0687	0.7273	0.9580	0.8929	0.8864	3.7685	0.9353	0.9466	0.7840	0.9194
G232_07308	0.8196	2.1818	0.6599	0.9416	0.7593	0.8870	0.7831	0.9470	0.7165	2.6667	1.1717	0.8772	0.7707	0.7821	1.4415	0.5333	2.8444	0.9419	0.6121	0.3782	0.7574	1.0130	3.6502	0.6043	0.8993	0.7552	0.7290
G232_07309	0.9148	0.5245	0.8911	0.6304	0.9461	0.8217	0.6687	0.7483	0.6583	0.5914	1.0743	0.6623	0.6645	0.8893	1.3012	1.4571	0.0156	0.7500	1.0848	1.1429	0.7884	1.4513	0.2660	0.3453	0.8551	0.5600	0.8999
G232_07310	0.9693	0.6224	0.8401	0.7821	1.0124	0.7870	0.6386	1.0927	0.8563	0.6425	1.3313	0.6711	0.9979	0.8250	1.0673	0.5810	0.4008	0.8011	0.6364	0.8655	0.6955	0.9123	0.6700	0.7986	0.9252	1.0128	0.9300
G232_07311	1.1259	0.0420	1.0296	0.8210	0.8195	0.6087	0.6566	0.6755	0.7262	0.7581	1.6590	0.6711	1.0679	1.2179	1.2749	0.4762	0.0117	0.9806	1.0303	1.0420	0.9187	0.6753	0.0788	0.4748	0.8330	0.8640	1.0983
G232_07312	0.6462	0.0210	0.8495	0.5292	0.7075	0.3478	0.8313	1.0265	0.7087	0.2688	1.3849	0.5439	0.4310	1.2214	1.0702	0.9333	0.0000	0.5282	0.7333	0.4034	0.6671	0.9675	0.2808	0.1007	1.0008	0.8096	0.9043
G232_07313	0.5996	1.5315	0.6962	0.7198	0.8402	0.8261	1.3735	0.9470	0.7786	1.3710	1.2485	0.7939	0.7686	0.9929	1.2515	1.0762	1.8482	0.8099	0.8364	1.0000	0.6955	0.8734	1.9507	0.4964	0.9237	0.7904	0.8494
G232_07314	0.9851	0.4266	0.9099	0.8560	0.8734	0.8304	1.0241	1.0993	0.4447	0.2661	1.2387	0.5263	0.7155	0.8321	1.2135	0.4952	0.3385	0.7817	1.0303	0.4202	0.6310	1.0974	0.6995	0.7986	0.8520	0.4512	0.7440
G232_07315	1.0496	0.6713	0.8347	0.7082	0.7220	0.6739	0.7470	1.0199	0.5845	0.9785	1.3082	0.8377	0.7197	0.7536	1.3041	0.7143	0.9183	0.6761	0.7212	1.1345	0.8606	0.7825	0.7537	0.7482	0.8253	0.7248	0.7476
G232_07316	1.0961	2.2657	0.7433	0.6381	0.7988	0.8174	0.8373	0.6358	0.7223	1.9462	1.2387	0.6491	0.8344	0.8893	1.2222	0.6000	2.9183	0.8468	0.7333	0.6134	0.5742	0.8442	2.5468	0.4748	0.8978	0.6960	0.8317
G232_07317	0.4906	1.6294	0.8172	0.8949	0.8278	0.6826	1.7410	0.3179	0.6447	0.7312	1.2473	0.8728	0.1932	0.8214	0.5146	1.5524	0.6615	0.9296	1.3394	0.8908	0.9265	1.4156	0.7094	0.7410	1.0999	0.7648	0.6581
G232_07318	0.6501	0.1678	0.7379	0.5447	1.0104	0.6217	0.6928	1.2450	0.7981	0.3575	1.1644	0.8158	0.8981	0.6714	1.0088	0.5905	0.1556	0.7852	1.0424	0.4958	0.5729	0.6006	0.0197	0.7986	0.8459	0.7296	0.8601
G232_07319	0.5887	2.4615	0.7124	0.7821	0.7407	0.8087	1.1386	1.2649	0.7631	1.5806	1.5627	0.7412	0.8301	0.8607	1.0936	1.2095	1.6148	0.8592	0.7758	0.6975	0.9548	0.4318	2.0049	1.5396	0.8230	0.7440	0.6678
G232_07320	0.9346	0.6713	0.8535	0.7315	0.5083	0.4391	1.0904	0.7152	1.0621	0.7608	1.6456	0.9211	0.8047	1.0000	1.1433	1.0857	0.8521	0.6268	0.6727	1.1933	0.7316	0.6656	0.5862	0.8777	0.7002	0.4464	0.7874
G232_07321	0.6323	2.7622	0.7258	0.8288	0.4855	0.6000	0.6867	0.8874	0.9612	2.0134	1.4519	0.5921	1.0616	1.5500	1.0117	0.3619	2.5097	0.9384	1.1697	1.0000	0.8374	0.3344	2.1527	1.1367	0.9474	0.6944	0.9858
