GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_05862	8.41	1.93	6.50	1.46	3.65	3.12	1.33	0.85	4.40	2.72	11.15	1.29	2.69	2.39	4.26	0.96	3.12	5.11	0.88	1.13	4.40	2.03	3.03	1.51	9.32	4.56	9.95
G232_05863	7.85	1.17	5.96	1.64	4.20	1.70	1.11	1.01	4.42	2.38	8.74	1.72	3.00	2.20	2.72	0.86	1.15	5.36	1.60	1.31	5.08	2.05	1.18	1.14	10.63	5.11	7.88
G232_05864	12.00	2.03	7.65	1.98	3.49	1.42	1.11	1.04	4.18	3.65	10.63	2.20	3.75	2.59	3.20	0.64	3.02	5.41	0.92	0.55	4.45	2.73	2.42	0.77	11.92	5.03	10.95
G232_05865	9.98	2.95	7.94	1.65	4.33	2.47	0.77	1.08	6.51	6.04	10.41	1.86	5.19	2.91	5.29	1.16	3.72	7.61	1.16	2.34	6.40	3.23	5.32	1.04	11.61	6.72	9.43
G232_05866	6.31	3.69	6.46	1.50	3.09	2.55	2.19	1.29	5.30	12.74	10.27	1.24	2.07	2.30	4.49	0.43	7.06	5.67	2.01	1.30	4.93	2.22	5.96	1.02	9.46	5.57	8.53
G232_05867	7.31	5.34	6.65	1.30	3.50	3.02	2.56	0.58	3.53	10.03	11.06	1.14	2.40	2.33	4.00	0.66	13.29	4.86	1.70	1.31	5.36	1.08	9.05	0.90	11.07	5.69	10.08
G232_05868	7.33	0.19	6.07	1.67	4.33	1.26	1.30	1.28	4.26	2.14	10.04	1.40	3.03	2.48	0.22	0.40	0.07	4.99	1.31	0.87	6.65	2.51	0.15	0.94	10.56	4.34	9.71
G232_05869	8.62	0.82	5.95	2.23	3.75	1.53	1.88	1.37	3.97	3.02	10.58	1.45	4.19	2.53	3.95	1.04	1.52	4.69	1.49	1.02	6.16	2.44	1.41	0.80	11.74	4.83	9.15
G232_05870	10.19	0.28	6.79	3.66	4.49	0.91	1.42	0.53	3.84	2.50	12.31	3.95	4.07	1.77	2.22	0.71	0.33	8.49	1.96	0.62	5.54	2.01	0.20	1.06	8.49	5.18	12.90
G232_05871	11.04	1.14	5.88	2.27	3.41	2.21	0.96	1.56	4.36	2.64	12.31	1.52	3.98	2.87	4.00	1.15	1.90	4.86	1.60	1.15	6.32	2.60	1.38	0.60	11.42	5.31	9.32
