GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_07929	0.9405	0.5594	0.6519	0.5253	0.6722	0.4826	0.6687	0.6954	0.6544	0.5242	1.2168	0.8421	0.6815	0.7607	1.0526	0.4571	0.2724	0.7060	0.9152	0.6723	0.6697	0.6656	0.3941	0.3453	0.8246	0.5680	0.8016
G232_07930	0.7899	0.3427	0.6962	0.9844	0.7075	0.6478	0.6325	0.9272	0.4447	0.5054	1.4190	0.8026	0.5839	0.6179	0.9912	0.8095	0.1556	0.6972	0.6242	0.9412	0.8323	0.6266	0.3350	0.3597	0.8063	0.6096	0.8654
G232_07931	0.8543	0.1049	0.9919	0.7588	0.5975	0.4739	0.8976	1.6490	0.7165	0.3898	1.1876	0.3904	0.7792	0.5857	0.8538	0.4476	0.0000	1.0581	0.3333	0.6891	0.8813	0.8377	0.2217	0.9640	1.0412	0.8864	0.9522
G232_07932	0.7998	0.4406	0.9355	0.5370	0.9066	0.6130	0.8675	0.9272	0.5456	0.4543	1.4580	0.5658	0.7389	0.6036	1.0994	0.8286	0.5447	0.5792	0.8909	0.7143	0.8168	0.7565	0.5271	0.9137	0.7315	0.6096	0.7157
G232_07933	0.6521	0.9301	0.9019	0.6109	0.7925	1.0391	1.0663	0.6424	0.6757	0.8360	1.2814	0.8246	0.6178	0.9679	1.0146	0.9810	0.6887	0.7746	1.0303	0.6303	0.9174	0.6883	0.8177	0.7914	0.6667	0.7920	0.7042
G232_07934	0.6353	4.2308	0.5685	0.4397	0.6971	0.9609	1.4639	1.0662	1.0311	2.3629	1.3021	0.5395	0.6943	0.6286	1.2924	0.4857	3.7782	0.7923	0.9515	0.9580	0.5394	1.1136	3.7833	1.2590	0.6888	0.6432	0.7157
G232_07935	0.9346	0.1538	0.7863	0.6809	0.8091	0.9696	0.8795	0.9669	0.9146	0.6075	1.3423	0.7807	0.7834	0.9536	1.4591	0.8762	0.0817	0.6655	0.5394	0.7731	0.9471	0.9026	0.1133	0.5971	0.6964	0.6192	0.9513
G232_07936	0.8751	0.5944	0.9355	0.8716	0.8755	0.6043	0.4157	0.5695	0.8913	0.7876	1.2899	0.6096	0.8514	1.1393	0.9123	0.7238	0.8016	0.6937	0.5818	0.7563	0.6981	0.8019	0.4729	0.8633	0.9504	0.7952	0.9256
G232_07937	0.7522	0.0140	0.8535	0.8016	1.0539	0.5435	0.5060	0.8079	0.8602	0.5645	1.3812	0.8026	0.7219	0.7214	0.0760	0.8857	0.0000	0.9155	0.9455	0.7143	0.7097	1.0812	0.0345	0.8489	0.8093	1.0720	0.8574
G232_07938	0.7334	1.5804	0.4704	0.4436	0.6660	0.6696	1.0663	0.7483	0.5223	1.0296	1.2278	0.7632	0.8408	0.9893	0.6667	0.7714	2.4280	0.8257	0.7273	0.1765	0.8219	1.1396	1.9113	0.3597	0.9336	0.9568	0.7316
