GENE	COVERAGE	STRAIN	GROUP
G232_03690	0.5550	Rstd	R
G232_03690	0.7692	SM102	S
G232_03690	0.7944	SM104	S
G232_03690	0.3813	SM105	S
G232_03690	0.6909	SM108	S
G232_03690	1.0522	SM109	S
G232_03690	1.0723	SM11	S
G232_03690	0.0000	SM122	S
G232_03690	0.6097	SM13	S
G232_03690	1.9301	SM14	S
G232_03690	1.3082	SM18	S
G232_03690	1.3991	SM24	S
G232_03690	0.5499	SM27	S
G232_03690	0.7643	SM28	S
G232_03690	0.7047	SM29	S
G232_03690	0.3333	SM35	S
G232_03690	2.0000	SM36	S
G232_03690	0.5246	SM42	S
G232_03690	1.0303	SM48	S
G232_03690	0.9244	SM57	S
G232_03690	0.9148	SM66	S
G232_03690	0.4870	SM67	S
G232_03690	2.2709	SM72	S
G232_03690	0.9856	SM74	S
G232_03690	0.7475	SM84	S
G232_03690	0.8064	SM9	S
G232_03690	0.7998	SM91	S
G232_03691	1.0684	Rstd	R
G232_03691	1.9441	SM102	S
G232_03691	1.0524	SM104	S
G232_03691	0.5953	SM105	S
G232_03691	0.9191	SM108	S
G232_03691	0.9957	SM109	S
G232_03691	0.5060	SM11	S
G232_03691	0.3974	SM122	S
G232_03691	1.0466	SM13	S
G232_03691	1.1210	SM14	S
G232_03691	1.2095	SM18	S
G232_03691	1.0263	SM24	S
G232_03691	0.8344	SM27	S
G232_03691	1.0893	SM28	S
G232_03691	1.0058	SM29	S
G232_03691	0.7619	SM35	S
G232_03691	1.8288	SM36	S
G232_03691	1.5405	SM42	S
G232_03691	0.7091	SM48	S
G232_03691	0.6639	SM57	S
G232_03691	0.8645	SM66	S
G232_03691	1.0097	SM67	S
G232_03691	2.1921	SM72	S
G232_03691	0.8273	SM74	S
G232_03691	0.9222	SM84	S
G232_03691	0.6512	SM9	S
G232_03691	1.0505	SM91	S
G232_03692	0.5659	Rstd	R
G232_03692	2.4825	SM102	S
G232_03692	0.6922	SM104	S
G232_03692	0.6809	SM105	S
G232_03692	0.6515	SM108	S
G232_03692	0.7826	SM109	S
G232_03692	1.2108	SM11	S
G232_03692	0.7616	SM122	S
G232_03692	0.7107	SM13	S
G232_03692	1.2392	SM14	S
G232_03692	1.0451	SM18	S
G232_03692	1.0219	SM24	S
G232_03692	0.4883	SM27	S
G232_03692	0.8393	SM28	S
G232_03692	0.9825	SM29	S
G232_03692	0.4857	SM35	S
G232_03692	1.6420	SM36	S
G232_03692	0.7218	SM42	S
G232_03692	0.8364	SM48	S
G232_03692	1.1513	SM57	S
G232_03692	0.7600	SM66	S
G232_03692	0.5682	SM67	S
G232_03692	2.2512	SM72	S
G232_03692	0.7122	SM74	S
G232_03692	0.6842	SM84	S
G232_03692	0.7344	SM9	S
G232_03692	0.7626	SM91	S
G232_03693	0.7225	Rstd	R
G232_03693	3.8811	SM102	S
G232_03693	0.7272	SM104	S
G232_03693	0.8405	SM105	S
G232_03693	0.8216	SM108	S
G232_03693	0.9870	SM109	S
G232_03693	1.2048	SM11	S
G232_03693	0.3841	SM122	S
G232_03693	0.7553	SM13	S
G232_03693	3.5027	SM14	S
G232_03693	1.2253	SM18	S
G232_03693	0.8684	SM24	S
G232_03693	0.7155	SM27	S
G232_03693	0.7893	SM28	S
G232_03693	1.2310	SM29	S
G232_03693	0.8762	SM35	S
G232_03693	5.8482	SM36	S
G232_03693	1.0669	SM42	S
G232_03693	1.0667	SM48	S
G232_03693	1.1176	SM57	S
G232_03693	0.6065	SM66	S
G232_03693	0.7273	SM67	S
G232_03693	4.3005	SM72	S
G232_03693	0.4317	SM74	S
G232_03693	0.9100	SM84	S
G232_03693	0.7376	SM9	S
G232_03693	0.7750	SM91	S
