GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_01752	0.6660	0.2727	0.7702	1.1946	0.7676	0.7522	0.7590	0.4901	0.8835	0.6801	1.4458	1.0789	0.8981	0.9786	1.7690	1.0952	0.4942	0.8028	0.6121	0.7395	1.0994	0.9870	0.5517	0.8561	0.8535	1.0160	0.9849
G232_01753	0.9673	1.1259	0.8172	0.7315	0.7884	1.2217	0.8072	0.5166	0.9476	1.6022	1.6309	0.7149	0.9384	1.2536	1.3041	0.8286	1.8794	0.7447	1.2061	0.9244	0.9135	0.7857	1.5468	0.7914	1.0031	0.9696	0.8326
G232_01754	0.9346	0.0699	0.9704	0.5798	0.8900	0.7000	0.7169	0.7881	0.7320	0.4785	1.2205	0.9298	0.8620	0.7893	1.1023	0.4857	0.1868	0.7887	1.2000	0.9244	0.8581	0.6623	0.2414	0.6978	0.9474	0.7040	0.9761
G232_01755	0.6046	0.4615	0.5632	0.9844	0.8216	0.4217	0.3675	1.1788	0.5806	0.2661	0.0353	0.7632	0.7113	0.5393	0.0000	0.5048	0.0000	0.7218	1.2061	1.5882	0.6710	0.7597	0.0887	0.6763	1.0877	0.7360	0.9903
G232_01756	0.9485	0.2098	0.8441	0.7315	0.7199	0.7696	0.5241	0.8344	0.8233	0.7930	1.5140	0.7281	0.8556	0.9750	1.2427	0.8000	0.1595	0.8926	0.7333	0.7143	0.7058	0.7662	0.1773	0.4820	0.9336	0.8304	0.9619
G232_01757	0.8097	1.2238	0.7661	0.5097	0.7158	0.7174	0.7349	0.9073	1.0252	0.7876	1.1035	0.5395	0.6115	0.6393	0.9591	0.4952	1.0117	0.7500	0.7939	0.9076	0.6723	1.0000	0.7586	0.5827	1.0427	0.7104	0.8140
G232_01758	0.7998	0.0000	0.8414	0.6770	0.7510	0.7826	0.4759	0.6291	0.8485	0.3145	1.3764	0.4123	0.9193	0.9179	0.9327	0.6286	0.0467	0.8327	0.5879	0.8571	0.8516	0.6753	0.0296	0.9640	0.8246	0.7808	0.7812
G232_01759	0.9782	0.0699	0.8441	1.3502	0.8195	0.9000	0.3554	0.6026	0.8602	0.1048	0.9513	0.7281	0.7176	1.1179	0.9064	0.8857	0.0389	0.6338	0.6485	0.3697	0.9290	0.7338	0.1921	0.8201	0.9100	1.1376	0.8291
G232_01760	0.8048	0.5105	0.7742	0.5798	0.9253	0.7043	0.6566	0.9139	0.6738	0.4892	1.1596	0.5044	0.5839	0.8679	1.1930	0.7714	0.4825	0.7606	0.5758	1.1345	0.7123	0.9675	0.5567	0.4532	0.7719	0.6976	0.8725
G232_01761	0.9475	0.7972	0.8589	0.3463	0.7116	0.8652	0.9518	1.5629	0.6408	0.5269	1.2351	0.8202	0.4947	0.9464	0.8304	0.3905	0.4202	0.7993	0.9030	0.5042	0.7794	0.9253	0.6158	0.6906	0.7178	0.6816	0.6643
G232_01762	0.9633	0.2168	0.7728	0.9767	0.6867	0.6130	1.0723	0.8675	0.6738	0.6882	1.2643	0.4386	0.5074	1.0821	0.7953	0.5524	0.1167	0.6303	0.4727	0.7647	0.8452	0.7825	0.2266	1.3309	0.8459	0.6576	0.8955
G232_01763	0.7156	0.5524	0.7621	0.6770	0.8693	0.6261	0.6145	0.9338	0.8194	0.6183	1.4007	0.6316	0.7367	0.6929	1.3304	1.7238	0.4397	0.8028	0.6606	0.8151	0.8142	0.8831	0.3695	0.6906	0.7872	0.7360	0.7493
G232_01764	1.0644	0.2028	0.8535	1.1128	0.8050	0.4174	0.6747	0.6490	0.8252	0.4194	1.3033	0.7675	0.8429	0.7143	1.1140	0.5619	0.1167	0.8063	0.5394	0.6471	0.8219	0.6071	0.1921	0.8633	0.7780	0.8896	0.8441
