GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09896	9.60	0.15	5.82	1.37	3.32	1.36	0.66	1.57	5.58	2.98	10.82	1.95	4.06	2.42	2.84	0.80	0.08	5.36	0.92	1.05	6.42	3.06	0.12	1.60	10.76	4.48	9.34
G232_09897	11.45	0.22	6.05	1.61	5.12	2.07	0.96	0.90	4.91	2.00	10.09	1.48	3.76	3.11	3.54	0.76	0.44	5.13	1.45	0.89	5.94	2.49	0.35	1.11	12.37	3.56	8.27
G232_09898	11.30	11.46	6.62	1.77	3.52	3.58	2.69	1.28	4.24	19.72	9.59	1.61	3.37	2.00	2.79	0.97	25.72	5.52	1.62	1.07	4.61	2.52	16.86	1.22	12.94	3.96	10.11
G232_09899	9.18	1.39	6.73	1.95	4.00	2.33	1.43	1.42	4.24	3.42	10.04	1.63	3.58	2.88	2.98	0.97	3.26	4.73	1.40	0.89	6.76	3.16	2.47	1.03	10.86	5.19	10.67
G232_09900	9.93	2.79	7.42	1.79	4.15	2.75	1.50	1.60	4.14	8.11	10.78	1.63	4.39	3.52	4.95	1.18	7.45	6.27	1.43	0.93	6.93	2.32	5.52	1.24	10.73	4.41	10.87
G232_09901	9.32	0.26	7.06	2.39	3.36	1.59	1.70	1.42	4.36	1.55	13.00	1.34	4.10	3.18	3.81	0.56	1.61	4.77	1.79	0.32	4.61	2.30	0.92	0.98	14.44	7.08	10.27
G232_09902	7.99	0.17	4.30	1.36	3.91	1.45	0.46	1.75	5.19	3.10	11.17	3.41	5.52	3.33	4.13	0.37	0.39	5.61	1.58	0.43	6.53	2.50	0.58	0.81	11.06	5.86	9.67
G232_09903	10.61	1.76	6.14	1.64	5.63	1.61	1.08	1.56	2.66	4.90	10.49	1.93	2.84	3.26	4.28	1.53	4.11	4.45	0.55	0.98	5.77	3.62	2.60	0.62	10.21	4.46	8.81
G232_09904	11.54	0.28	5.25	2.59	3.98	1.53	1.14	1.80	7.82	3.14	13.87	1.82	4.05	3.02	4.61	0.29	0.34	6.45	1.27	0.56	7.60	2.22	0.63	0.69	10.54	7.84	9.15
G232_09905	7.92	0.00	5.33	1.82	4.54	2.18	0.92	0.63	4.27	1.19	3.45	1.52	3.80	2.70	5.36	1.16	0.00	4.20	0.44	0.99	6.74	2.64	0.33	1.45	8.57	5.73	10.43
G232_09906	7.88	3.16	4.72	1.88	3.87	2.35	1.86	1.17	4.05	5.12	10.04	2.51	4.30	2.63	2.99	0.89	7.57	5.74	1.38	1.04	5.56	2.67	4.46	0.99	11.35	5.29	10.61
G232_09907	9.83	2.29	8.57	2.18	4.57	1.78	1.80	0.60	6.09	5.13	11.74	3.09	4.26	3.45	3.72	1.49	6.74	3.34	1.85	0.97	5.51	3.54	3.62	0.92	11.71	4.53	9.95
G232_09908	10.30	1.02	5.12	1.74	3.70	1.44	1.75	1.93	3.69	2.60	10.31	1.91	4.48	2.87	3.52	1.00	3.10	5.84	1.82	0.87	6.71	1.93	1.70	0.73	12.77	5.44	12.09
G232_09909	9.46	1.49	5.03	1.92	5.33	1.63	0.94	1.08	4.12	4.31	11.61	1.49	3.56	2.60	3.76	1.30	2.93	4.20	1.27	0.78	5.91	3.13	2.49	0.84	9.71	3.74	11.34
G232_09910	10.60	0.36	7.21	1.18	3.53	2.81	1.31	1.12	5.29	2.36	14.33	1.59	4.05	2.30	4.52	1.20	1.15	4.35	1.19	0.76	8.11	3.67	0.77	0.47	13.14	6.39	10.13
G232_09911	7.87	3.00	5.70	2.10	3.45	2.04	1.74	0.62	4.44	4.58	12.78	2.39	2.88	2.70	4.67	0.91	4.15	5.08	1.27	1.66	6.38	2.28	3.44	1.49	7.67	5.75	11.13
G232_09912	10.84	0.00	7.95	2.76	7.97	2.08	0.55	0.83	4.28	0.99	7.33	2.67	4.50	2.52	5.27	0.72	0.13	4.97	0.80	1.22	7.42	3.71	0.00	1.69	11.26	4.58	10.87
G232_09913	8.16	4.25	5.15	2.80	3.61	2.85	1.76	1.82	3.54	6.35	11.20	1.32	3.38	2.10	3.34	0.91	6.24	5.84	1.05	0.88	6.94	2.58	6.89	1.05	10.77	6.15	9.09
G232_09914	10.42	0.00	7.89	1.17	5.09	1.64	0.37	1.19	3.19	0.90	9.51	1.96	2.45	1.91	0.30	1.67	0.00	4.35	1.56	0.94	5.21	2.50	0.15	1.11	10.93	4.06	5.27
G232_09915	8.63	0.47	5.53	1.54	3.82	1.99	0.81	1.49	3.10	2.82	11.63	2.11	3.63	2.76	4.43	1.01	0.93	4.89	1.50	1.15	6.37	2.81	0.47	0.80	13.46	6.18	9.91
G232_09916	10.33	0.00	4.94	2.55	2.24	1.03	1.29	1.17	3.04	0.76	9.82	2.62	2.43	2.09	2.21	0.55	0.00	3.78	0.77	1.28	8.54	2.02	0.31	1.39	13.02	5.48	7.89
G232_09917	7.73	2.66	6.45	1.77	4.97	2.26	1.86	1.56	3.74	6.66	10.01	1.83	3.89	2.45	3.87	0.56	4.63	4.44	1.85	0.94	7.87	2.44	4.32	1.56	11.36	5.90	10.32
G232_09918	9.17	2.32	4.79	2.63	4.05	1.90	2.64	1.35	4.92	6.56	13.62	1.76	3.79	2.87	2.45	1.75	7.27	7.08	0.79	0.85	5.54	2.77	4.86	1.81	11.03	6.72	10.42
G232_09919	7.33	1.27	5.09	1.14	4.27	1.74	1.73	1.07	3.63	2.37	10.18	1.03	2.44	1.81	5.00	0.88	2.57	3.64	1.75	1.35	7.15	2.81	2.62	0.75	8.42	4.68	7.98
G232_09920	8.04	3.14	6.57	1.36	3.13	2.25	1.80	1.38	3.81	6.75	14.14	2.32	2.62	2.76	3.60	1.05	5.77	5.27	1.84	1.47	5.83	1.52	4.29	0.43	9.68	5.46	7.40
G232_09921	8.15	3.07	5.96	3.32	4.18	4.10	2.31	0.93	4.13	5.31	11.37	1.54	3.86	3.12	3.68	1.02	4.73	4.72	0.36	1.26	6.61	2.02	4.42	1.77	11.82	5.86	12.46
G232_09922	8.55	1.65	4.19	2.59	5.01	2.48	1.55	0.94	4.48	6.45	10.22	1.38	3.19	2.06	4.38	1.06	2.14	6.20	1.28	1.31	6.12	2.42	2.30	1.35	9.58	5.66	10.64
G232_09923	8.75	2.46	6.39	1.77	2.93	2.57	1.35	1.19	4.20	6.52	10.34	1.56	3.42	2.47	4.00	1.17	6.21	4.24	1.42	0.66	5.57	2.45	4.06	0.80	10.43	5.07	9.57
G232_09924	10.80	1.15	5.51	2.27	3.45	1.62	1.91	0.58	6.00	2.68	14.55	2.14	4.71	3.55	4.46	0.60	1.07	4.87	2.29	0.86	6.79	3.01	1.01	0.97	12.80	5.57	12.04
G232_09925	9.27	9.83	6.68	2.08	4.44	3.03	2.57	2.12	3.84	19.24	12.97	1.39	3.74	2.06	5.36	1.14	22.00	7.60	2.46	1.19	4.89	3.09	16.56	1.58	11.23	6.39	8.90
G232_09926	8.09	0.48	6.05	1.77	3.54	1.70	1.40	1.30	5.06	2.77	11.92	1.35	3.88	2.34	2.93	0.95	0.82	5.48	0.97	1.05	6.13	2.94	0.81	0.89	11.66	6.21	10.06
G232_09927	4.06	0.50	3.29	0.00	2.51	1.29	0.53	0.55	2.92	1.92	2.33	0.54	1.87	1.15	0.13	0.36	0.50	1.79	0.24	0.48	2.92	1.15	0.09	0.44	5.00	1.95	3.26
G232_09928	9.15	0.08	4.57	1.32	3.17	0.64	0.61	1.67	3.55	2.33	10.01	1.32	4.12	2.78	3.83	0.73	0.00	7.02	1.77	0.98	5.84	2.74	0.16	1.14	11.50	4.97	12.77
G232_09929	9.17	1.96	6.78	1.84	4.40	2.09	1.61	1.62	4.45	6.01	11.95	1.88	3.76	3.05	4.47	1.02	6.06	5.24	1.62	0.96	6.32	2.76	3.85	1.02	12.10	5.76	9.65
G232_09930	7.64	1.30	6.36	2.16	4.82	1.67	1.47	1.94	5.29	3.94	10.06	1.70	3.39	2.56	4.06	1.55	3.09	4.56	1.75	1.45	7.41	2.59	2.03	1.24	11.89	4.59	9.72
