GENE	COVERAGE	STRAIN	GROUP
G232_08237	0.4698	Rstd	R
G232_08237	1.3287	SM102	S
G232_08237	0.7890	SM104	S
G232_08237	0.5914	SM105	S
G232_08237	0.9751	SM108	S
G232_08237	0.4391	SM109	S
G232_08237	0.4699	SM11	S
G232_08237	1.5033	SM122	S
G232_08237	0.4621	SM13	S
G232_08237	1.8925	SM14	S
G232_08237	1.3959	SM18	S
G232_08237	0.8070	SM24	S
G232_08237	0.8577	SM27	S
G232_08237	1.5464	SM28	S
G232_08237	0.7456	SM29	S
G232_08237	0.5905	SM35	S
G232_08237	1.1401	SM36	S
G232_08237	0.8486	SM42	S
G232_08237	0.7030	SM48	S
G232_08237	1.0756	SM57	S
G232_08237	0.6477	SM66	S
G232_08237	0.4513	SM67	S
G232_08237	1.1823	SM72	S
G232_08237	1.6115	SM74	S
G232_08237	1.0908	SM84	S
G232_08237	0.7760	SM9	S
G232_08237	0.8503	SM91	S
G232_08238	1.0059	Rstd	R
G232_08238	1.7692	SM102	S
G232_08238	0.9395	SM104	S
G232_08238	1.0545	SM105	S
G232_08238	0.8050	SM108	S
G232_08238	1.2043	SM109	S
G232_08238	0.9940	SM11	S
G232_08238	1.1589	SM122	S
G232_08238	0.9165	SM13	S
G232_08238	1.3253	SM14	S
G232_08238	1.2862	SM18	S
G232_08238	0.8684	SM24	S
G232_08238	0.8577	SM27	S
G232_08238	0.8964	SM28	S
G232_08238	1.5000	SM29	S
G232_08238	1.5143	SM35	S
G232_08238	2.6031	SM36	S
G232_08238	0.9859	SM42	S
G232_08238	0.9576	SM48	S
G232_08238	1.0756	SM57	S
G232_08238	0.7961	SM66	S
G232_08238	0.5195	SM67	S
G232_08238	1.9409	SM72	S
G232_08238	0.7410	SM74	S
G232_08238	1.0236	SM84	S
G232_08238	1.1392	SM9	S
G232_08238	0.9362	SM91	S
G232_08239	0.7790	Rstd	R
G232_08239	0.1119	SM102	S
G232_08239	1.0323	SM104	S
G232_08239	0.9922	SM105	S
G232_08239	1.0394	SM108	S
G232_08239	0.6696	SM109	S
G232_08239	0.7410	SM11	S
G232_08239	0.4834	SM122	S
G232_08239	0.8408	SM13	S
G232_08239	0.7258	SM14	S
G232_08239	1.4653	SM18	S
G232_08239	0.8772	SM24	S
G232_08239	0.8514	SM27	S
G232_08239	0.8357	SM28	S
G232_08239	0.8333	SM29	S
G232_08239	1.7714	SM35	S
G232_08239	0.2763	SM36	S
G232_08239	0.6391	SM42	S
G232_08239	0.7576	SM48	S
G232_08239	0.5630	SM57	S
G232_08239	0.8568	SM66	S
G232_08239	0.6916	SM67	S
G232_08239	0.5862	SM72	S
G232_08239	0.4173	SM74	S
G232_08239	1.0351	SM84	S
G232_08239	0.8064	SM9	S
G232_08239	1.0186	SM91	S
G232_08240	0.9405	Rstd	R
G232_08240	0.7762	SM102	S
G232_08240	0.8132	SM104	S
G232_08240	1.0311	SM105	S
G232_08240	0.8237	SM108	S
G232_08240	0.4739	SM109	S
G232_08240	0.9277	SM11	S
G232_08240	1.0265	SM122	S
G232_08240	0.7689	SM13	S
G232_08240	0.7849	SM14	S
G232_08240	1.4738	SM18	S
G232_08240	0.8158	SM24	S
G232_08240	0.9469	SM27	S
G232_08240	0.9143	SM28	S
G232_08240	1.3333	SM29	S
G232_08240	0.7429	SM35	S
G232_08240	1.0195	SM36	S
G232_08240	0.9437	SM42	S
G232_08240	1.0970	SM48	S
G232_08240	1.2437	SM57	S
G232_08240	0.5213	SM66	S
G232_08240	1.1201	SM67	S
G232_08240	0.8670	SM72	S
G232_08240	0.5108	SM74	S
G232_08240	0.9916	SM84	S
G232_08240	0.7152	SM9	S
G232_08240	0.8742	SM91	S
G232_08241	0.7205	Rstd	R
G232_08241	0.1958	SM102	S
G232_08241	0.7917	SM104	S
G232_08241	0.6732	SM105	S
G232_08241	0.6971	SM108	S
G232_08241	0.5696	SM109	S
G232_08241	0.8855	SM11	S
G232_08241	0.6954	SM122	S
G232_08241	0.8058	SM13	S
G232_08241	0.4220	SM14	S
G232_08241	1.1218	SM18	S
G232_08241	0.9254	SM24	S
G232_08241	0.8280	SM27	S
G232_08241	0.7429	SM28	S
G232_08241	0.9649	SM29	S
G232_08241	0.7333	SM35	S
G232_08241	0.1012	SM36	S
G232_08241	0.6285	SM42	S
G232_08241	0.6727	SM48	S
G232_08241	0.7143	SM57	S
G232_08241	0.7252	SM66	S
G232_08241	0.6656	SM67	S
G232_08241	0.1182	SM72	S
G232_08241	0.6691	SM74	S
G232_08241	0.8444	SM84	S
G232_08241	0.6960	SM9	S
G232_08241	0.9052	SM91	S
G232_08242	0.6462	Rstd	R
G232_08242	0.3986	SM102	S
G232_08242	0.7809	SM104	S
G232_08242	0.5447	SM105	S
G232_08242	0.5643	SM108	S
G232_08242	0.5000	SM109	S
G232_08242	1.0120	SM11	S
G232_08242	0.7881	SM122	S
G232_08242	0.7767	SM13	S
G232_08242	0.6075	SM14	S
G232_08242	1.0207	SM18	S
G232_08242	0.9518	SM24	S
G232_08242	0.7516	SM27	S
G232_08242	0.7750	SM28	S
G232_08242	1.1462	SM29	S
G232_08242	0.4762	SM35	S
G232_08242	0.2957	SM36	S
G232_08242	0.7658	SM42	S
G232_08242	0.8364	SM48	S
G232_08242	0.7731	SM57	S
G232_08242	0.6890	SM66	S
G232_08242	0.7760	SM67	S
G232_08242	0.3793	SM72	S
G232_08242	0.5324	SM74	S
G232_08242	0.8772	SM84	S
G232_08242	0.7104	SM9	S
G232_08242	0.8273	SM91	S
G232_08243	0.6680	Rstd	R
G232_08243	0.0210	SM102	S
G232_08243	0.6290	SM104	S
G232_08243	0.7549	SM105	S
G232_08243	0.7510	SM108	S
G232_08243	0.8261	SM109	S
G232_08243	0.5181	SM11	S
G232_08243	0.4503	SM122	S
G232_08243	0.5359	SM13	S
G232_08243	0.2527	SM14	S
G232_08243	0.7783	SM18	S
G232_08243	0.7632	SM24	S
G232_08243	0.4098	SM27	S
G232_08243	0.3643	SM28	S
G232_08243	0.4386	SM29	S
G232_08243	0.3333	SM35	S
G232_08243	0.0000	SM36	S
G232_08243	0.7430	SM42	S
G232_08243	0.3455	SM48	S
G232_08243	0.4370	SM57	S
G232_08243	0.4813	SM66	S
G232_08243	0.7727	SM67	S
G232_08243	0.0197	SM72	S
G232_08243	0.6475	SM74	S
G232_08243	0.9199	SM84	S
G232_08243	0.5424	SM9	S
G232_08243	0.7077	SM91	S
G232_08244	0.9128	Rstd	R
G232_08244	0.2517	SM102	S
G232_08244	0.5336	SM104	S
G232_08244	0.4358	SM105	S
G232_08244	0.9066	SM108	S
G232_08244	0.5435	SM109	S
G232_08244	0.6325	SM11	S
G232_08244	0.6093	SM122	S
G232_08244	0.5864	SM13	S
G232_08244	0.5215	SM14	S
G232_08244	1.0292	SM18	S
G232_08244	0.7061	SM24	S
G232_08244	0.7155	SM27	S
G232_08244	0.9893	SM28	S
G232_08244	0.5819	SM29	S
G232_08244	0.0000	SM35	S
G232_08244	0.0000	SM36	S
G232_08244	0.9736	SM42	S
G232_08244	0.4182	SM48	S
G232_08244	0.7899	SM57	S
G232_08244	0.7406	SM66	S
G232_08244	0.4610	SM67	S
G232_08244	0.0591	SM72	S
G232_08244	0.2086	SM74	S
G232_08244	0.7506	SM84	S
G232_08244	0.7152	SM9	S
G232_08244	0.8255	SM91	S
G232_08245	0.8672	Rstd	R
G232_08245	0.4266	SM102	S
G232_08245	1.1223	SM104	S
G232_08245	0.8249	SM105	S
G232_08245	0.8174	SM108	S
G232_08245	0.6957	SM109	S
G232_08245	0.8614	SM11	S
G232_08245	0.7550	SM122	S
G232_08245	0.6000	SM13	S
G232_08245	1.0887	SM14	S
G232_08245	1.4543	SM18	S
G232_08245	0.6184	SM24	S
G232_08245	0.7113	SM27	S
G232_08245	0.6393	SM28	S
G232_08245	1.1053	SM29	S
G232_08245	0.7048	SM35	S
G232_08245	0.6420	SM36	S
G232_08245	0.6637	SM42	S
G232_08245	1.0364	SM48	S
G232_08245	0.9244	SM57	S
G232_08245	0.7974	SM66	S
G232_08245	0.6786	SM67	S
G232_08245	0.6502	SM72	S
G232_08245	0.4604	SM74	S
G232_08245	0.8383	SM84	S
G232_08245	0.5536	SM9	S
G232_08245	0.9274	SM91	S
G232_08246	0.9227	Rstd	R
G232_08246	0.1818	SM102	S
G232_08246	0.9234	SM104	S
G232_08246	0.9261	SM105	S
G232_08246	0.9419	SM108	S
G232_08246	0.5478	SM109	S
G232_08246	0.5723	SM11	S
G232_08246	0.9868	SM122	S
G232_08246	1.0078	SM13	S
G232_08246	0.6532	SM14	S
G232_08246	1.2278	SM18	S
G232_08246	0.6447	SM24	S
G232_08246	1.0297	SM27	S
G232_08246	1.2464	SM28	S
G232_08246	0.3538	SM29	S
G232_08246	0.4000	SM35	S
G232_08246	0.0895	SM36	S
G232_08246	1.1356	SM42	S
G232_08246	1.1939	SM48	S
G232_08246	0.3866	SM57	S
G232_08246	0.6168	SM66	S
G232_08246	1.0877	SM67	S
G232_08246	0.1527	SM72	S
G232_08246	0.4173	SM74	S
G232_08246	0.7811	SM84	S
G232_08246	1.3008	SM9	S
G232_08246	1.0788	SM91	S
G232_08247	0.5877	Rstd	R
G232_08247	0.1329	SM102	S
G232_08247	0.6411	SM104	S
G232_08247	0.4202	SM105	S
G232_08247	0.6660	SM108	S
G232_08247	0.4957	SM109	S
G232_08247	0.6928	SM11	S
G232_08247	0.6887	SM122	S
G232_08247	0.5359	SM13	S
G232_08247	0.5511	SM14	S
G232_08247	1.0426	SM18	S
G232_08247	0.8026	SM24	S
G232_08247	0.5584	SM27	S
G232_08247	0.6964	SM28	S
G232_08247	0.8187	SM29	S
G232_08247	0.5619	SM35	S
G232_08247	0.0856	SM36	S
G232_08247	0.6549	SM42	S
G232_08247	0.3273	SM48	S
G232_08247	0.7563	SM57	S
G232_08247	0.6684	SM66	S
G232_08247	0.7987	SM67	S
G232_08247	0.1034	SM72	S
G232_08247	1.1799	SM74	S
G232_08247	0.5835	SM84	S
G232_08247	0.5840	SM9	S
G232_08247	0.7068	SM91	S
G232_08248	1.0426	Rstd	R
G232_08248	0.0000	SM102	S
G232_08248	0.6210	SM104	S
G232_08248	0.6732	SM105	S
G232_08248	0.9585	SM108	S
G232_08248	0.4435	SM109	S
G232_08248	0.4398	SM11	S
G232_08248	0.9603	SM122	S
G232_08248	0.8078	SM13	S
G232_08248	0.4516	SM14	S
G232_08248	1.0414	SM18	S
G232_08248	0.8026	SM24	S
G232_08248	0.8790	SM27	S
G232_08248	0.9179	SM28	S
G232_08248	0.5380	SM29	S
G232_08248	1.0190	SM35	S
G232_08248	0.1401	SM36	S
G232_08248	0.9313	SM42	S
G232_08248	0.8061	SM48	S
G232_08248	0.7479	SM57	S
G232_08248	0.7626	SM66	S
G232_08248	0.8474	SM67	S
G232_08248	0.0936	SM72	S
G232_08248	0.6619	SM74	S
G232_08248	0.7941	SM84	S
G232_08248	0.8304	SM9	S
G232_08248	0.7130	SM91	S
G232_08249	0.5738	Rstd	R
G232_08249	0.8462	SM102	S
G232_08249	0.5685	SM104	S
G232_08249	0.3852	SM105	S
G232_08249	0.5726	SM108	S
G232_08249	0.4739	SM109	S
G232_08249	0.7711	SM11	S
G232_08249	0.6424	SM122	S
G232_08249	0.8408	SM13	S
G232_08249	0.5484	SM14	S
G232_08249	0.8745	SM18	S
G232_08249	0.6535	SM24	S
G232_08249	0.4841	SM27	S
G232_08249	1.1714	SM28	S
G232_08249	1.3830	SM29	S
G232_08249	1.3238	SM35	S
G232_08249	1.0350	SM36	S
G232_08249	0.8222	SM42	S
G232_08249	1.2788	SM48	S
G232_08249	0.7563	SM57	S
G232_08249	0.6555	SM66	S
G232_08249	0.7240	SM67	S
G232_08249	0.9557	SM72	S
G232_08249	0.9209	SM74	S
G232_08249	0.7864	SM84	S
G232_08249	0.6560	SM9	S
G232_08249	0.8060	SM91	S
G232_08250	0.6769	Rstd	R
G232_08250	0.4895	SM102	S
G232_08250	0.7809	SM104	S
G232_08250	0.3541	SM105	S
G232_08250	0.6763	SM108	S
G232_08250	0.8348	SM109	S
G232_08250	1.1566	SM11	S
G232_08250	0.0795	SM122	S
G232_08250	0.9029	SM13	S
G232_08250	0.6909	SM14	S
G232_08250	1.4275	SM18	S
G232_08250	1.3509	SM24	S
G232_08250	1.5180	SM27	S
G232_08250	1.3679	SM28	S
G232_08250	0.7368	SM29	S
G232_08250	0.8476	SM35	S
G232_08250	0.1790	SM36	S
G232_08250	1.1268	SM42	S
G232_08250	1.2848	SM48	S
G232_08250	0.4538	SM57	S
G232_08250	0.6748	SM66	S
G232_08250	0.4675	SM67	S
G232_08250	0.3350	SM72	S
G232_08250	0.8058	SM74	S
G232_08250	0.8345	SM84	S
G232_08250	1.1712	SM9	S
G232_08250	0.7582	SM91	S
G232_08251	0.5669	Rstd	R
G232_08251	0.1748	SM102	S
G232_08251	0.8051	SM104	S
G232_08251	0.8171	SM105	S
G232_08251	0.8195	SM108	S
G232_08251	0.5391	SM109	S
G232_08251	0.5783	SM11	S
G232_08251	0.7616	SM122	S
G232_08251	0.5748	SM13	S
G232_08251	0.3763	SM14	S
G232_08251	1.2960	SM18	S
G232_08251	1.4561	SM24	S
G232_08251	0.6794	SM27	S
G232_08251	1.2750	SM28	S
G232_08251	0.8158	SM29	S
G232_08251	0.5619	SM35	S
G232_08251	0.0778	SM36	S
G232_08251	0.5088	SM42	S
G232_08251	1.1091	SM48	S
G232_08251	0.5966	SM57	S
G232_08251	0.6439	SM66	S
G232_08251	0.5455	SM67	S
G232_08251	0.0739	SM72	S
G232_08251	0.6259	SM74	S
G232_08251	1.0160	SM84	S
G232_08251	0.8464	SM9	S
G232_08251	0.5022	SM91	S
G232_08252	0.6918	Rstd	R
G232_08252	1.9161	SM102	S
G232_08252	0.7675	SM104	S
G232_08252	0.3852	SM105	S
G232_08252	0.7925	SM108	S
G232_08252	0.8000	SM109	S
G232_08252	0.9458	SM11	S
G232_08252	0.8344	SM122	S
G232_08252	0.6990	SM13	S
G232_08252	1.4328	SM14	S
G232_08252	1.1730	SM18	S
G232_08252	0.5658	SM24	S
G232_08252	0.7049	SM27	S
G232_08252	0.4750	SM28	S
G232_08252	1.2924	SM29	S
G232_08252	0.4476	SM35	S
G232_08252	1.8794	SM36	S
G232_08252	0.6461	SM42	S
G232_08252	0.8727	SM48	S
G232_08252	0.9496	SM57	S
G232_08252	0.6142	SM66	S
G232_08252	0.6591	SM67	S
G232_08252	2.1429	SM72	S
G232_08252	0.4676	SM74	S
G232_08252	0.5873	SM84	S
G232_08252	0.6800	SM9	S
G232_08252	0.8698	SM91	S
G232_08253	0.7552	Rstd	R
G232_08253	0.4126	SM102	S
G232_08253	0.7809	SM104	S
G232_08253	0.8327	SM105	S
G232_08253	1.1639	SM108	S
G232_08253	0.6348	SM109	S
G232_08253	0.7892	SM11	S
G232_08253	0.8808	SM122	S
G232_08253	0.5262	SM13	S
G232_08253	0.4194	SM14	S
G232_08253	0.9708	SM18	S
G232_08253	0.5132	SM24	S
G232_08253	0.5287	SM27	S
G232_08253	0.6321	SM28	S
G232_08253	0.6842	SM29	S
G232_08253	0.6476	SM35	S
G232_08253	0.3307	SM36	S
G232_08253	0.6461	SM42	S
G232_08253	0.5515	SM48	S
G232_08253	0.6639	SM57	S
G232_08253	0.6916	SM66	S
G232_08253	0.7143	SM67	S
G232_08253	0.5764	SM72	S
G232_08253	0.8993	SM74	S
G232_08253	0.7338	SM84	S
G232_08253	0.6352	SM9	S
G232_08253	0.6422	SM91	S
G232_08254	0.6026	Rstd	R
G232_08254	0.0280	SM102	S
G232_08254	0.7917	SM104	S
G232_08254	1.0000	SM105	S
G232_08254	0.6058	SM108	S
G232_08254	1.2348	SM109	S
G232_08254	0.5482	SM11	S
G232_08254	0.1788	SM122	S
G232_08254	0.3728	SM13	S
G232_08254	0.5645	SM14	S
G232_08254	0.7832	SM18	S
G232_08254	0.6579	SM24	S
G232_08254	0.4883	SM27	S
G232_08254	0.2607	SM28	S
G232_08254	0.7456	SM29	S
G232_08254	0.2095	SM35	S
G232_08254	0.1089	SM36	S
G232_08254	0.5475	SM42	S
G232_08254	0.5697	SM48	S
G232_08254	1.5042	SM57	S
G232_08254	0.5574	SM66	S
G232_08254	0.4123	SM67	S
G232_08254	0.0000	SM72	S
G232_08254	0.3453	SM74	S
G232_08254	0.5133	SM84	S
G232_08254	0.4160	SM9	S
G232_08254	0.6572	SM91	S
G232_08255	1.1051	Rstd	R
G232_08255	0.9301	SM102	S
G232_08255	0.8024	SM104	S
G232_08255	0.7899	SM105	S
G232_08255	0.6888	SM108	S
G232_08255	0.9000	SM109	S
G232_08255	1.2108	SM11	S
G232_08255	0.9338	SM122	S
G232_08255	0.7379	SM13	S
G232_08255	0.8306	SM14	S
G232_08255	1.2862	SM18	S
G232_08255	0.8465	SM24	S
G232_08255	0.7473	SM27	S
G232_08255	0.7821	SM28	S
G232_08255	0.9415	SM29	S
G232_08255	0.3143	SM35	S
G232_08255	1.1012	SM36	S
G232_08255	0.7606	SM42	S
G232_08255	0.5879	SM48	S
G232_08255	0.4706	SM57	S
G232_08255	0.5948	SM66	S
G232_08255	0.4968	SM67	S
G232_08255	1.0000	SM72	S
G232_08255	0.4964	SM74	S
G232_08255	0.7162	SM84	S
G232_08255	0.8128	SM9	S
G232_08255	0.7396	SM91	S
G232_08256	0.7136	Rstd	R
G232_08256	0.3217	SM102	S
G232_08256	0.7339	SM104	S
G232_08256	0.6848	SM105	S
G232_08256	0.8133	SM108	S
G232_08256	0.4783	SM109	S
G232_08256	0.5843	SM11	S
G232_08256	0.8609	SM122	S
G232_08256	0.9495	SM13	S
G232_08256	0.7392	SM14	S
G232_08256	1.4421	SM18	S
G232_08256	0.9035	SM24	S
G232_08256	0.7728	SM27	S
G232_08256	0.8143	SM28	S
G232_08256	0.8743	SM29	S
G232_08256	0.8190	SM35	S
G232_08256	0.2062	SM36	S
G232_08256	0.9243	SM42	S
G232_08256	1.1515	SM48	S
G232_08256	1.2353	SM57	S
G232_08256	0.4774	SM66	S
G232_08256	0.8409	SM67	S
G232_08256	0.4778	SM72	S
G232_08256	0.2734	SM74	S
G232_08256	0.8429	SM84	S
G232_08256	0.5776	SM9	S
G232_08256	0.7679	SM91	S
G232_08257	0.9009	Rstd	R
G232_08257	0.3357	SM102	S
G232_08257	1.0188	SM104	S
G232_08257	0.9922	SM105	S
G232_08257	0.6203	SM108	S
G232_08257	0.5435	SM109	S
G232_08257	0.6867	SM11	S
G232_08257	0.6954	SM122	S
G232_08257	1.0388	SM13	S
G232_08257	0.5726	SM14	S
G232_08257	1.1559	SM18	S
G232_08257	0.9825	SM24	S
G232_08257	1.0701	SM27	S
G232_08257	0.7929	SM28	S
G232_08257	0.6579	SM29	S
G232_08257	0.7143	SM35	S
G232_08257	0.1323	SM36	S
G232_08257	0.7694	SM42	S
G232_08257	0.9394	SM48	S
G232_08257	0.2941	SM57	S
G232_08257	0.7652	SM66	S
G232_08257	0.7955	SM67	S
G232_08257	0.1034	SM72	S
G232_08257	0.3957	SM74	S
G232_08257	0.9314	SM84	S
G232_08257	0.9520	SM9	S
G232_08257	0.8361	SM91	S
G232_08258	0.9316	Rstd	R
G232_08258	0.5035	SM102	S
G232_08258	0.7728	SM104	S
G232_08258	0.8171	SM105	S
G232_08258	0.6929	SM108	S
G232_08258	0.4174	SM109	S
G232_08258	0.6265	SM11	S
G232_08258	0.7417	SM122	S
G232_08258	0.8757	SM13	S
G232_08258	0.7769	SM14	S
G232_08258	1.3191	SM18	S
G232_08258	0.6667	SM24	S
G232_08258	0.8025	SM27	S
G232_08258	0.9393	SM28	S
G232_08258	0.8860	SM29	S
G232_08258	0.6667	SM35	S
G232_08258	0.3735	SM36	S
G232_08258	0.8785	SM42	S
G232_08258	0.5333	SM48	S
G232_08258	0.4202	SM57	S
G232_08258	0.5058	SM66	S
G232_08258	0.6623	SM67	S
G232_08258	0.5320	SM72	S
G232_08258	0.3813	SM74	S
G232_08258	0.7735	SM84	S
G232_08258	0.7232	SM9	S
G232_08258	0.8220	SM91	S
G232_08259	1.0476	Rstd	R
G232_08259	0.9580	SM102	S
G232_08259	0.7554	SM104	S
G232_08259	0.8716	SM105	S
G232_08259	0.8485	SM108	S
G232_08259	0.7000	SM109	S
G232_08259	0.8434	SM11	S
G232_08259	1.2450	SM122	S
G232_08259	0.7146	SM13	S
G232_08259	0.9651	SM14	S
G232_08259	1.1790	SM18	S
G232_08259	0.7325	SM24	S
G232_08259	0.7771	SM27	S
G232_08259	0.7464	SM28	S
G232_08259	1.1901	SM29	S
G232_08259	0.5619	SM35	S
G232_08259	0.7432	SM36	S
G232_08259	0.8627	SM42	S
G232_08259	0.8242	SM48	S
G232_08259	0.8992	SM57	S
G232_08259	0.6297	SM66	S
G232_08259	0.6494	SM67	S
G232_08259	0.8325	SM72	S
G232_08259	0.2446	SM74	S
G232_08259	0.7613	SM84	S
G232_08259	0.6976	SM9	S
G232_08259	0.8866	SM91	S
G232_08260	0.9247	Rstd	R
G232_08260	0.4685	SM102	S
G232_08260	0.7097	SM104	S
G232_08260	0.2296	SM105	S
G232_08260	1.0768	SM108	S
G232_08260	0.4304	SM109	S
G232_08260	0.8554	SM11	S
G232_08260	1.1258	SM122	S
G232_08260	0.6078	SM13	S
G232_08260	0.8925	SM14	S
G232_08260	1.0378	SM18	S
G232_08260	0.6930	SM24	S
G232_08260	0.5902	SM27	S
G232_08260	0.4786	SM28	S
G232_08260	1.0614	SM29	S
G232_08260	1.2381	SM35	S
G232_08260	0.1518	SM36	S
G232_08260	0.6813	SM42	S
G232_08260	0.4606	SM48	S
G232_08260	0.5546	SM57	S
G232_08260	0.7368	SM66	S
G232_08260	0.8506	SM67	S
G232_08260	0.3941	SM72	S
G232_08260	0.8777	SM74	S
G232_08260	0.7551	SM84	S
G232_08260	0.6048	SM9	S
G232_08260	0.5899	SM91	S
G232_08261	0.9366	Rstd	R
G232_08261	0.5175	SM102	S
G232_08261	0.7419	SM104	S
G232_08261	0.6498	SM105	S
G232_08261	0.7573	SM108	S
G232_08261	0.9087	SM109	S
G232_08261	0.9639	SM11	S
G232_08261	1.1126	SM122	S
G232_08261	0.9592	SM13	S
G232_08261	0.2957	SM14	S
G232_08261	1.1389	SM18	S
G232_08261	0.7368	SM24	S
G232_08261	0.6985	SM27	S
G232_08261	1.1500	SM28	S
G232_08261	0.5673	SM29	S
G232_08261	0.6667	SM35	S
G232_08261	0.4475	SM36	S
G232_08261	0.9296	SM42	S
G232_08261	1.2182	SM48	S
G232_08261	0.5294	SM57	S
G232_08261	0.6555	SM66	S
G232_08261	1.2403	SM67	S
G232_08261	0.3695	SM72	S
G232_08261	0.8201	SM74	S
G232_08261	0.8360	SM84	S
G232_08261	0.9840	SM9	S
G232_08261	0.8840	SM91	S
G232_08262	0.8969	Rstd	R
G232_08262	0.0769	SM102	S
G232_08262	0.7621	SM104	S
G232_08262	0.4047	SM105	S
G232_08262	0.5809	SM108	S
G232_08262	0.3696	SM109	S
G232_08262	0.4096	SM11	S
G232_08262	0.6291	SM122	S
G232_08262	0.6214	SM13	S
G232_08262	0.7016	SM14	S
G232_08262	1.5810	SM18	S
G232_08262	0.8816	SM24	S
G232_08262	0.5435	SM27	S
G232_08262	0.8286	SM28	S
G232_08262	1.0234	SM29	S
G232_08262	0.3524	SM35	S
G232_08262	0.0623	SM36	S
G232_08262	0.5634	SM42	S
G232_08262	0.5879	SM48	S
G232_08262	0.6639	SM57	S
G232_08262	0.5135	SM66	S
G232_08262	0.8019	SM67	S
G232_08262	0.0739	SM72	S
G232_08262	0.3957	SM74	S
G232_08262	0.7948	SM84	S
G232_08262	0.6752	SM9	S
G232_08262	0.7821	SM91	S
G232_08263	0.8593	Rstd	R
G232_08263	0.9650	SM102	S
G232_08263	0.7755	SM104	S
G232_08263	0.6926	SM105	S
G232_08263	0.6763	SM108	S
G232_08263	0.9783	SM109	S
G232_08263	0.7892	SM11	S
G232_08263	0.7748	SM122	S
G232_08263	0.6777	SM13	S
G232_08263	0.8280	SM14	S
G232_08263	1.0280	SM18	S
G232_08263	1.0219	SM24	S
G232_08263	0.4989	SM27	S
G232_08263	0.6464	SM28	S
G232_08263	0.9386	SM29	S
G232_08263	0.5048	SM35	S
G232_08263	1.3774	SM36	S
G232_08263	0.6215	SM42	S
G232_08263	0.9152	SM48	S
G232_08263	0.7647	SM57	S
G232_08263	0.7781	SM66	S
G232_08263	0.7662	SM67	S
G232_08263	1.3005	SM72	S
G232_08263	0.9065	SM74	S
G232_08263	0.6895	SM84	S
G232_08263	0.5472	SM9	S
G232_08263	0.6023	SM91	S
G232_08264	0.9822	Rstd	R
G232_08264	0.7622	SM102	S
G232_08264	0.7890	SM104	S
G232_08264	0.4981	SM105	S
G232_08264	1.0456	SM108	S
G232_08264	0.9217	SM109	S
G232_08264	0.9277	SM11	S
G232_08264	0.8079	SM122	S
G232_08264	0.7107	SM13	S
G232_08264	0.6935	SM14	S
G232_08264	1.2485	SM18	S
G232_08264	0.8070	SM24	S
G232_08264	0.5690	SM27	S
G232_08264	0.6143	SM28	S
G232_08264	0.9825	SM29	S
G232_08264	0.7905	SM35	S
G232_08264	0.4630	SM36	S
G232_08264	0.8539	SM42	S
G232_08264	0.9333	SM48	S
G232_08264	1.3445	SM57	S
G232_08264	0.9716	SM66	S
G232_08264	0.9156	SM67	S
G232_08264	0.9507	SM72	S
G232_08264	0.8921	SM74	S
G232_08264	0.6438	SM84	S
G232_08264	0.8416	SM9	S
G232_08264	0.7741	SM91	S
G232_08265	0.9653	Rstd	R
G232_08265	1.9790	SM102	S
G232_08265	0.8253	SM104	S
G232_08265	0.6498	SM105	S
G232_08265	0.8651	SM108	S
G232_08265	0.9087	SM109	S
G232_08265	0.7349	SM11	S
G232_08265	0.6490	SM122	S
G232_08265	0.6447	SM13	S
G232_08265	1.6586	SM14	S
G232_08265	1.1596	SM18	S
G232_08265	0.6404	SM24	S
G232_08265	0.7792	SM27	S
G232_08265	0.8750	SM28	S
G232_08265	1.0526	SM29	S
G232_08265	0.4762	SM35	S
G232_08265	1.7899	SM36	S
G232_08265	0.7183	SM42	S
G232_08265	0.8970	SM48	S
G232_08265	0.7731	SM57	S
G232_08265	0.8000	SM66	S
G232_08265	0.8312	SM67	S
G232_08265	1.7044	SM72	S
G232_08265	0.9209	SM74	S
G232_08265	0.8665	SM84	S
G232_08265	0.6480	SM9	S
G232_08265	0.6882	SM91	S
G232_08266	0.4975	Rstd	R
G232_08266	0.1888	SM102	S
G232_08266	0.5820	SM104	S
G232_08266	0.8560	SM105	S
G232_08266	0.7967	SM108	S
G232_08266	0.7522	SM109	S
G232_08266	0.6084	SM11	S
G232_08266	0.7616	SM122	S
G232_08266	0.6427	SM13	S
G232_08266	0.7016	SM14	S
G232_08266	1.1060	SM18	S
G232_08266	0.5789	SM24	S
G232_08266	0.6221	SM27	S
G232_08266	0.4464	SM28	S
G232_08266	0.7076	SM29	S
G232_08266	0.2381	SM35	S
G232_08266	0.1128	SM36	S
G232_08266	0.4313	SM42	S
G232_08266	0.3758	SM48	S
G232_08266	0.3866	SM57	S
G232_08266	0.7174	SM66	S
G232_08266	0.9578	SM67	S
G232_08266	0.1379	SM72	S
G232_08266	0.6906	SM74	S
G232_08266	0.7246	SM84	S
G232_08266	0.8528	SM9	S
G232_08266	0.6900	SM91	S
