GENE	COVERAGE	STRAIN	GROUP
G232_07248	1.1031	Rstd	R
G232_07248	0.0070	SM102	S
G232_07248	1.1142	SM104	S
G232_07248	0.9144	SM105	S
G232_07248	1.0228	SM108	S
G232_07248	0.8957	SM109	S
G232_07248	0.8133	SM11	S
G232_07248	1.1987	SM122	S
G232_07248	0.7864	SM13	S
G232_07248	0.5833	SM14	S
G232_07248	1.5396	SM18	S
G232_07248	0.8509	SM24	S
G232_07248	0.7728	SM27	S
G232_07248	0.8964	SM28	S
G232_07248	1.3392	SM29	S
G232_07248	1.2667	SM35	S
G232_07248	0.0506	SM36	S
G232_07248	0.8468	SM42	S
G232_07248	0.6606	SM48	S
G232_07248	1.3193	SM57	S
G232_07248	1.0477	SM66	S
G232_07248	0.9481	SM67	S
G232_07248	0.0000	SM72	S
G232_07248	0.6763	SM74	S
G232_07248	0.8520	SM84	S
G232_07248	0.8672	SM9	S
G232_07248	0.9371	SM91	S
G232_07249	0.6908	Rstd	R
G232_07249	3.6154	SM102	S
G232_07249	0.6317	SM104	S
G232_07249	0.6459	SM105	S
G232_07249	0.7656	SM108	S
G232_07249	1.7478	SM109	S
G232_07249	1.2410	SM11	S
G232_07249	0.2384	SM122	S
G232_07249	0.9359	SM13	S
G232_07249	2.7984	SM14	S
G232_07249	0.9525	SM18	S
G232_07249	1.1053	SM24	S
G232_07249	0.7304	SM27	S
G232_07249	0.6643	SM28	S
G232_07249	1.5263	SM29	S
G232_07249	0.6190	SM35	S
G232_07249	4.6420	SM36	S
G232_07249	1.0299	SM42	S
G232_07249	1.6242	SM48	S
G232_07249	1.6639	SM57	S
G232_07249	0.8310	SM66	S
G232_07249	0.9221	SM67	S
G232_07249	4.0542	SM72	S
G232_07249	0.6115	SM74	S
G232_07249	0.9375	SM84	S
G232_07249	0.5488	SM9	S
G232_07249	0.8751	SM91	S
G232_07250	0.7879	Rstd	R
G232_07250	0.1818	SM102	S
G232_07250	0.9194	SM104	S
G232_07250	0.9416	SM105	S
G232_07250	0.7905	SM108	S
G232_07250	0.4391	SM109	S
G232_07250	0.9458	SM11	S
G232_07250	0.8212	SM122	S
G232_07250	0.8893	SM13	S
G232_07250	0.4382	SM14	S
G232_07250	1.1571	SM18	S
G232_07250	1.0351	SM24	S
G232_07250	0.9512	SM27	S
G232_07250	0.8429	SM28	S
G232_07250	1.1959	SM29	S
G232_07250	0.5714	SM35	S
G232_07250	0.1751	SM36	S
G232_07250	1.0106	SM42	S
G232_07250	0.5212	SM48	S
G232_07250	0.6723	SM57	S
G232_07250	0.7019	SM66	S
G232_07250	0.9123	SM67	S
G232_07250	0.2414	SM72	S
G232_07250	0.9209	SM74	S
G232_07250	0.8696	SM84	S
G232_07250	0.9568	SM9	S
G232_07250	0.8016	SM91	S
G232_07251	1.1031	Rstd	R
G232_07251	1.0839	SM102	S
G232_07251	1.1048	SM104	S
G232_07251	0.7588	SM105	S
G232_07251	0.7178	SM108	S
G232_07251	0.7522	SM109	S
G232_07251	0.7289	SM11	S
G232_07251	0.2384	SM122	S
G232_07251	0.8660	SM13	S
G232_07251	1.4140	SM14	S
G232_07251	1.2875	SM18	S
G232_07251	0.9254	SM24	S
G232_07251	1.0446	SM27	S
G232_07251	0.5964	SM28	S
G232_07251	1.7164	SM29	S
G232_07251	0.7333	SM35	S
G232_07251	1.0000	SM36	S
G232_07251	0.9331	SM42	S
G232_07251	0.6788	SM48	S
G232_07251	0.4202	SM57	S
G232_07251	0.8606	SM66	S
G232_07251	0.9188	SM67	S
G232_07251	1.3990	SM72	S
G232_07251	0.7554	SM74	S
G232_07251	0.7948	SM84	S
G232_07251	0.6512	SM9	S
G232_07251	0.5740	SM91	S
G232_07252	0.9851	Rstd	R
G232_07252	1.3846	SM102	S
G232_07252	0.7406	SM104	S
G232_07252	0.5914	SM105	S
G232_07252	0.7282	SM108	S
G232_07252	1.4130	SM109	S
G232_07252	0.8614	SM11	S
G232_07252	0.8940	SM122	S
G232_07252	0.7010	SM13	S
G232_07252	1.4919	SM14	S
G232_07252	1.3764	SM18	S
G232_07252	0.7939	SM24	S
G232_07252	0.5350	SM27	S
G232_07252	0.6036	SM28	S
G232_07252	1.0175	SM29	S
G232_07252	0.5429	SM35	S
G232_07252	1.7977	SM36	S
G232_07252	0.8063	SM42	S
G232_07252	0.9697	SM48	S
G232_07252	1.1176	SM57	S
G232_07252	0.6877	SM66	S
G232_07252	0.6818	SM67	S
G232_07252	1.8522	SM72	S
G232_07252	0.6763	SM74	S
G232_07252	1.0831	SM84	S
G232_07252	0.8832	SM9	S
G232_07252	0.8671	SM91	S
