GENE	COVERAGE	STRAIN	GROUP
G232_05053	0.8067	Rstd	R
G232_05053	0.0000	SM102	S
G232_05053	0.7903	SM104	S
G232_05053	0.7432	SM105	S
G232_05053	0.5062	SM108	S
G232_05053	0.5522	SM109	S
G232_05053	0.2590	SM11	S
G232_05053	0.8675	SM122	S
G232_05053	0.5340	SM13	S
G232_05053	0.0914	SM14	S
G232_05053	0.0000	SM18	S
G232_05053	0.8070	SM24	S
G232_05053	0.7601	SM27	S
G232_05053	0.4286	SM28	S
G232_05053	0.0673	SM29	S
G232_05053	0.8476	SM35	S
G232_05053	0.0000	SM36	S
G232_05053	0.8785	SM42	S
G232_05053	0.4788	SM48	S
G232_05053	0.4874	SM57	S
G232_05053	0.6013	SM66	S
G232_05053	0.4740	SM67	S
G232_05053	0.0000	SM72	S
G232_05053	0.6763	SM74	S
G232_05053	0.6674	SM84	S
G232_05053	0.6800	SM9	S
G232_05053	0.8326	SM91	S
