GENE	COVERAGE	STRAIN	GROUP
G232_10347	0.7205	Rstd	R
G232_10347	1.5455	SM102	S
G232_10347	1.0753	SM104	S
G232_10347	0.6887	SM105	S
G232_10347	0.7137	SM108	S
G232_10347	0.5217	SM109	S
G232_10347	0.7349	SM11	S
G232_10347	1.1589	SM122	S
G232_10347	0.7010	SM13	S
G232_10347	0.9866	SM14	S
G232_10347	1.3959	SM18	S
G232_10347	0.6842	SM24	S
G232_10347	0.5287	SM27	S
G232_10347	0.6214	SM28	S
G232_10347	0.8713	SM29	S
G232_10347	0.6571	SM35	S
G232_10347	0.8560	SM36	S
G232_10347	0.9525	SM42	S
G232_10347	0.6485	SM48	S
G232_10347	1.1849	SM57	S
G232_10347	0.6994	SM66	S
G232_10347	1.0974	SM67	S
G232_10347	1.0394	SM72	S
G232_10347	0.6331	SM74	S
G232_10347	0.7651	SM84	S
G232_10347	0.5312	SM9	S
G232_10347	0.8078	SM91	S
G232_10348	0.7314	Rstd	R
G232_10348	0.4755	SM102	S
G232_10348	0.7137	SM104	S
G232_10348	0.8677	SM105	S
G232_10348	0.7490	SM108	S
G232_10348	0.9957	SM109	S
G232_10348	0.6687	SM11	S
G232_10348	1.2781	SM122	S
G232_10348	0.6155	SM13	S
G232_10348	0.5699	SM14	S
G232_10348	0.8538	SM18	S
G232_10348	0.8158	SM24	S
G232_10348	0.5775	SM27	S
G232_10348	0.8000	SM28	S
G232_10348	1.0643	SM29	S
G232_10348	0.6190	SM35	S
G232_10348	0.5447	SM36	S
G232_10348	0.8327	SM42	S
G232_10348	0.3273	SM48	S
G232_10348	0.5714	SM57	S
G232_10348	0.9303	SM66	S
G232_10348	0.8539	SM67	S
G232_10348	0.2365	SM72	S
G232_10348	0.8129	SM74	S
G232_10348	0.8696	SM84	S
G232_10348	0.6400	SM9	S
G232_10348	0.7972	SM91	S
