GENE	COVERAGE	STRAIN	GROUP
G232_05796	0.9524	Rstd	R
G232_05796	0.2168	SM102	S
G232_05796	0.8333	SM104	S
G232_05796	0.6459	SM105	S
G232_05796	0.5373	SM108	S
G232_05796	0.3435	SM109	S
G232_05796	0.7289	SM11	S
G232_05796	0.8808	SM122	S
G232_05796	0.7961	SM13	S
G232_05796	0.3522	SM14	S
G232_05796	1.0012	SM18	S
G232_05796	1.2456	SM24	S
G232_05796	0.8238	SM27	S
G232_05796	0.5000	SM28	S
G232_05796	0.9035	SM29	S
G232_05796	0.2952	SM35	S
G232_05796	0.2101	SM36	S
G232_05796	0.6620	SM42	S
G232_05796	0.3879	SM48	S
G232_05796	1.2017	SM57	S
G232_05796	0.8735	SM66	S
G232_05796	0.7597	SM67	S
G232_05796	0.1527	SM72	S
G232_05796	0.7482	SM74	S
G232_05796	0.6888	SM84	S
G232_05796	0.8176	SM9	S
G232_05796	0.8361	SM91	S
