GENE	COVERAGE	STRAIN	GROUP
G232_05115	0.7126	Rstd	R
G232_05115	0.1329	SM102	S
G232_05115	1.0215	SM104	S
G232_05115	1.1595	SM105	S
G232_05115	1.0062	SM108	S
G232_05115	0.6870	SM109	S
G232_05115	0.4217	SM11	S
G232_05115	1.4702	SM122	S
G232_05115	0.9262	SM13	S
G232_05115	0.2769	SM14	S
G232_05115	0.0499	SM18	S
G232_05115	1.1184	SM24	S
G232_05115	1.1507	SM27	S
G232_05115	0.7143	SM28	S
G232_05115	0.4444	SM29	S
G232_05115	0.6000	SM35	S
G232_05115	0.0350	SM36	S
G232_05115	0.8415	SM42	S
G232_05115	1.0485	SM48	S
G232_05115	1.1513	SM57	S
G232_05115	0.9342	SM66	S
G232_05115	0.8636	SM67	S
G232_05115	0.0887	SM72	S
G232_05115	1.1942	SM74	S
G232_05115	0.9474	SM84	S
G232_05115	1.2320	SM9	S
G232_05115	0.7759	SM91	S
