GENE	COVERAGE	STRAIN	GROUP
G232_08758	1.1070	Rstd	R
G232_08758	1.0070	SM102	S
G232_08758	1.1976	SM104	S
G232_08758	0.6342	SM105	S
G232_08758	0.5975	SM108	S
G232_08758	0.5913	SM109	S
G232_08758	1.3434	SM11	S
G232_08758	1.0861	SM122	S
G232_08758	0.7806	SM13	S
G232_08758	1.0457	SM14	S
G232_08758	1.7028	SM18	S
G232_08758	0.7895	SM24	S
G232_08758	1.0042	SM27	S
G232_08758	0.7286	SM28	S
G232_08758	1.4094	SM29	S
G232_08758	2.0857	SM35	S
G232_08758	1.0856	SM36	S
G232_08758	0.9789	SM42	S
G232_08758	0.4364	SM48	S
G232_08758	1.0672	SM57	S
G232_08758	0.9394	SM66	S
G232_08758	1.0779	SM67	S
G232_08758	0.6995	SM72	S
G232_08758	0.3669	SM74	S
G232_08758	0.7361	SM84	S
G232_08758	1.0400	SM9	S
G232_08758	0.8512	SM91	S
G232_08759	0.8236	Rstd	R
G232_08759	0.5035	SM102	S
G232_08759	0.7473	SM104	S
G232_08759	0.6770	SM105	S
G232_08759	0.7780	SM108	S
G232_08759	0.7391	SM109	S
G232_08759	0.8133	SM11	S
G232_08759	1.1722	SM122	S
G232_08759	0.6990	SM13	S
G232_08759	0.6398	SM14	S
G232_08759	1.3605	SM18	S
G232_08759	0.9035	SM24	S
G232_08759	0.8854	SM27	S
G232_08759	0.8357	SM28	S
G232_08759	1.0819	SM29	S
G232_08759	0.8667	SM35	S
G232_08759	0.3035	SM36	S
G232_08759	0.8539	SM42	S
G232_08759	0.9697	SM48	S
G232_08759	0.5378	SM57	S
G232_08759	0.7639	SM66	S
G232_08759	1.0487	SM67	S
G232_08759	0.3005	SM72	S
G232_08759	0.7266	SM74	S
G232_08759	0.9786	SM84	S
G232_08759	0.8432	SM9	S
G232_08759	0.9451	SM91	S
