GENE	COVERAGE	STRAIN	GROUP
G232_10381	0.8900	Rstd	R
G232_10381	0.8951	SM102	S
G232_10381	0.6976	SM104	S
G232_10381	0.8521	SM105	S
G232_10381	0.7241	SM108	S
G232_10381	0.8957	SM109	S
G232_10381	0.7590	SM11	S
G232_10381	0.9669	SM122	S
G232_10381	0.6602	SM13	S
G232_10381	1.1452	SM14	S
G232_10381	1.2412	SM18	S
G232_10381	0.5702	SM24	S
G232_10381	0.8577	SM27	S
G232_10381	0.8000	SM28	S
G232_10381	1.1901	SM29	S
G232_10381	0.9810	SM35	S
G232_10381	1.3774	SM36	S
G232_10381	0.5792	SM42	S
G232_10381	0.8182	SM48	S
G232_10381	1.0168	SM57	S
G232_10381	0.6735	SM66	S
G232_10381	0.7045	SM67	S
G232_10381	1.4532	SM72	S
G232_10381	0.6547	SM74	S
G232_10381	0.8185	SM84	S
G232_10381	0.7712	SM9	S
G232_10381	0.7290	SM91	S
G232_10382	0.4827	Rstd	R
G232_10382	0.3986	SM102	S
G232_10382	0.8387	SM104	S
G232_10382	0.6304	SM105	S
G232_10382	0.7137	SM108	S
G232_10382	0.4000	SM109	S
G232_10382	0.6265	SM11	S
G232_10382	1.0596	SM122	S
G232_10382	0.9476	SM13	S
G232_10382	0.7124	SM14	S
G232_10382	1.1681	SM18	S
G232_10382	1.0482	SM24	S
G232_10382	0.9130	SM27	S
G232_10382	0.9000	SM28	S
G232_10382	0.9678	SM29	S
G232_10382	0.3048	SM35	S
G232_10382	0.3152	SM36	S
G232_10382	0.8398	SM42	S
G232_10382	0.8303	SM48	S
G232_10382	1.0924	SM57	S
G232_10382	0.7652	SM66	S
G232_10382	0.5227	SM67	S
G232_10382	0.5961	SM72	S
G232_10382	0.6331	SM74	S
G232_10382	0.8024	SM84	S
G232_10382	1.0000	SM9	S
G232_10382	0.8654	SM91	S
