GENE	COVERAGE	STRAIN	GROUP
G232_02367	0.9009	Rstd	R
G232_02367	0.7832	SM102	S
G232_02367	0.9368	SM104	S
G232_02367	1.0778	SM105	S
G232_02367	0.7967	SM108	S
G232_02367	0.7348	SM109	S
G232_02367	0.8675	SM11	S
G232_02367	1.0199	SM122	S
G232_02367	0.8155	SM13	S
G232_02367	0.9355	SM14	S
G232_02367	1.1693	SM18	S
G232_02367	0.8596	SM24	S
G232_02367	0.7856	SM27	S
G232_02367	1.0357	SM28	S
G232_02367	1.1082	SM29	S
G232_02367	0.8667	SM35	S
G232_02367	0.7549	SM36	S
G232_02367	0.7060	SM42	S
G232_02367	0.7879	SM48	S
G232_02367	0.7647	SM57	S
G232_02367	0.9458	SM66	S
G232_02367	0.6429	SM67	S
G232_02367	0.5862	SM72	S
G232_02367	0.7338	SM74	S
G232_02367	0.8383	SM84	S
G232_02367	0.9680	SM9	S
G232_02367	0.7059	SM91	S
G232_02368	0.8603	Rstd	R
G232_02368	0.9860	SM102	S
G232_02368	0.6586	SM104	S
G232_02368	0.7821	SM105	S
G232_02368	0.9149	SM108	S
G232_02368	0.9261	SM109	S
G232_02368	0.4639	SM11	S
G232_02368	0.6026	SM122	S
G232_02368	0.8854	SM13	S
G232_02368	0.9005	SM14	S
G232_02368	1.1778	SM18	S
G232_02368	0.7368	SM24	S
G232_02368	0.8917	SM27	S
G232_02368	0.8036	SM28	S
G232_02368	1.1287	SM29	S
G232_02368	0.6000	SM35	S
G232_02368	1.1362	SM36	S
G232_02368	0.7993	SM42	S
G232_02368	0.9152	SM48	S
G232_02368	0.7143	SM57	S
G232_02368	0.7548	SM66	S
G232_02368	0.9286	SM67	S
G232_02368	1.0394	SM72	S
G232_02368	0.7194	SM74	S
G232_02368	0.9519	SM84	S
G232_02368	0.9632	SM9	S
G232_02368	0.7750	SM91	S
G232_02369	0.8276	Rstd	R
G232_02369	1.9720	SM102	S
G232_02369	1.0685	SM104	S
G232_02369	0.7121	SM105	S
G232_02369	0.8423	SM108	S
G232_02369	1.5478	SM109	S
G232_02369	1.0602	SM11	S
G232_02369	0.9338	SM122	S
G232_02369	0.8097	SM13	S
G232_02369	2.2177	SM14	S
G232_02369	1.1048	SM18	S
G232_02369	0.9912	SM24	S
G232_02369	0.8535	SM27	S
G232_02369	0.9143	SM28	S
G232_02369	1.0556	SM29	S
G232_02369	0.8286	SM35	S
G232_02369	2.7160	SM36	S
G232_02369	0.9208	SM42	S
G232_02369	0.7818	SM48	S
G232_02369	1.1513	SM57	S
G232_02369	0.9845	SM66	S
G232_02369	0.6786	SM67	S
G232_02369	2.8374	SM72	S
G232_02369	0.8921	SM74	S
G232_02369	0.9657	SM84	S
G232_02369	1.0992	SM9	S
G232_02369	0.8273	SM91	S
G232_02370	0.7730	Rstd	R
G232_02370	1.3846	SM102	S
G232_02370	0.8817	SM104	S
G232_02370	1.0895	SM105	S
G232_02370	0.7635	SM108	S
G232_02370	0.9043	SM109	S
G232_02370	1.1386	SM11	S
G232_02370	0.8344	SM122	S
G232_02370	0.9728	SM13	S
G232_02370	1.9167	SM14	S
G232_02370	1.5274	SM18	S
G232_02370	0.9649	SM24	S
G232_02370	0.8429	SM27	S
G232_02370	0.7000	SM28	S
G232_02370	1.6988	SM29	S
G232_02370	0.9429	SM35	S
G232_02370	2.2374	SM36	S
G232_02370	0.9225	SM42	S
G232_02370	0.9333	SM48	S
G232_02370	0.7563	SM57	S
G232_02370	0.8155	SM66	S
G232_02370	0.7240	SM67	S
G232_02370	2.1527	SM72	S
G232_02370	0.9065	SM74	S
G232_02370	0.8444	SM84	S
G232_02370	0.7744	SM9	S
G232_02370	0.8778	SM91	S
G232_02371	1.0109	Rstd	R
G232_02371	0.0000	SM102	S
G232_02371	0.8454	SM104	S
G232_02371	1.2296	SM105	S
G232_02371	0.8361	SM108	S
G232_02371	0.9261	SM109	S
G232_02371	0.9518	SM11	S
G232_02371	0.9139	SM122	S
G232_02371	0.6796	SM13	S
G232_02371	0.2285	SM14	S
G232_02371	0.1401	SM18	S
G232_02371	0.7763	SM24	S
G232_02371	0.7537	SM27	S
G232_02371	0.8143	SM28	S
G232_02371	0.0965	SM29	S
G232_02371	1.1048	SM35	S
G232_02371	0.0078	SM36	S
G232_02371	0.6197	SM42	S
G232_02371	0.6424	SM48	S
G232_02371	0.7143	SM57	S
G232_02371	0.9845	SM66	S
G232_02371	0.8799	SM67	S
G232_02371	0.0246	SM72	S
G232_02371	0.8705	SM74	S
G232_02371	0.8955	SM84	S
G232_02371	0.9920	SM9	S
G232_02371	0.8937	SM91	S
G232_02372	0.7651	Rstd	R
G232_02372	0.4545	SM102	S
G232_02372	0.8710	SM104	S
G232_02372	0.5058	SM105	S
G232_02372	0.9502	SM108	S
G232_02372	0.7870	SM109	S
G232_02372	0.7892	SM11	S
G232_02372	0.5960	SM122	S
G232_02372	0.8563	SM13	S
G232_02372	0.5645	SM14	S
G232_02372	1.3459	SM18	S
G232_02372	0.7939	SM24	S
G232_02372	0.8769	SM27	S
G232_02372	1.0036	SM28	S
G232_02372	1.0936	SM29	S
G232_02372	0.8381	SM35	S
G232_02372	0.3735	SM36	S
G232_02372	0.9049	SM42	S
G232_02372	0.7152	SM48	S
G232_02372	0.5798	SM57	S
G232_02372	0.8258	SM66	S
G232_02372	0.9123	SM67	S
G232_02372	0.4039	SM72	S
G232_02372	0.8273	SM74	S
G232_02372	0.9108	SM84	S
G232_02372	0.8432	SM9	S
G232_02372	0.7573	SM91	S
G232_02373	0.5709	Rstd	R
G232_02373	0.3357	SM102	S
G232_02373	0.9637	SM104	S
G232_02373	0.8872	SM105	S
G232_02373	0.7241	SM108	S
G232_02373	0.7522	SM109	S
G232_02373	1.0723	SM11	S
G232_02373	1.2781	SM122	S
G232_02373	0.7612	SM13	S
G232_02373	0.4785	SM14	S
G232_02373	1.1425	SM18	S
G232_02373	0.7632	SM24	S
G232_02373	0.8938	SM27	S
G232_02373	0.8429	SM28	S
G232_02373	0.7251	SM29	S
G232_02373	0.3714	SM35	S
G232_02373	0.0117	SM36	S
G232_02373	0.5616	SM42	S
G232_02373	1.0121	SM48	S
G232_02373	0.5378	SM57	S
G232_02373	0.6348	SM66	S
G232_02373	0.7045	SM67	S
G232_02373	0.0640	SM72	S
G232_02373	0.7050	SM74	S
G232_02373	0.6911	SM84	S
G232_02373	0.7264	SM9	S
G232_02373	0.6696	SM91	S
G232_02374	0.5362	Rstd	R
G232_02374	0.7972	SM102	S
G232_02374	0.8884	SM104	S
G232_02374	0.4786	SM105	S
G232_02374	0.9523	SM108	S
G232_02374	0.8217	SM109	S
G232_02374	0.6747	SM11	S
G232_02374	0.9868	SM122	S
G232_02374	0.6660	SM13	S
G232_02374	0.6129	SM14	S
G232_02374	0.4775	SM18	S
G232_02374	0.6798	SM24	S
G232_02374	0.5732	SM27	S
G232_02374	0.5321	SM28	S
G232_02374	0.4708	SM29	S
G232_02374	0.4476	SM35	S
G232_02374	0.2607	SM36	S
G232_02374	0.6725	SM42	S
G232_02374	0.6242	SM48	S
G232_02374	1.1765	SM57	S
G232_02374	0.7381	SM66	S
G232_02374	0.7987	SM67	S
G232_02374	0.5911	SM72	S
G232_02374	0.7554	SM74	S
G232_02374	0.8467	SM84	S
G232_02374	0.7312	SM9	S
G232_02374	0.6882	SM91	S
G232_02375	0.6333	Rstd	R
G232_02375	2.9091	SM102	S
G232_02375	0.6452	SM104	S
G232_02375	0.8794	SM105	S
G232_02375	0.6286	SM108	S
G232_02375	1.2957	SM109	S
G232_02375	1.3916	SM11	S
G232_02375	0.9536	SM122	S
G232_02375	0.6369	SM13	S
G232_02375	2.6156	SM14	S
G232_02375	1.2887	SM18	S
G232_02375	0.4035	SM24	S
G232_02375	0.7813	SM27	S
G232_02375	0.7071	SM28	S
G232_02375	1.0702	SM29	S
G232_02375	0.5238	SM35	S
G232_02375	4.0389	SM36	S
G232_02375	0.8239	SM42	S
G232_02375	1.5515	SM48	S
G232_02375	0.8067	SM57	S
G232_02375	0.7071	SM66	S
G232_02375	0.7792	SM67	S
G232_02375	2.7143	SM72	S
G232_02375	1.3381	SM74	S
G232_02375	0.7101	SM84	S
G232_02375	0.8272	SM9	S
G232_02375	0.8875	SM91	S
