GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09558	9.19	0.03	7.51	1.40	3.69	1.44	0.62	1.42	3.94	2.11	8.70	1.34	3.28	2.54	4.20	0.80	0.02	4.46	1.28	0.89	6.11	3.27	0.00	1.56	11.82	4.95	8.34
G232_09559	7.28	1.21	5.45	1.68	4.10	1.73	1.23	1.32	4.02	2.97	9.96	2.02	2.99	2.06	2.81	0.99	1.65	4.12	1.66	0.67	5.80	2.29	1.59	0.58	9.87	4.50	8.67
G232_09560	9.49	0.02	5.99	2.18	3.56	1.36	0.91	1.41	4.04	1.73	11.02	1.80	4.18	1.59	3.59	0.67	0.11	2.53	1.17	0.50	8.60	4.46	0.22	1.83	11.06	4.44	12.07
G232_09561	10.36	1.16	8.10	1.80	4.61	3.25	2.42	1.56	4.22	4.82	10.74	1.75	5.47	1.24	2.89	1.52	2.48	4.28	0.90	0.28	6.81	3.48	1.55	0.85	12.29	5.30	8.86
G232_09562	10.92	8.44	6.29	1.80	4.14	3.24	2.22	0.96	3.63	14.17	9.21	2.28	3.36	2.34	3.41	1.24	20.58	4.54	1.50	1.05	4.44	3.53	10.81	0.60	11.03	4.07	9.11
G232_09563	7.45	2.01	6.14	1.68	3.92	2.57	1.29	0.86	3.69	4.27	19.89	1.64	4.16	2.94	2.56	0.42	4.65	4.80	1.48	0.98	6.00	2.34	4.24	0.95	10.64	5.19	13.01
G232_09564	9.13	1.52	6.68	2.19	4.70	2.13	0.74	1.30	4.92	3.72	11.52	1.68	4.42	2.24	3.86	1.00	2.03	4.64	1.23	1.32	5.75	3.19	2.98	0.47	11.17	4.83	9.08
G232_09565	9.06	1.31	5.58	1.94	3.99	1.49	1.43	1.14	3.08	5.15	11.65	2.17	4.82	2.04	4.09	0.31	3.90	4.91	1.42	0.49	5.99	2.74	3.20	0.80	10.74	4.10	9.35
G232_09566	8.57	0.46	5.31	2.03	3.61	1.06	0.68	0.97	3.27	2.19	9.31	1.36	3.25	1.73	4.25	0.91	1.08	4.57	1.30	0.85	5.93	3.10	0.87	0.68	10.36	5.20	9.46
G232_09567	12.34	9.23	9.95	3.26	5.34	5.09	3.66	2.54	6.91	17.33	18.04	3.00	5.94	4.18	9.37	1.31	17.34	10.00	2.42	2.01	10.19	4.62	12.46	1.19	19.52	7.98	15.06
G232_09568	8.77	9.68	4.58	2.08	3.94	3.40	3.28	0.96	4.16	24.09	11.92	2.18	3.74	2.54	5.45	0.35	23.80	6.07	2.28	1.55	5.31	1.67	14.04	0.79	11.71	5.15	8.77
G232_09569	13.30	0.11	6.40	1.61	4.03	1.58	1.61	0.76	5.52	3.03	12.54	2.83	4.27	2.80	6.38	0.29	0.00	5.45	1.95	0.29	9.41	1.92	0.29	0.58	8.05	5.51	5.80
G232_09570	8.21	3.95	4.42	0.91	5.23	1.72	2.28	0.40	3.31	5.42	10.78	1.41	2.86	3.87	4.55	0.33	2.88	3.58	1.10	0.25	5.55	3.02	3.16	1.13	10.63	5.22	8.09
G232_09571	8.53	0.25	6.29	2.66	5.14	1.36	0.72	1.44	5.34	1.75	10.88	1.60	4.58	2.73	3.94	0.72	0.35	5.38	1.48	0.66	6.42	2.66	0.31	1.01	10.53	5.02	9.36
G232_09572	9.02	0.68	6.50	2.31	3.62	1.73	1.08	1.18	4.88	4.79	10.02	1.62	4.87	2.70	4.79	1.07	2.96	3.49	1.72	0.92	7.28	2.50	2.00	0.93	13.05	4.44	8.93
G232_09573	7.56	1.09	5.14	1.04	3.34	2.25	0.68	0.72	3.44	3.60	10.08	0.99	3.23	2.15	3.85	0.83	1.64	4.27	1.55	0.96	5.67	1.95	0.91	0.85	12.23	4.03	8.15
G232_09574	12.30	0.83	5.14	1.60	5.57	1.11	1.29	1.56	4.07	3.92	11.66	1.69	3.22	2.18	5.32	0.90	1.83	5.61	1.40	0.73	6.45	2.58	1.06	0.55	11.92	4.84	9.04
G232_09575	10.29	11.59	6.07	2.54	3.87	4.14	2.68	1.52	4.15	25.38	13.73	1.32	3.63	2.27	6.07	1.46	30.28	7.01	3.16	0.57	8.60	2.39	21.99	1.84	10.17	6.02	9.47
G232_09576	7.67	0.22	8.55	1.51	3.35	2.50	1.71	1.80	4.63	1.66	7.42	1.41	3.76	1.40	2.84	0.57	0.29	3.81	1.69	1.89	6.86	2.81	0.28	1.18	13.14	3.73	9.27
