GENE	COVERAGE	STRAIN	GROUP
G232_07032	0.7899	Rstd	R
G232_07032	1.0490	SM102	S
G232_07032	0.7339	SM104	S
G232_07032	0.8599	SM105	S
G232_07032	0.9336	SM108	S
G232_07032	1.0217	SM109	S
G232_07032	0.4458	SM11	S
G232_07032	0.8013	SM122	S
G232_07032	0.9650	SM13	S
G232_07032	0.6586	SM14	S
G232_07032	0.0073	SM18	S
G232_07032	0.7982	SM24	S
G232_07032	0.9597	SM27	S
G232_07032	0.5929	SM28	S
G232_07032	0.5351	SM29	S
G232_07032	0.9810	SM35	S
G232_07032	1.3268	SM36	S
G232_07032	0.8204	SM42	S
G232_07032	0.8242	SM48	S
G232_07032	1.5378	SM57	S
G232_07032	1.0658	SM66	S
G232_07032	1.2662	SM67	S
G232_07032	1.4778	SM72	S
G232_07032	1.0216	SM74	S
G232_07032	0.7895	SM84	S
G232_07032	0.9024	SM9	S
G232_07032	0.9646	SM91	S
G232_07033	0.8682	Rstd	R
G232_07033	0.8252	SM102	S
G232_07033	0.8858	SM104	S
G232_07033	0.7549	SM105	S
G232_07033	0.5560	SM108	S
G232_07033	0.7609	SM109	S
G232_07033	0.9398	SM11	S
G232_07033	0.8940	SM122	S
G232_07033	0.7864	SM13	S
G232_07033	1.1801	SM14	S
G232_07033	0.9622	SM18	S
G232_07033	0.6667	SM24	S
G232_07033	0.6985	SM27	S
G232_07033	0.9214	SM28	S
G232_07033	1.1374	SM29	S
G232_07033	0.9048	SM35	S
G232_07033	0.7043	SM36	S
G232_07033	0.7324	SM42	S
G232_07033	0.7939	SM48	S
G232_07033	0.8319	SM57	S
G232_07033	0.6297	SM66	S
G232_07033	0.8214	SM67	S
G232_07033	0.8966	SM72	S
G232_07033	0.2878	SM74	S
G232_07033	0.6789	SM84	S
G232_07033	0.6000	SM9	S
G232_07033	0.8645	SM91	S
G232_07034	0.7641	Rstd	R
G232_07034	0.2517	SM102	S
G232_07034	0.7392	SM104	S
G232_07034	0.8288	SM105	S
G232_07034	0.9274	SM108	S
G232_07034	0.9957	SM109	S
G232_07034	0.5361	SM11	S
G232_07034	1.2583	SM122	S
G232_07034	0.7709	SM13	S
G232_07034	1.0726	SM14	S
G232_07034	1.0451	SM18	S
G232_07034	0.7193	SM24	S
G232_07034	0.5924	SM27	S
G232_07034	0.6500	SM28	S
G232_07034	1.2105	SM29	S
G232_07034	0.6381	SM35	S
G232_07034	0.0195	SM36	S
G232_07034	0.6884	SM42	S
G232_07034	0.7576	SM48	S
G232_07034	0.8067	SM57	S
G232_07034	0.9819	SM66	S
G232_07034	0.8377	SM67	S
G232_07034	0.1576	SM72	S
G232_07034	1.0288	SM74	S
G232_07034	0.7361	SM84	S
G232_07034	0.6032	SM9	S
G232_07034	1.0558	SM91	S
