GENE	COVERAGE	STRAIN	GROUP
G232_10773	3.3588	Rstd	R
G232_10773	0.2238	SM102	S
G232_10773	1.9180	SM104	S
G232_10773	1.8366	SM105	S
G232_10773	2.4793	SM108	S
G232_10773	1.5391	SM109	S
G232_10773	1.8253	SM11	S
G232_10773	2.4305	SM122	S
G232_10773	2.3709	SM13	S
G232_10773	0.6828	SM14	S
G232_10773	0.0000	SM18	S
G232_10773	1.4430	SM24	S
G232_10773	2.5096	SM27	S
G232_10773	4.6464	SM28	S
G232_10773	9.5789	SM29	S
G232_10773	1.6952	SM35	S
G232_10773	0.0895	SM36	S
G232_10773	3.4560	SM42	S
G232_10773	0.8727	SM48	S
G232_10773	1.2353	SM57	S
G232_10773	2.0129	SM66	S
G232_10773	0.9416	SM67	S
G232_10773	0.1133	SM72	S
G232_10773	1.3237	SM74	S
G232_10773	0.7788	SM84	S
G232_10773	3.0912	SM9	S
G232_10773	3.1825	SM91	S
