GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_02437	6.54	0.55	6.73	1.72	3.78	1.46	1.61	1.19	5.04	2.03	11.51	1.77	3.60	3.39	3.08	1.50	1.06	5.75	0.43	1.36	6.88	3.76	1.60	1.26	12.22	4.79	9.23
G232_02438	8.46	1.77	6.67	2.05	2.95	1.80	1.18	1.87	4.70	5.20	11.28	1.42	4.07	2.04	4.00	0.66	4.16	4.90	1.37	1.37	7.12	2.98	2.72	0.80	12.80	5.09	9.30
G232_02439	6.20	1.14	6.91	1.35	1.74	1.93	0.94	0.77	6.48	3.41	13.65	4.00	3.09	3.97	3.48	0.89	1.57	9.21	0.83	1.83	6.27	2.42	2.08	0.62	15.42	8.24	12.22
G232_02440	7.40	0.92	6.45	2.02	4.43	1.70	1.55	0.89	4.83	3.08	10.09	1.39	3.93	3.31	3.38	1.09	1.59	5.50	1.14	0.81	5.39	2.88	0.91	0.65	11.09	5.28	10.44
G232_02441	7.66	0.40	6.15	1.72	4.63	1.76	1.40	1.66	5.01	2.08	11.38	0.91	4.02	2.08	4.38	0.75	0.75	4.20	1.23	0.47	6.61	2.35	0.64	0.69	11.87	4.34	10.24
G232_02442	6.14	4.20	4.54	1.63	2.45	3.09	2.42	1.47	6.27	8.13	15.93	2.36	6.58	3.23	6.28	1.14	8.45	7.74	1.85	0.70	7.07	2.80	5.58	1.87	9.71	7.34	8.74
G232_02443	8.39	1.31	7.11	1.51	4.61	2.15	1.52	2.47	5.14	2.32	7.85	1.83	3.70	2.71	3.26	0.93	0.26	4.27	1.17	0.98	6.56	2.29	0.52	0.74	9.65	7.20	7.95
G232_02444	8.85	4.31	4.95	2.37	3.55	3.51	1.94	1.69	3.78	8.88	15.01	1.91	4.48	3.71	3.92	0.63	9.40	5.17	1.31	1.20	6.11	1.78	6.56	1.50	11.53	6.45	8.70
G232_02445	9.13	1.76	8.60	1.50	3.03	2.35	1.52	0.85	5.38	4.72	11.57	2.51	5.52	2.58	3.05	1.51	1.35	3.19	1.25	1.63	6.98	3.55	1.56	1.50	11.99	6.47	9.68
G232_02446	10.46	0.44	6.33	2.14	3.71	1.66	1.17	1.17	3.93	1.85	10.36	1.33	3.89	2.32	3.65	1.35	0.64	4.25	1.55	0.65	6.90	2.82	0.55	0.92	11.64	5.13	9.50
G232_02447	6.97	1.54	6.91	1.70	4.28	1.78	1.66	1.53	3.29	2.45	9.10	1.68	3.40	2.75	3.53	0.78	1.48	4.42	1.37	0.90	6.87	3.22	1.72	0.99	10.39	4.37	9.39
G232_02448	9.83	8.45	6.69	1.51	3.28	3.38	2.33	1.61	2.85	14.23	12.01	2.00	3.77	2.86	4.12	1.05	18.02	5.83	2.02	1.13	5.27	1.78	12.50	1.16	10.73	5.89	9.97
G232_02449	5.58	1.31	4.20	0.82	4.00	1.28	2.36	1.70	3.56	4.26	13.54	1.44	3.69	1.40	4.19	0.92	2.40	5.56	0.97	1.21	7.65	2.98	4.71	0.86	13.75	4.32	8.76
G232_02450	8.29	2.54	7.19	2.23	3.88	2.60	1.31	1.73	5.13	7.10	12.87	1.12	4.42	2.40	4.38	0.61	5.15	5.90	1.30	0.72	5.20	2.61	3.65	0.50	11.78	5.49	10.63
G232_02451	9.39	0.78	5.17	2.96	4.54	1.10	1.24	1.16	4.28	2.46	11.88	1.43	3.65	2.01	4.46	1.02	1.69	5.36	2.30	0.98	4.72	2.69	1.85	1.32	11.71	5.64	10.32
G232_02452	8.40	0.96	6.51	2.01	3.91	1.79	1.40	1.49	4.47	2.34	10.03	1.82	3.56	1.88	2.95	0.61	1.50	5.16	1.47	0.57	6.24	2.49	1.23	1.28	10.73	5.53	9.19
G232_02453	9.31	0.51	4.75	1.63	4.21	1.10	1.17	1.25	4.04	2.92	13.86	1.50	3.74	3.47	4.77	0.77	1.08	4.87	0.93	0.46	5.07	2.36	0.51	0.67	11.34	5.54	10.16
