GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_00172	17.08	0.31	13.37	7.96	11.54	5.52	4.55	5.51	9.42	1.84	16.33	4.66	13.64	5.67	6.76	3.11	0.16	11.97	4.47	1.00	14.88	11.54	0.39	4.84	45.85	14.85	19.93
G232_00173	8.00	0.66	5.51	1.80	2.99	2.03	1.24	1.04	4.99	2.28	10.98	1.90	4.24	2.32	3.13	0.97	0.48	4.69	1.20	1.07	6.89	2.17	0.63	1.15	10.83	4.75	10.36
G232_00174	9.28	0.58	7.99	2.27	4.48	1.23	1.40	1.36	3.62	1.98	11.97	1.60	3.92	2.41	4.25	0.39	0.00	6.33	1.14	0.78	6.72	3.45	0.33	1.08	10.29	5.06	9.96
G232_00175	6.57	2.14	5.43	1.58	3.57	1.85	1.16	1.07	4.00	3.38	9.47	1.11	2.88	1.34	2.80	0.78	4.24	3.85	1.25	1.31	4.75	1.99	3.02	1.06	8.17	3.71	7.55
G232_00176	8.27	1.60	3.36	1.45	4.07	1.77	1.28	0.72	3.58	2.93	8.37	2.13	2.07	2.05	1.60	0.31	2.99	3.22	1.20	1.10	5.12	1.74	2.57	1.32	9.51	3.21	9.79
G232_00177	7.59	0.80	5.74	1.83	3.84	1.87	1.14	1.50	3.65	4.13	10.73	1.28	3.45	2.01	4.20	0.85	2.18	4.63	1.51	0.81	4.46	2.10	1.68	0.55	9.63	5.44	10.50
G232_00178	6.36	8.59	5.63	1.58	2.89	3.24	2.21	0.97	3.45	17.52	8.89	1.47	3.15	2.54	3.89	0.63	17.09	5.33	0.93	1.81	4.07	1.91	10.87	0.65	10.66	4.14	8.21
G232_00179	4.89	4.54	6.05	1.56	2.06	2.58	1.02	0.25	2.70	7.33	7.81	1.43	3.32	2.60	6.34	0.55	9.19	6.27	2.04	0.84	5.55	1.06	3.82	1.00	8.87	5.73	8.73
G232_00180	8.29	0.32	6.58	0.80	4.32	0.85	1.52	1.50	4.35	2.52	10.09	2.40	3.53	2.03	2.75	0.35	0.26	4.88	0.86	0.63	7.11	1.95	0.09	0.52	10.57	3.66	11.13
G232_00181	8.19	0.35	6.56	1.48	4.02	1.45	1.08	1.31	3.94	2.05	10.43	1.97	2.97	1.82	3.50	1.00	0.79	3.96	2.04	0.66	5.41	2.47	0.65	1.01	9.95	4.60	8.55
G232_00182	10.06	0.89	8.69	2.16	4.04	1.30	0.59	0.81	4.60	3.39	11.69	1.19	4.00	2.55	4.06	0.80	1.97	7.57	0.94	0.91	4.82	2.00	1.15	0.96	12.63	4.50	8.78
G232_00183	10.55	0.26	6.60	1.89	3.19	0.86	0.79	1.30	4.83	3.88	14.19	2.18	3.53	2.43	4.85	0.59	0.56	6.05	1.25	0.69	4.46	1.94	1.00	0.62	13.20	4.06	10.17
G232_00184	9.62	0.97	5.03	1.58	2.56	2.12	0.96	0.43	5.17	1.52	12.28	2.95	3.51	1.92	1.96	0.90	1.54	5.13	0.75	1.22	6.68	2.04	1.82	1.22	7.24	6.85	9.49
