GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_07424	0.8176	0.0000	0.7245	0.7899	0.5477	0.5435	0.6024	1.1987	0.9709	0.1801	0.1961	0.6228	0.8323	0.7071	0.6316	0.8286	0.0428	1.0246	0.9394	0.3361	0.7781	0.8117	0.0542	0.4460	0.7643	0.6752	0.8113
G232_07425	4.0297	0.3636	3.4274	2.1401	1.8216	1.4000	2.0181	4.3510	3.8524	1.3575	0.9379	2.1272	0.9915	3.2214	13.2456	2.1429	0.0000	3.9894	2.8424	2.2605	3.5290	3.0097	0.1478	0.9353	2.2494	1.2048	3.5784
G232_07426	1.2815	0.0000	1.5202	1.0078	1.3983	0.2957	1.7349	1.9404	3.2039	0.5645	0.8331	1.4956	0.8365	2.7786	8.7661	1.1429	0.0000	2.5158	0.9636	2.4958	2.8800	1.5390	0.0000	1.1871	1.5156	1.2432	2.1594
G232_07427	0.4936	1.5455	0.5591	0.5214	0.5975	0.9522	0.7892	1.2914	1.0951	0.8871	1.6711	1.9079	0.6709	0.8964	1.2982	1.2381	1.1401	0.8504	0.9636	0.5378	0.5574	0.7565	1.0049	0.4604	0.7559	0.8320	0.9973
G232_07428	0.6165	1.8042	0.5081	0.6848	0.6390	0.6739	0.9578	0.6887	0.9184	1.9059	1.1510	1.0439	0.7941	1.0429	0.8860	0.6762	2.5642	0.9683	0.6788	0.6471	0.5871	0.5714	1.8867	0.4604	0.9115	1.1120	0.9451
G232_07429	0.8523	0.6434	0.8468	0.9261	0.8485	0.9522	0.5783	1.0132	0.7883	0.8145	1.2351	0.7105	0.6624	0.8786	1.0088	0.9429	0.7549	0.7817	0.7576	0.8319	0.6787	0.9578	0.9261	0.4748	0.8116	0.7168	0.7422
G232_07430	0.6174	0.9091	0.7151	0.6576	1.0581	0.6565	0.4217	1.1126	0.8738	1.3925	1.1657	0.5702	0.9002	1.0500	1.1111	0.6952	0.6693	0.7606	1.4848	1.2101	0.6890	1.0065	0.8571	0.8705	0.7086	1.1440	0.9176
G232_07431	0.6660	0.6154	0.7298	0.8794	0.9896	1.1043	0.8494	0.5894	0.9126	0.9167	1.1864	0.7939	0.9554	0.6750	1.1579	0.6286	0.9222	0.9507	1.0667	0.7899	0.7574	0.7273	0.9704	0.9496	0.8749	0.8464	0.8291
G232_07432	1.1943	0.0979	0.8333	0.7354	0.7178	0.5522	0.6747	1.1523	0.8369	0.3683	1.1486	1.0789	0.8577	0.6643	1.1520	0.9905	0.0000	1.0229	1.2545	0.9496	0.7523	0.9870	0.0000	0.8129	0.7330	0.6864	0.9566
G232_07433	0.8959	1.0559	0.8091	0.5214	0.8444	1.0478	0.6024	0.8477	0.7515	0.9892	1.3203	0.6974	0.7686	0.6500	1.1725	0.6000	1.1790	0.8398	0.8242	0.6387	0.7677	0.7532	0.9163	0.4820	0.9962	0.6832	0.9752
G232_07434	0.6006	1.4056	0.7231	0.7198	1.0996	0.5217	1.3253	0.8013	0.7359	1.0430	1.5164	0.5658	0.5414	0.9071	1.3421	0.6095	2.2490	1.0123	0.6242	0.4370	0.8090	0.8766	1.9557	0.8273	0.6430	0.7664	0.9309
G232_07435	0.7958	0.2378	0.7231	0.8444	0.9606	0.5000	0.6928	0.7351	0.8757	0.7849	1.3825	1.0439	0.8493	0.9107	1.0117	1.1048	0.1128	0.7465	0.9394	0.5798	0.7252	0.9156	0.2365	0.7554	0.8879	0.6432	0.8928
G232_07436	0.9881	0.0769	0.6815	1.2724	0.7116	0.5565	0.4398	0.3709	0.7165	0.3468	1.2278	0.9430	0.7282	0.8750	1.1520	0.7048	0.1556	0.8151	0.7818	0.5714	0.7252	0.6494	0.1281	0.5827	0.9703	0.6592	0.8149
G232_07437	0.8018	3.8671	0.7124	0.4786	0.9481	1.1304	0.9819	1.1126	0.7592	2.4113	1.1145	0.5833	0.6136	0.9893	0.8596	0.7429	4.1284	0.6866	0.7697	0.9580	0.7897	0.6364	4.1724	1.0288	0.7010	0.5904	0.7981
G232_07438	0.8107	0.1678	0.5336	0.5019	0.8817	0.5870	0.2892	0.8013	0.7476	0.7419	1.3496	0.8465	1.0807	1.2929	0.9298	0.6857	0.3813	0.7060	0.5455	0.6218	0.7019	0.6721	0.0591	1.7410	0.7086	0.4304	0.8530
G232_07439	0.6749	0.3427	0.5847	0.9027	0.9274	0.4130	0.4819	0.1192	0.8194	0.6640	1.3703	0.7851	0.7813	0.6143	1.2719	0.6667	0.0467	0.7606	0.0182	1.0420	0.8116	1.0682	0.1034	0.5755	1.1175	1.0288	0.9380
G232_07440	0.5243	0.7552	0.7110	0.4397	0.6971	0.9739	1.3133	0.4437	0.6583	0.2016	0.0329	0.3904	0.4076	0.3107	0.0292	0.3810	0.2763	0.4560	0.3818	0.7311	0.7497	1.0227	0.6552	0.7338	0.6651	0.5440	0.5545
G232_07441	0.5837	0.2448	0.7554	0.8327	0.7448	0.7609	0.7651	0.8874	0.7592	0.5565	0.9086	0.6316	0.9002	0.4679	1.0175	1.1048	0.3658	0.6180	1.3333	0.6975	0.6800	0.8734	0.2365	0.6331	0.8223	0.5136	0.5651
G232_07442	0.7602	1.2098	0.6075	0.4864	0.7033	1.1826	1.0602	1.1457	0.9049	0.8871	1.4373	0.7851	0.7452	1.2036	0.9708	1.5333	1.4708	0.8046	0.6303	0.8487	0.7303	0.7435	2.5222	0.6835	0.8520	0.6384	0.8406
G232_07443	0.6928	0.2238	0.8132	0.4825	0.6763	0.4130	0.4458	0.7351	0.5825	0.3280	1.0122	0.7281	0.6497	0.9571	0.9795	0.5238	0.0973	0.8451	0.5455	0.4622	0.3794	0.6006	0.2167	0.2950	0.7765	0.8304	0.8344
