GENE	COVERAGE	STRAIN	GROUP
G232_07255	0.8008	Rstd	R
G232_07255	0.9371	SM102	S
G232_07255	0.3589	SM104	S
G232_07255	1.0350	SM105	S
G232_07255	0.6349	SM108	S
G232_07255	0.6217	SM109	S
G232_07255	0.9096	SM11	S
G232_07255	0.9139	SM122	S
G232_07255	0.9320	SM13	S
G232_07255	0.9704	SM14	S
G232_07255	1.5676	SM18	S
G232_07255	0.9211	SM24	S
G232_07255	0.6561	SM27	S
G232_07255	0.8821	SM28	S
G232_07255	1.3333	SM29	S
G232_07255	0.2000	SM35	S
G232_07255	1.2763	SM36	S
G232_07255	0.9912	SM42	S
G232_07255	0.2485	SM48	S
G232_07255	0.1765	SM57	S
G232_07255	0.7935	SM66	S
G232_07255	0.2760	SM67	S
G232_07255	1.3793	SM72	S
G232_07255	1.0360	SM74	S
G232_07255	0.9214	SM84	S
G232_07255	0.7232	SM9	S
G232_07255	0.9203	SM91	S
G232_07256	0.7939	Rstd	R
G232_07256	0.8182	SM102	S
G232_07256	0.7191	SM104	S
G232_07256	0.8210	SM105	S
G232_07256	0.6867	SM108	S
G232_07256	0.8435	SM109	S
G232_07256	0.8253	SM11	S
G232_07256	0.5695	SM122	S
G232_07256	0.7864	SM13	S
G232_07256	0.7984	SM14	S
G232_07256	1.0889	SM18	S
G232_07256	0.9342	SM24	S
G232_07256	0.6985	SM27	S
G232_07256	0.9429	SM28	S
G232_07256	1.1287	SM29	S
G232_07256	0.8095	SM35	S
G232_07256	0.8872	SM36	S
G232_07256	0.8239	SM42	S
G232_07256	0.8485	SM48	S
G232_07256	0.6723	SM57	S
G232_07256	0.6981	SM66	S
G232_07256	0.7370	SM67	S
G232_07256	0.9507	SM72	S
G232_07256	0.9281	SM74	S
G232_07256	0.8055	SM84	S
G232_07256	0.8464	SM9	S
G232_07256	0.8167	SM91	S
