GENE	COVERAGE	STRAIN	GROUP
G232_06746	4.7641	Rstd	R
G232_06746	1.1958	SM102	S
G232_06746	3.7352	SM104	S
G232_06746	2.3735	SM105	S
G232_06746	3.4544	SM108	S
G232_06746	3.0217	SM109	S
G232_06746	3.9036	SM11	S
G232_06746	5.6159	SM122	S
G232_06746	4.7709	SM13	S
G232_06746	1.1344	SM14	S
G232_06746	1.2229	SM18	S
G232_06746	3.6184	SM24	S
G232_06746	3.6730	SM27	S
G232_06746	2.8750	SM28	S
G232_06746	10.1170	SM29	S
G232_06746	2.4762	SM35	S
G232_06746	1.2062	SM36	S
G232_06746	1.5158	SM42	S
G232_06746	2.0606	SM48	S
G232_06746	4.7395	SM57	S
G232_06746	5.7665	SM66	S
G232_06746	2.4123	SM67	S
G232_06746	0.7931	SM72	S
G232_06746	1.5036	SM74	S
G232_06746	2.1609	SM84	S
G232_06746	3.4144	SM9	S
G232_06746	1.4863	SM91	S
G232_06747	0.7651	Rstd	R
G232_06747	0.0909	SM102	S
G232_06747	0.8495	SM104	S
G232_06747	0.8093	SM105	S
G232_06747	0.7718	SM108	S
G232_06747	0.3043	SM109	S
G232_06747	0.3735	SM11	S
G232_06747	0.7483	SM122	S
G232_06747	0.8194	SM13	S
G232_06747	0.2043	SM14	S
G232_06747	0.0024	SM18	S
G232_06747	0.7500	SM24	S
G232_06747	0.6858	SM27	S
G232_06747	0.5500	SM28	S
G232_06747	0.0848	SM29	S
G232_06747	0.9238	SM35	S
G232_06747	0.0545	SM36	S
G232_06747	0.6708	SM42	S
G232_06747	0.0424	SM48	S
G232_06747	0.1933	SM57	S
G232_06747	0.9032	SM66	S
G232_06747	0.1396	SM67	S
G232_06747	0.1182	SM72	S
G232_06747	0.2590	SM74	S
G232_06747	0.0244	SM84	S
G232_06747	0.8880	SM9	S
G232_06747	0.8804	SM91	S
G232_06748	0.8979	Rstd	R
G232_06748	0.0000	SM102	S
G232_06748	0.8401	SM104	S
G232_06748	0.7082	SM105	S
G232_06748	1.0124	SM108	S
G232_06748	0.5478	SM109	S
G232_06748	0.6265	SM11	S
G232_06748	1.0927	SM122	S
G232_06748	0.7670	SM13	S
G232_06748	0.3978	SM14	S
G232_06748	0.0000	SM18	S
G232_06748	1.0000	SM24	S
G232_06748	0.9342	SM27	S
G232_06748	0.4821	SM28	S
G232_06748	0.0000	SM29	S
G232_06748	1.0190	SM35	S
G232_06748	0.0000	SM36	S
G232_06748	0.9085	SM42	S
G232_06748	0.0000	SM48	S
G232_06748	0.5294	SM57	S
G232_06748	0.4606	SM66	S
G232_06748	0.0000	SM67	S
G232_06748	0.0000	SM72	S
G232_06748	0.0144	SM74	S
G232_06748	0.0000	SM84	S
G232_06748	0.7328	SM9	S
G232_06748	0.6740	SM91	S
G232_06749	2.0773	Rstd	R
G232_06749	0.0000	SM102	S
G232_06749	1.4086	SM104	S
G232_06749	0.7393	SM105	S
G232_06749	2.2448	SM108	S
G232_06749	1.2652	SM109	S
G232_06749	1.6145	SM11	S
G232_06749	1.4702	SM122	S
G232_06749	1.3417	SM13	S
G232_06749	0.5215	SM14	S
G232_06749	0.0353	SM18	S
G232_06749	1.6316	SM24	S
G232_06749	0.8769	SM27	S
G232_06749	0.7393	SM28	S
G232_06749	0.0585	SM29	S
G232_06749	1.3905	SM35	S
G232_06749	0.0000	SM36	S
G232_06749	1.2711	SM42	S
G232_06749	0.7152	SM48	S
G232_06749	1.2269	SM57	S
G232_06749	1.4284	SM66	S
G232_06749	1.2305	SM67	S
G232_06749	0.0394	SM72	S
G232_06749	1.3237	SM74	S
G232_06749	0.9069	SM84	S
G232_06749	0.9312	SM9	S
G232_06749	1.3880	SM91	S
G232_06750	0.5104	Rstd	R
G232_06750	0.3147	SM102	S
G232_06750	0.8293	SM104	S
G232_06750	0.1518	SM105	S
G232_06750	0.6079	SM108	S
G232_06750	0.6652	SM109	S
G232_06750	0.5964	SM11	S
G232_06750	0.2980	SM122	S
G232_06750	0.6680	SM13	S
G232_06750	0.2930	SM14	S
G232_06750	0.0000	SM18	S
G232_06750	0.7237	SM24	S
G232_06750	0.8004	SM27	S
G232_06750	0.7571	SM28	S
G232_06750	0.0000	SM29	S
G232_06750	0.0000	SM35	S
G232_06750	0.2763	SM36	S
G232_06750	0.6849	SM42	S
G232_06750	0.2788	SM48	S
G232_06750	1.3613	SM57	S
G232_06750	0.2271	SM66	S
G232_06750	0.3766	SM67	S
G232_06750	0.1084	SM72	S
G232_06750	1.1151	SM74	S
G232_06750	0.8421	SM84	S
G232_06750	0.6816	SM9	S
G232_06750	1.0221	SM91	S
G232_06751	0.8949	Rstd	R
G232_06751	1.4196	SM102	S
G232_06751	0.7581	SM104	S
G232_06751	0.9377	SM105	S
G232_06751	0.6701	SM108	S
G232_06751	0.5870	SM109	S
G232_06751	1.0602	SM11	S
G232_06751	0.4371	SM122	S
G232_06751	0.8680	SM13	S
G232_06751	1.5806	SM14	S
G232_06751	1.0914	SM18	S
G232_06751	0.8596	SM24	S
G232_06751	0.7028	SM27	S
G232_06751	1.1000	SM28	S
G232_06751	1.4971	SM29	S
G232_06751	0.8190	SM35	S
G232_06751	1.7082	SM36	S
G232_06751	0.9630	SM42	S
G232_06751	1.0788	SM48	S
G232_06751	1.0168	SM57	S
G232_06751	0.6490	SM66	S
G232_06751	0.7955	SM67	S
G232_06751	2.4581	SM72	S
G232_06751	0.4964	SM74	S
G232_06751	0.8085	SM84	S
G232_06751	0.6096	SM9	S
G232_06751	0.7148	SM91	S
G232_06752	1.0942	Rstd	R
G232_06752	0.0070	SM102	S
G232_06752	0.6559	SM104	S
G232_06752	0.7393	SM105	S
G232_06752	0.8838	SM108	S
G232_06752	0.1652	SM109	S
G232_06752	0.3795	SM11	S
G232_06752	0.9603	SM122	S
G232_06752	0.6913	SM13	S
G232_06752	0.7581	SM14	S
G232_06752	1.2217	SM18	S
G232_06752	0.5482	SM24	S
G232_06752	0.5902	SM27	S
G232_06752	0.6964	SM28	S
G232_06752	0.8567	SM29	S
G232_06752	0.6381	SM35	S
G232_06752	0.3385	SM36	S
G232_06752	0.8873	SM42	S
G232_06752	0.7152	SM48	S
G232_06752	1.1429	SM57	S
G232_06752	0.9381	SM66	S
G232_06752	0.8896	SM67	S
G232_06752	0.2611	SM72	S
G232_06752	0.8993	SM74	S
G232_06752	0.7780	SM84	S
G232_06752	0.7728	SM9	S
G232_06752	0.9858	SM91	S
G232_06753	0.5312	Rstd	R
G232_06753	1.0000	SM102	S
G232_06753	0.9866	SM104	S
G232_06753	0.7160	SM105	S
G232_06753	0.7116	SM108	S
G232_06753	0.8478	SM109	S
G232_06753	1.8193	SM11	S
G232_06753	1.4305	SM122	S
G232_06753	0.5650	SM13	S
G232_06753	0.6102	SM14	S
G232_06753	0.8697	SM18	S
G232_06753	0.2982	SM24	S
G232_06753	0.4968	SM27	S
G232_06753	0.9214	SM28	S
G232_06753	0.7953	SM29	S
G232_06753	0.5048	SM35	S
G232_06753	0.6304	SM36	S
G232_06753	0.5951	SM42	S
G232_06753	1.1818	SM48	S
G232_06753	0.6891	SM57	S
G232_06753	0.6955	SM66	S
G232_06753	0.6169	SM67	S
G232_06753	0.6108	SM72	S
G232_06753	0.5252	SM74	S
G232_06753	0.8047	SM84	S
G232_06753	0.6832	SM9	S
G232_06753	0.6271	SM91	S
