GENE	COVERAGE	STRAIN	GROUP
G232_01072	0.1933	Rstd	R
G232_01072	1.5455	SM102	S
G232_01072	0.4987	SM104	S
G232_01072	0.0000	SM105	S
G232_01072	0.2344	SM108	S
G232_01072	0.2217	SM109	S
G232_01072	0.6928	SM11	S
G232_01072	0.3775	SM122	S
G232_01072	0.0000	SM13	S
G232_01072	1.0511	SM14	S
G232_01072	0.6516	SM18	S
G232_01072	0.1491	SM24	S
G232_01072	0.1507	SM27	S
G232_01072	0.1286	SM28	S
G232_01072	0.4006	SM29	S
G232_01072	0.8571	SM35	S
G232_01072	1.5214	SM36	S
G232_01072	0.2676	SM42	S
G232_01072	0.0970	SM48	S
G232_01072	0.5210	SM57	S
G232_01072	0.0503	SM66	S
G232_01072	0.3701	SM67	S
G232_01072	1.2020	SM72	S
G232_01072	0.5971	SM74	S
G232_01072	0.2441	SM84	S
G232_01072	0.0352	SM9	S
G232_01072	0.2356	SM91	S
