GENE	COVERAGE	STRAIN	GROUP
G232_10497	0.4589	Rstd	R
G232_10497	0.2098	SM102	S
G232_10497	0.5430	SM104	S
G232_10497	0.2840	SM105	S
G232_10497	0.7012	SM108	S
G232_10497	0.8870	SM109	S
G232_10497	0.6988	SM11	S
G232_10497	0.1192	SM122	S
G232_10497	0.3184	SM13	S
G232_10497	0.6452	SM14	S
G232_10497	0.9695	SM18	S
G232_10497	0.6974	SM24	S
G232_10497	0.6709	SM27	S
G232_10497	0.4750	SM28	S
G232_10497	0.7749	SM29	S
G232_10497	1.0667	SM35	S
G232_10497	0.0000	SM36	S
G232_10497	0.6180	SM42	S
G232_10497	0.8909	SM48	S
G232_10497	0.4874	SM57	S
G232_10497	0.7600	SM66	S
G232_10497	1.6006	SM67	S
G232_10497	0.0000	SM72	S
G232_10497	0.2518	SM74	S
G232_10497	0.5912	SM84	S
G232_10497	0.4912	SM9	S
G232_10497	0.9548	SM91	S
G232_10498	0.4381	Rstd	R
G232_10498	1.1888	SM102	S
G232_10498	0.5538	SM104	S
G232_10498	0.5603	SM105	S
G232_10498	0.6598	SM108	S
G232_10498	0.5870	SM109	S
G232_10498	0.3012	SM11	S
G232_10498	0.4834	SM122	S
G232_10498	0.4777	SM13	S
G232_10498	0.9758	SM14	S
G232_10498	0.7052	SM18	S
G232_10498	0.2456	SM24	S
G232_10498	0.3652	SM27	S
G232_10498	0.2000	SM28	S
G232_10498	0.7135	SM29	S
G232_10498	0.5333	SM35	S
G232_10498	1.1984	SM36	S
G232_10498	0.4507	SM42	S
G232_10498	0.7152	SM48	S
G232_10498	0.3109	SM57	S
G232_10498	0.3806	SM66	S
G232_10498	0.3799	SM67	S
G232_10498	1.0148	SM72	S
G232_10498	0.5252	SM74	S
G232_10498	0.5347	SM84	S
G232_10498	0.3904	SM9	S
G232_10498	0.3835	SM91	S
G232_10499	0.4222	Rstd	R
G232_10499	1.0280	SM102	S
G232_10499	0.3898	SM104	S
G232_10499	0.4319	SM105	S
G232_10499	0.5851	SM108	S
G232_10499	0.4391	SM109	S
G232_10499	0.6265	SM11	S
G232_10499	0.3775	SM122	S
G232_10499	0.4835	SM13	S
G232_10499	0.6183	SM14	S
G232_10499	1.1949	SM18	S
G232_10499	0.3816	SM24	S
G232_10499	0.7282	SM27	S
G232_10499	0.5929	SM28	S
G232_10499	0.4357	SM29	S
G232_10499	0.6571	SM35	S
G232_10499	0.8794	SM36	S
G232_10499	0.5106	SM42	S
G232_10499	0.2788	SM48	S
G232_10499	0.1513	SM57	S
G232_10499	0.4439	SM66	S
G232_10499	0.6396	SM67	S
G232_10499	1.1872	SM72	S
G232_10499	0.8417	SM74	S
G232_10499	0.4462	SM84	S
G232_10499	0.6240	SM9	S
G232_10499	0.3977	SM91	S
G232_10500	0.4599	Rstd	R
G232_10500	1.0140	SM102	S
G232_10500	0.7796	SM104	S
G232_10500	0.7471	SM105	S
G232_10500	1.0996	SM108	S
G232_10500	0.8130	SM109	S
G232_10500	1.2831	SM11	S
G232_10500	0.9934	SM122	S
G232_10500	0.8466	SM13	S
G232_10500	1.0565	SM14	S
G232_10500	1.7186	SM18	S
G232_10500	0.3202	SM24	S
G232_10500	1.2314	SM27	S
G232_10500	1.0071	SM28	S
G232_10500	1.6637	SM29	S
G232_10500	1.0381	SM35	S
G232_10500	0.8210	SM36	S
G232_10500	0.8415	SM42	S
G232_10500	0.6970	SM48	S
G232_10500	1.7815	SM57	S
G232_10500	0.8348	SM66	S
G232_10500	0.8312	SM67	S
G232_10500	1.3596	SM72	S
G232_10500	1.1439	SM74	S
G232_10500	0.8673	SM84	S
G232_10500	0.8096	SM9	S
G232_10500	0.9424	SM91	S
G232_10501	0.6888	Rstd	R
G232_10501	1.0699	SM102	S
G232_10501	0.8293	SM104	S
G232_10501	0.5798	SM105	S
G232_10501	0.6722	SM108	S
G232_10501	0.9435	SM109	S
G232_10501	0.5181	SM11	S
G232_10501	0.8940	SM122	S
G232_10501	0.8058	SM13	S
G232_10501	1.1909	SM14	S
G232_10501	1.3618	SM18	S
G232_10501	0.5789	SM24	S
G232_10501	0.9002	SM27	S
G232_10501	0.7321	SM28	S
G232_10501	0.8099	SM29	S
G232_10501	0.6952	SM35	S
G232_10501	1.3735	SM36	S
G232_10501	0.7113	SM42	S
G232_10501	0.7455	SM48	S
G232_10501	0.8655	SM57	S
G232_10501	0.8052	SM66	S
G232_10501	0.7045	SM67	S
G232_10501	1.2217	SM72	S
G232_10501	0.7122	SM74	S
G232_10501	0.6529	SM84	S
G232_10501	0.7504	SM9	S
G232_10501	0.7440	SM91	S
G232_10502	0.8771	Rstd	R
G232_10502	0.3427	SM102	S
G232_10502	0.6653	SM104	S
G232_10502	0.7510	SM105	S
G232_10502	0.8278	SM108	S
G232_10502	0.9348	SM109	S
G232_10502	0.5602	SM11	S
G232_10502	0.8742	SM122	S
G232_10502	0.7534	SM13	S
G232_10502	0.6290	SM14	S
G232_10502	1.3410	SM18	S
G232_10502	0.9649	SM24	S
G232_10502	1.0064	SM27	S
G232_10502	0.9143	SM28	S
G232_10502	0.9795	SM29	S
G232_10502	0.7333	SM35	S
G232_10502	0.2957	SM36	S
G232_10502	0.9190	SM42	S
G232_10502	0.9515	SM48	S
G232_10502	0.7563	SM57	S
G232_10502	0.9084	SM66	S
G232_10502	0.8312	SM67	S
G232_10502	0.1823	SM72	S
G232_10502	0.6547	SM74	S
G232_10502	0.9069	SM84	S
G232_10502	0.9296	SM9	S
G232_10502	0.9407	SM91	S
G232_10503	1.0743	Rstd	R
G232_10503	0.7063	SM102	S
G232_10503	1.0148	SM104	S
G232_10503	1.1556	SM105	S
G232_10503	0.9419	SM108	S
G232_10503	0.2826	SM109	S
G232_10503	0.7048	SM11	S
G232_10503	0.6490	SM122	S
G232_10503	0.5592	SM13	S
G232_10503	1.1720	SM14	S
G232_10503	1.6565	SM18	S
G232_10503	0.5965	SM24	S
G232_10503	0.6921	SM27	S
G232_10503	0.6964	SM28	S
G232_10503	1.2573	SM29	S
G232_10503	0.7619	SM35	S
G232_10503	1.0350	SM36	S
G232_10503	1.0000	SM42	S
G232_10503	0.4727	SM48	S
G232_10503	1.0168	SM57	S
G232_10503	0.9058	SM66	S
G232_10503	0.6396	SM67	S
G232_10503	0.7537	SM72	S
G232_10503	1.3813	SM74	S
G232_10503	1.1518	SM84	S
G232_10503	0.5312	SM9	S
G232_10503	0.9407	SM91	S
G232_10504	0.6482	Rstd	R
G232_10504	0.2797	SM102	S
G232_10504	0.7823	SM104	S
G232_10504	0.7782	SM105	S
G232_10504	0.5768	SM108	S
G232_10504	0.8522	SM109	S
G232_10504	0.5964	SM11	S
G232_10504	0.3245	SM122	S
G232_10504	0.9845	SM13	S
G232_10504	0.3817	SM14	S
G232_10504	1.4714	SM18	S
G232_10504	1.0175	SM24	S
G232_10504	0.7155	SM27	S
G232_10504	1.2786	SM28	S
G232_10504	1.4708	SM29	S
G232_10504	0.6571	SM35	S
G232_10504	0.1790	SM36	S
G232_10504	0.8415	SM42	S
G232_10504	0.3758	SM48	S
G232_10504	1.3697	SM57	S
G232_10504	0.7665	SM66	S
G232_10504	1.0130	SM67	S
G232_10504	0.1182	SM72	S
G232_10504	0.4317	SM74	S
G232_10504	0.7559	SM84	S
G232_10504	0.9712	SM9	S
G232_10504	1.1019	SM91	S
G232_10505	0.6799	Rstd	R
G232_10505	1.6154	SM102	S
G232_10505	0.7352	SM104	S
G232_10505	0.4125	SM105	S
G232_10505	0.8174	SM108	S
G232_10505	1.1130	SM109	S
G232_10505	0.8313	SM11	S
G232_10505	0.4172	SM122	S
G232_10505	0.8194	SM13	S
G232_10505	1.6613	SM14	S
G232_10505	1.3155	SM18	S
G232_10505	0.8026	SM24	S
G232_10505	0.4501	SM27	S
G232_10505	1.0036	SM28	S
G232_10505	0.9649	SM29	S
G232_10505	1.2762	SM35	S
G232_10505	2.1167	SM36	S
G232_10505	0.9472	SM42	S
G232_10505	0.6727	SM48	S
G232_10505	0.6050	SM57	S
G232_10505	0.6271	SM66	S
G232_10505	0.4838	SM67	S
G232_10505	1.8128	SM72	S
G232_10505	0.3813	SM74	S
G232_10505	0.7330	SM84	S
G232_10505	0.9456	SM9	S
G232_10505	0.7724	SM91	S
G232_10506	0.8206	Rstd	R
G232_10506	2.7692	SM102	S
G232_10506	0.5242	SM104	S
G232_10506	0.6926	SM105	S
G232_10506	0.8568	SM108	S
G232_10506	1.2130	SM109	S
G232_10506	0.6867	SM11	S
G232_10506	0.2185	SM122	S
G232_10506	0.7146	SM13	S
G232_10506	1.6183	SM14	S
G232_10506	1.3995	SM18	S
G232_10506	0.6009	SM24	S
G232_10506	1.1444	SM27	S
G232_10506	0.7750	SM28	S
G232_10506	1.2193	SM29	S
G232_10506	0.3333	SM35	S
G232_10506	1.7704	SM36	S
G232_10506	0.9613	SM42	S
G232_10506	1.4000	SM48	S
G232_10506	0.8487	SM57	S
G232_10506	1.0452	SM66	S
G232_10506	1.2825	SM67	S
G232_10506	2.6897	SM72	S
G232_10506	1.0360	SM74	S
G232_10506	0.8795	SM84	S
G232_10506	0.8224	SM9	S
G232_10506	0.8654	SM91	S
G232_10507	0.8642	Rstd	R
G232_10507	3.0420	SM102	S
G232_10507	0.9798	SM104	S
G232_10507	0.8911	SM105	S
G232_10507	0.7241	SM108	S
G232_10507	0.6696	SM109	S
G232_10507	1.1024	SM11	S
G232_10507	0.7219	SM122	S
G232_10507	1.0524	SM13	S
G232_10507	2.3091	SM14	S
G232_10507	1.4848	SM18	S
G232_10507	0.8202	SM24	S
G232_10507	0.9639	SM27	S
G232_10507	0.9179	SM28	S
G232_10507	1.2515	SM29	S
G232_10507	0.9905	SM35	S
G232_10507	3.7821	SM36	S
G232_10507	0.8521	SM42	S
G232_10507	1.2727	SM48	S
G232_10507	0.7899	SM57	S
G232_10507	0.7729	SM66	S
G232_10507	0.5747	SM67	S
G232_10507	3.0739	SM72	S
G232_10507	0.9856	SM74	S
G232_10507	0.8619	SM84	S
G232_10507	0.8688	SM9	S
G232_10507	0.8078	SM91	S
