GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_10466	8.79	0.02	6.88	2.54	4.07	1.82	0.71	1.02	4.71	1.78	12.79	2.33	5.16	2.29	4.00	1.34	0.23	5.05	1.73	0.63	8.07	2.77	0.16	1.07	11.79	6.00	10.40
G232_10467	8.66	0.12	6.84	1.77	6.25	2.31	0.77	0.77	4.26	0.91	10.55	2.50	3.17	1.77	3.85	0.65	0.00	3.40	0.76	0.65	6.18	2.15	0.00	0.76	10.52	4.83	10.29
G232_10468	8.79	0.58	7.28	2.78	3.42	1.76	1.07	1.10	5.12	1.35	10.10	1.18	4.17	1.90	4.28	0.58	0.57	4.27	1.06	1.09	6.95	3.77	0.66	0.59	12.30	5.12	10.76
G232_10469	8.94	1.08	6.82	1.79	3.93	1.83	0.99	0.79	4.08	3.58	10.96	1.65	3.75	1.95	3.97	0.97	1.90	5.27	1.50	1.33	5.95	2.73	1.50	1.19	11.41	4.90	11.16
G232_10470	6.50	1.19	8.74	1.79	5.72	2.16	1.50	1.82	4.49	2.15	9.39	1.24	3.30	1.61	5.24	1.43	1.49	4.54	1.64	1.94	5.54	2.35	0.92	1.48	12.25	4.49	6.60
G232_10471	11.32	3.47	5.81	2.51	4.14	2.87	2.27	1.72	6.86	10.43	17.29	2.48	3.85	3.15	2.95	0.96	10.19	6.93	1.78	0.79	8.17	2.89	7.15	1.16	11.47	5.86	12.33
G232_10472	6.22	3.09	7.59	1.25	4.61	1.43	1.70	0.68	4.34	3.69	14.82	1.22	3.52	2.75	3.36	1.16	2.51	6.23	2.03	0.49	7.14	1.90	3.49	1.49	9.11	6.60	11.67
G232_10473	9.99	0.73	6.06	2.33	3.50	1.81	1.34	1.96	3.00	2.60	13.19	1.42	3.56	2.36	4.26	0.78	2.20	3.78	1.27	1.59	6.96	2.99	1.06	1.35	11.77	3.59	8.70
G232_10474	8.22	4.00	4.61	2.13	2.93	2.16	0.96	1.78	4.72	8.02	8.41	1.81	5.67	3.58	4.91	1.38	9.11	5.96	1.72	1.16	6.97	2.90	6.04	0.63	11.68	5.86	9.97
G232_10475	9.48	0.94	6.31	1.92	3.36	1.63	0.97	1.62	3.00	2.09	9.46	1.04	3.23	2.21	3.84	0.58	1.15	3.73	0.95	0.78	4.99	2.56	0.95	0.87	9.94	2.99	10.53
G232_10476	8.86	2.79	6.76	1.59	4.11	2.06	0.72	1.41	4.17	6.63	9.68	1.44	3.48	1.30	3.52	1.60	3.64	4.45	1.69	0.43	5.36	2.89	4.04	0.40	13.21	6.10	8.92
G232_10477	9.85	1.39	8.80	1.42	3.61	1.97	1.67	1.24	3.50	3.00	11.02	1.59	3.29	2.48	4.43	0.34	4.42	5.39	1.55	1.37	7.07	2.08	2.25	0.79	8.92	4.40	11.44
G232_10478	11.16	3.30	5.90	2.34	3.58	2.31	2.50	1.21	3.63	8.35	10.14	1.15	3.54	2.70	2.97	0.63	7.05	5.46	1.21	1.36	7.54	2.74	4.66	0.46	13.89	6.56	9.67
G232_10479	10.73	2.34	6.80	1.83	4.00	2.70	1.37	0.81	3.77	5.61	11.55	2.04	3.98	1.93	5.32	0.59	5.83	5.65	0.91	1.13	4.98	3.39	4.92	1.22	11.28	5.57	9.60
G232_10480	8.46	0.69	6.48	1.75	4.62	1.71	1.19	1.08	4.42	4.14	10.61	1.86	4.29	2.07	3.75	0.65	2.10	4.70	1.01	0.90	6.72	2.91	1.36	1.08	10.14	4.85	10.45
G232_10481	7.24	0.23	6.63	2.53	4.71	1.90	1.39	2.17	4.53	2.27	10.02	1.32	4.37	2.80	4.48	0.96	0.58	5.97	0.92	0.93	7.09	2.50	0.71	0.80	11.31	6.27	10.12
G232_10482	7.33	3.08	5.96	1.84	4.23	2.51	1.66	1.61	2.99	7.52	9.82	0.97	3.55	2.31	3.66	0.88	5.27	4.70	1.22	1.00	7.13	2.99	3.67	0.93	10.90	4.93	7.18
G232_10483	7.67	0.95	5.74	2.03	3.25	2.24	0.97	1.17	3.89	2.49	11.85	1.83	3.52	2.61	4.64	0.99	2.02	5.85	1.75	0.78	5.98	2.89	1.75	0.96	11.47	4.21	9.79
G232_10484	8.87	1.11	5.80	1.73	3.73	1.58	1.27	1.34	4.65	4.12	12.59	1.70	3.85	2.76	4.11	0.86	2.26	4.72	1.47	0.84	6.15	2.41	1.65	0.68	11.99	4.91	10.70
G232_10485	6.65	7.63	5.73	1.60	3.84	3.72	0.75	1.19	5.62	9.08	12.34	2.28	5.90	2.70	3.83	0.39	10.77	5.76	2.07	0.92	4.83	2.50	7.33	0.82	12.08	5.96	8.41
G232_10486	8.62	1.76	5.43	1.70	3.03	2.23	1.45	0.92	6.35	4.18	11.15	2.01	4.56	2.70	4.22	0.92	2.86	4.55	0.80	1.07	6.51	2.64	2.67	1.08	11.60	5.93	11.27
G232_10487	9.04	0.18	7.63	3.69	5.81	1.47	1.41	1.08	6.45	0.73	0.00	2.53	5.87	3.86	0.39	0.76	0.00	8.42	2.08	1.05	6.96	3.60	0.03	1.71	22.12	6.45	13.90
G232_10488	6.54	0.19	3.14	1.99	3.74	0.82	0.77	0.79	3.58	0.26	0.00	1.40	2.25	1.86	0.00	0.13	0.00	2.41	1.41	0.51	3.45	2.16	0.13	0.01	9.06	1.16	6.28
