GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_04243	9.75	0.25	6.20	2.34	3.73	1.93	0.71	1.63	3.73	2.04	0.00	3.73	8.62	3.84	6.26	0.81	0.08	8.49	1.60	0.44	4.72	3.98	0.08	0.82	14.20	18.27	15.64
G232_04244	4.98	0.19	5.82	1.81	3.82	2.01	1.56	1.05	2.66	0.91	2.02	1.76	3.36	1.49	1.76	0.80	0.00	5.48	0.60	0.84	6.83	2.11	0.18	1.26	8.90	4.73	9.11
G232_04245	29.51	18.15	28.29	12.79	8.06	15.30	6.10	4.29	8.81	36.11	17.15	5.84	26.06	8.29	23.04	6.63	25.45	10.80	8.15	4.03	13.17	9.03	27.84	5.49	28.48	29.75	15.75
G232_04246	9.59	0.16	7.79	1.04	2.59	2.70	0.85	0.78	5.67	1.71	5.76	1.39	4.78	1.20	0.04	2.05	0.00	3.61	1.53	1.45	5.60	2.29	0.00	1.40	12.34	4.48	10.17
G232_04247	6.61	0.12	5.28	1.15	3.22	2.27	1.26	1.30	2.92	1.12	6.99	1.38	4.12	1.56	2.59	0.62	0.30	4.63	1.19	0.94	6.58	2.55	0.09	0.69	12.05	4.88	8.10
G232_04248	6.93	0.04	6.64	2.54	4.35	1.51	1.23	1.08	4.11	0.81	0.02	1.76	5.05	2.95	5.03	0.89	0.00	4.23	1.14	1.49	7.81	2.20	0.08	1.28	11.35	5.66	9.80
G232_04249	6.52	1.00	6.89	2.05	4.44	2.33	1.15	2.82	4.10	5.49	10.12	1.86	4.57	2.19	4.36	0.59	2.45	3.83	2.19	0.88	4.62	1.82	1.33	0.98	12.31	4.91	8.09
G232_04250	7.68	0.74	6.72	2.25	3.96	1.94	1.34	1.24	4.37	3.84	10.22	2.31	4.09	2.28	3.67	0.91	2.27	4.66	1.25	1.61	7.98	2.66	1.62	0.95	10.76	5.08	9.23
G232_04251	14.58	0.25	7.57	1.11	3.88	0.70	0.65	1.80	3.74	0.96	11.77	1.74	3.89	2.47	4.05	0.80	0.06	4.13	0.53	1.26	6.38	3.62	0.13	0.71	12.12	4.10	8.39
G232_04252	6.63	2.72	6.12	1.49	3.32	1.52	1.26	0.76	5.51	5.35	6.21	2.13	5.42	1.94	3.41	0.61	5.58	5.11	2.30	1.22	4.19	2.69	4.08	0.51	11.99	3.76	10.34
G232_04253	9.07	1.23	6.90	1.93	5.21	2.00	1.56	1.39	3.81	3.97	8.97	1.96	3.38	1.82	3.47	1.14	2.66	5.06	1.42	0.78	6.79	2.20	2.07	1.15	11.74	5.10	9.20
G232_04254	6.78	5.20	5.27	0.96	4.01	2.46	3.03	1.58	4.32	15.33	8.59	1.90	3.17	2.05	4.26	1.15	15.19	5.85	2.50	1.20	8.40	2.07	11.49	2.17	9.06	5.05	9.51
G232_04255	9.58	0.31	6.64	2.32	3.02	1.63	1.00	1.56	3.32	2.47	6.68	1.44	3.34	2.39	3.65	0.94	0.22	3.70	1.33	1.28	6.36	2.13	0.29	1.36	10.71	4.57	10.09
G232_04256	8.23	0.39	7.04	2.02	4.01	1.41	0.31	2.06	4.64	1.63	11.55	2.29	3.15	2.61	4.35	1.13	0.64	2.93	1.17	1.32	6.20	2.69	0.42	0.47	10.65	4.11	10.09
G232_04257	11.03	1.19	8.19	1.13	5.30	1.50	0.96	2.30	3.87	3.93	9.41	1.78	4.24	2.54	3.17	1.13	2.68	5.42	1.02	0.81	6.19	3.58	2.00	1.10	10.30	3.90	8.07
G232_04258	10.82	0.46	6.76	0.57	4.38	1.58	1.10	1.83	3.17	1.70	8.64	1.22	3.82	2.22	3.83	1.41	0.33	4.32	0.69	1.17	8.30	1.63	0.45	1.74	8.65	4.06	7.40
G232_04259	9.02	1.82	5.81	2.00	4.62	1.74	1.74	0.82	3.50	3.21	7.12	1.15	2.97	1.48	3.55	0.66	3.47	6.11	1.05	1.20	6.51	2.19	2.23	0.92	10.24	5.35	8.52
G232_04260	8.02	0.11	4.93	1.81	3.46	1.69	1.45	0.65	3.89	1.46	11.10	2.21	3.89	0.74	2.03	0.72	0.02	5.10	0.99	0.24	6.02	1.68	0.10	1.21	12.27	4.72	9.50
G232_04261	8.20	0.00	5.74	1.63	3.15	0.37	0.46	1.38	1.85	2.48	8.45	1.36	3.07	1.85	2.87	0.52	0.00	2.91	0.97	0.75	4.20	1.63	0.00	0.55	10.97	2.47	8.12
G232_04262	7.81	2.36	6.73	0.90	4.75	2.69	0.90	0.64	2.93	2.70	10.91	0.89	2.40	2.58	1.45	1.17	0.08	4.60	1.32	1.36	5.10	1.20	0.84	0.49	9.59	3.94	9.46
G232_04263	6.94	2.82	5.63	1.45	2.61	2.16	1.41	1.01	3.65	5.20	6.47	1.96	2.21	1.92	3.53	1.13	6.13	3.53	1.27	1.22	5.40	1.90	4.51	0.94	5.38	3.84	6.75
G232_04264	6.74	2.28	5.49	1.80	3.20	1.39	1.00	1.31	4.63	5.42	8.48	2.41	4.11	2.73	3.76	0.90	4.03	4.68	1.57	1.19	6.06	1.73	3.40	1.22	9.87	5.07	10.04
G232_04265	9.42	1.78	6.77	2.86	3.66	1.23	1.08	1.22	3.82	3.36	9.61	1.72	3.43	3.05	3.45	0.70	4.88	4.75	1.62	1.27	5.66	2.67	2.93	0.42	12.71	3.14	8.72
G232_04266	7.27	8.68	6.46	2.35	4.28	1.33	2.88	1.93	4.30	15.29	6.12	2.27	5.81	2.68	5.51	0.96	12.62	3.86	3.05	0.88	4.48	2.16	11.72	1.80	11.25	3.97	12.98
G232_04267	7.35	0.97	6.33	2.29	3.62	1.40	1.30	0.51	2.90	1.91	9.66	1.62	3.36	1.82	4.15	0.47	0.54	3.35	1.68	0.98	5.47	2.83	0.27	1.30	11.05	3.36	9.49
G232_04268	9.52	2.54	7.19	1.53	3.16	2.46	1.69	1.26	4.28	3.80	12.23	1.68	3.81	2.35	4.08	0.72	4.70	5.04	0.66	1.23	6.32	2.95	2.87	1.44	11.05	4.36	9.51
G232_04269	5.79	1.46	5.84	1.59	3.45	1.43	0.90	1.46	4.82	3.86	10.61	1.56	3.05	2.34	4.65	0.56	2.78	5.17	1.77	0.72	4.79	2.34	1.43	0.19	11.55	4.39	9.70
G232_04270	9.21	0.51	7.03	1.84	4.89	1.42	1.13	1.76	3.81	2.16	10.29	1.96	3.44	2.31	3.53	0.59	1.12	3.03	1.19	0.81	6.44	2.57	0.51	1.11	11.54	5.44	10.60
G232_04271	9.89	1.11	5.38	2.13	3.61	1.06	1.19	1.78	3.49	2.97	11.42	1.95	3.67	2.09	3.67	1.08	1.38	4.56	1.34	1.00	5.58	2.04	1.22	0.62	11.57	5.07	10.00
G232_04272	11.42	1.40	6.97	1.64	5.48	1.69	1.71	1.34	4.22	2.72	7.56	1.80	4.10	3.04	3.32	0.71	1.74	4.48	1.55	0.84	9.01	2.43	1.32	2.41	12.12	4.56	8.30
G232_04273	8.16	0.23	8.13	2.02	4.44	1.77	0.74	0.94	4.93	3.56	8.60	1.77	2.83	3.70	4.23	1.50	0.28	3.31	1.46	0.67	5.68	2.91	0.62	0.86	11.52	5.55	8.28
G232_04274	4.55	4.02	5.00	1.86	4.31	3.85	2.48	2.36	3.48	8.51	5.61	1.65	2.82	1.87	1.61	0.78	10.80	3.91	1.50	1.40	5.04	1.80	7.65	1.12	8.24	4.65	7.56
G232_04275	5.33	5.92	8.09	1.93	3.75	3.22	1.89	1.36	4.82	9.87	9.93	1.45	3.30	1.56	4.15	0.56	12.12	5.24	0.97	1.19	7.51	2.79	7.04	1.34	11.56	5.21	11.12
G232_04276	8.33	0.65	6.68	1.96	3.85	1.80	1.03	1.55	3.79	2.89	9.11	1.57	3.06	2.39	3.63	0.75	1.89	4.67	1.32	0.81	6.13	2.02	1.21	0.99	11.55	4.68	10.10
G232_04277	10.09	0.00	12.82	7.34	3.57	4.76	1.44	2.29	3.92	1.87	0.29	1.33	9.33	3.97	6.12	2.95	0.00	6.03	2.76	1.98	5.96	7.10	0.00	3.69	12.55	13.18	10.56
G232_04278	64.07	0.37	42.53	22.88	20.76	12.91	5.71	8.39	62.00	7.19	45.53	8.63	45.03	13.71	125.91	8.39	0.85	21.63	3.53	5.82	42.23	11.29	1.08	12.10	35.31	43.46	36.45
G232_04279	40.31	0.51	30.28	19.76	13.17	6.28	3.69	5.68	12.22	4.42	25.94	5.08	38.82	5.13	36.58	6.79	0.13	10.41	3.58	2.02	19.16	9.83	0.82	6.50	34.58	24.83	21.85
G232_04280	32.11	3.71	32.84	17.52	12.26	13.57	4.11	3.78	12.60	10.39	2.28	4.84	31.58	9.17	32.68	6.65	11.60	12.42	5.30	2.80	14.80	8.86	7.00	6.33	32.40	31.18	25.39
G232_04281	15.11	1.47	10.72	6.32	3.39	4.23	1.28	2.05	7.12	2.89	0.08	4.22	13.90	5.10	10.74	2.53	1.72	5.72	1.69	1.44	12.50	3.05	2.30	3.16	18.82	13.09	13.08
G232_04282	5.06	0.31	5.04	1.65	2.99	1.97	0.60	0.52	4.67	1.61	12.93	2.26	5.05	2.04	4.22	0.84	0.83	4.20	1.48	0.63	6.21	2.21	0.19	0.62	9.98	5.79	9.26
