GENE	COVERAGE	STRAIN	GROUP
G232_10091	0.4628	Rstd	R
G232_10091	0.6364	SM102	S
G232_10091	0.4704	SM104	S
G232_10091	0.6498	SM105	S
G232_10091	0.3195	SM108	S
G232_10091	0.1130	SM109	S
G232_10091	0.6506	SM11	S
G232_10091	0.3377	SM122	S
G232_10091	0.1417	SM13	S
G232_10091	0.5242	SM14	S
G232_10091	0.2594	SM18	S
G232_10091	0.1930	SM24	S
G232_10091	0.3970	SM27	S
G232_10091	0.0500	SM28	S
G232_10091	0.6784	SM29	S
G232_10091	0.1429	SM35	S
G232_10091	1.0661	SM36	S
G232_10091	0.4683	SM42	S
G232_10091	0.4424	SM48	S
G232_10091	0.3950	SM57	S
G232_10091	0.2361	SM66	S
G232_10091	0.2305	SM67	S
G232_10091	0.8473	SM72	S
G232_10091	0.1079	SM74	S
G232_10091	0.4455	SM84	S
G232_10091	0.3472	SM9	S
G232_10091	0.3871	SM91	S
