GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_03716	0.9822	6.1399	0.8239	0.8093	0.7925	1.6565	1.2711	1.0728	0.8835	4.0484	1.3995	1.1711	0.6688	0.8429	1.1491	0.9619	6.7743	1.2570	1.5818	0.9580	0.7342	0.8896	5.3005	0.5827	1.0267	1.1184	1.0168
G232_03717	0.9177	0.1538	0.9046	0.5292	0.9149	0.8478	0.5000	0.9669	0.6874	0.4785	1.2850	0.5921	0.6221	1.1036	0.9649	0.8381	0.0000	0.9701	0.6788	0.4706	0.7290	0.9253	0.0296	0.6115	0.8467	0.6768	0.8344
G232_03718	0.8335	0.5524	0.8024	0.7899	0.6577	0.4957	0.3675	0.3974	0.5748	0.5081	1.3386	0.6798	0.6518	0.8250	1.3246	0.7238	0.2840	0.7113	0.6242	0.7647	0.5884	0.6883	0.3202	0.5971	0.8169	0.7136	0.7706
G232_03719	0.7215	0.2937	0.9140	0.8638	0.9066	1.1217	0.8614	1.0331	0.7456	0.4382	1.0134	0.5526	0.7622	1.0571	1.1550	0.9429	0.1790	0.9384	0.6970	0.8319	0.9019	0.7435	0.3300	1.2158	0.8299	0.7968	0.9256
G232_03720	0.7364	1.3007	0.7527	0.6537	0.7199	0.7130	0.7410	0.6424	0.5689	0.9973	1.1790	0.8991	0.7558	1.0036	1.0731	0.7714	1.1245	0.7975	1.0121	0.8824	0.7935	0.7013	1.0936	0.8058	0.7208	0.7200	0.7059
G232_03721	0.8741	0.9860	0.7325	0.8054	0.8797	0.6826	0.6205	1.0993	0.8233	0.7312	1.1657	0.5526	0.8068	0.9107	1.1404	0.2381	0.8911	0.5599	0.7576	0.6555	0.7239	0.6851	0.8621	0.5252	0.9184	0.9696	0.7617
G232_03722	0.7284	0.1608	0.7608	0.7276	0.6909	0.4783	0.6446	0.9934	0.9146	0.4167	1.1924	0.7149	0.7834	0.7036	1.2310	0.8381	0.0117	0.7553	0.9152	1.1008	0.8103	0.6591	0.0739	0.4676	0.7521	0.6640	0.8397
G232_03723	0.9594	0.8601	0.7863	1.0545	0.7199	0.6739	0.6386	0.6159	0.8874	1.2016	1.2192	0.8465	0.9597	0.8929	0.9912	1.0190	1.0506	0.6831	0.7273	0.7899	0.6387	1.0000	0.7931	0.4101	0.7704	0.7200	0.8663
G232_03724	0.7760	0.3287	0.6116	0.6615	0.9046	1.0870	1.0301	0.5894	0.8000	0.7177	1.3922	0.7281	0.6391	0.9071	0.9883	0.8857	0.5525	0.9137	0.2485	0.3025	0.7690	0.7532	0.3695	0.4532	0.8070	1.0032	0.7192
G232_03725	0.4648	0.0559	0.8790	0.7471	0.8631	0.6783	0.5060	0.4901	0.7592	0.3844	1.1364	0.9167	0.6518	1.1357	1.1374	1.0476	0.0078	0.7641	0.3879	0.6807	0.5665	0.7825	0.0443	0.7266	0.7536	0.8368	0.8211
