GENE	COVERAGE	STRAIN	GROUP
G232_07300	1.0030	Rstd	R
G232_07300	2.7413	SM102	S
G232_07300	0.9583	SM104	S
G232_07300	1.0467	SM105	S
G232_07300	0.7448	SM108	S
G232_07300	1.0522	SM109	S
G232_07300	1.3012	SM11	S
G232_07300	1.0331	SM122	S
G232_07300	0.9553	SM13	S
G232_07300	1.7446	SM14	S
G232_07300	1.3276	SM18	S
G232_07300	0.6842	SM24	S
G232_07300	0.7728	SM27	S
G232_07300	0.6500	SM28	S
G232_07300	1.5526	SM29	S
G232_07300	1.1333	SM35	S
G232_07300	2.4047	SM36	S
G232_07300	0.9859	SM42	S
G232_07300	0.7636	SM48	S
G232_07300	0.9076	SM57	S
G232_07300	0.9071	SM66	S
G232_07300	0.7435	SM67	S
G232_07300	2.0788	SM72	S
G232_07300	0.7122	SM74	S
G232_07300	0.9382	SM84	S
G232_07300	0.9760	SM9	S
G232_07300	0.8344	SM91	S
G232_07301	0.6918	Rstd	R
G232_07301	0.0000	SM102	S
G232_07301	0.7151	SM104	S
G232_07301	0.8132	SM105	S
G232_07301	0.6017	SM108	S
G232_07301	0.4913	SM109	S
G232_07301	0.7651	SM11	S
G232_07301	1.3179	SM122	S
G232_07301	0.6272	SM13	S
G232_07301	0.2392	SM14	S
G232_07301	0.1303	SM18	S
G232_07301	0.6974	SM24	S
G232_07301	1.1677	SM27	S
G232_07301	0.8607	SM28	S
G232_07301	0.7018	SM29	S
G232_07301	0.4286	SM35	S
G232_07301	0.0000	SM36	S
G232_07301	0.8046	SM42	S
G232_07301	0.4182	SM48	S
G232_07301	0.5462	SM57	S
G232_07301	0.8194	SM66	S
G232_07301	0.9578	SM67	S
G232_07301	0.0640	SM72	S
G232_07301	0.6763	SM74	S
G232_07301	0.8032	SM84	S
G232_07301	0.8784	SM9	S
G232_07301	0.8423	SM91	S
G232_07302	0.7235	Rstd	R
G232_07302	0.7483	SM102	S
G232_07302	0.7043	SM104	S
G232_07302	0.8093	SM105	S
G232_07302	1.0726	SM108	S
G232_07302	0.5174	SM109	S
G232_07302	0.8675	SM11	S
G232_07302	0.9934	SM122	S
G232_07302	0.6563	SM13	S
G232_07302	0.8091	SM14	S
G232_07302	1.5749	SM18	S
G232_07302	0.5307	SM24	S
G232_07302	0.9257	SM27	S
G232_07302	0.7714	SM28	S
G232_07302	1.1023	SM29	S
G232_07302	0.3238	SM35	S
G232_07302	0.3619	SM36	S
G232_07302	0.7412	SM42	S
G232_07302	0.7333	SM48	S
G232_07302	0.6303	SM57	S
G232_07302	0.5806	SM66	S
G232_07302	0.8084	SM67	S
G232_07302	0.3350	SM72	S
G232_07302	0.7698	SM74	S
G232_07302	0.9039	SM84	S
G232_07302	0.5728	SM9	S
G232_07302	0.8919	SM91	S
G232_07303	0.9167	Rstd	R
G232_07303	0.3846	SM102	S
G232_07303	0.8562	SM104	S
G232_07303	0.6926	SM105	S
G232_07303	0.8859	SM108	S
G232_07303	0.7913	SM109	S
G232_07303	0.5060	SM11	S
G232_07303	1.1523	SM122	S
G232_07303	1.1184	SM13	S
G232_07303	0.7527	SM14	S
G232_07303	1.3094	SM18	S
G232_07303	1.5088	SM24	S
G232_07303	1.1168	SM27	S
G232_07303	1.1857	SM28	S
G232_07303	1.2836	SM29	S
G232_07303	0.7048	SM35	S
G232_07303	0.2257	SM36	S
G232_07303	0.8996	SM42	S
G232_07303	1.0182	SM48	S
G232_07303	0.8403	SM57	S
