GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_04133	4.16	1.62	4.02	1.00	2.37	1.17	1.04	0.56	2.67	3.32	4.95	1.20	1.65	1.18	1.81	0.21	3.36	2.42	0.64	0.57	2.42	1.62	2.70	0.27	4.44	2.80	5.04
G232_04134	6.88	0.73	4.10	1.30	3.10	1.80	0.56	1.20	3.41	4.20	8.77	1.30	2.49	2.56	3.91	0.62	2.14	4.44	1.20	0.71	5.33	2.46	2.15	1.31	7.14	3.95	7.37
G232_04135	7.82	0.64	5.87	1.52	4.53	1.56	1.00	1.27	3.53	2.15	10.27	2.01	4.26	2.35	4.78	1.29	0.95	5.06	1.45	0.63	5.76	2.36	0.56	0.82	13.08	4.80	10.27
G232_04136	8.39	0.22	6.14	2.08	3.50	1.61	1.32	1.72	4.07	1.78	10.72	1.80	4.00	2.68	4.17	0.83	0.31	4.97	1.28	0.99	6.25	2.66	0.29	0.92	11.57	4.99	9.09
G232_04137	7.57	0.21	5.28	2.58	4.06	1.72	1.05	1.59	4.32	2.65	17.65	2.58	4.29	2.83	4.82	0.77	0.20	5.26	1.30	1.18	7.10	2.13	0.32	0.95	11.81	4.86	9.28
G232_04138	6.82	1.14	6.00	2.03	3.77	2.72	1.45	1.06	3.85	5.59	12.17	1.12	2.94	2.67	4.62	1.08	4.17	5.30	1.21	1.01	7.45	2.90	3.06	1.35	8.43	4.97	8.62
G232_04139	8.75	6.46	6.81	2.00	4.49	2.82	1.73	1.03	3.64	12.65	9.56	1.46	3.43	2.07	3.39	1.34	14.92	5.12	1.34	1.12	5.01	2.91	9.87	1.13	13.75	3.51	8.87
G232_04140	8.68	0.36	4.65	2.59	3.83	1.37	0.33	1.37	4.86	1.96	12.52	1.90	4.13	2.94	3.53	0.78	0.58	3.28	1.28	1.62	6.83	2.13	0.52	1.58	8.51	3.80	8.92
G232_04141	7.86	0.08	5.74	1.94	3.63	1.13	0.90	1.38	2.90	1.57	9.30	1.96	2.93	1.76	3.71	0.56	0.16	3.86	0.90	0.96	5.03	3.42	0.31	0.82	10.21	4.41	9.40
G232_04142	6.48	0.85	6.30	1.33	4.21	2.84	1.50	1.21	4.58	4.31	11.76	0.92	3.25	2.21	4.01	0.36	1.91	4.66	1.13	0.58	6.70	2.03	1.38	0.77	10.05	5.32	10.02
