GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_04785	0.5411	3.0280	0.7540	0.4630	0.9253	0.8130	1.1265	1.2450	0.6311	2.5833	1.2083	0.4912	0.6667	0.8071	0.8596	0.7810	4.1362	0.7095	1.2121	0.7227	0.7548	0.8344	3.8768	0.7770	0.8566	0.6592	0.6147
G232_04786	0.7919	1.1958	0.7567	0.7588	0.6100	0.8870	0.8735	0.9669	0.8718	1.2930	1.2168	0.8070	0.8832	0.9929	1.2222	0.6571	1.6654	0.7870	0.9455	0.8655	0.7897	0.9351	1.2167	0.5540	0.7651	0.7776	0.8512
G232_04787	0.8920	1.0490	0.6452	0.4280	0.4440	0.4783	0.7229	0.4238	0.5883	0.6586	0.0719	0.5658	0.5541	1.0821	1.9854	0.4190	0.7938	0.5352	0.4121	0.6639	0.6348	0.5455	1.1872	0.4245	0.5179	0.5568	0.5607
G232_04788	0.7136	0.8392	0.5202	1.2763	0.9751	0.9217	1.2349	0.2649	1.0757	0.8226	1.4726	1.1404	0.8832	0.8643	1.2251	0.6190	1.0506	0.8662	1.0606	0.4286	0.7806	0.4740	1.1773	0.3813	0.8688	1.1584	0.8220
G232_04789	0.7066	1.9161	0.9449	0.8171	0.9689	1.1130	1.1807	0.9603	0.8369	2.2715	1.2838	1.0044	0.7665	0.8679	1.4269	0.7714	2.9572	0.9401	0.6485	0.7227	0.7987	0.5779	2.7635	0.7914	0.8024	0.8480	0.8025
G232_04790	0.6700	0.0000	0.5296	0.7160	0.6328	0.8957	0.5241	1.5298	1.1573	0.3844	1.0901	1.0614	0.9172	0.7929	0.6901	0.5524	0.0000	0.6796	0.4485	0.9412	0.9187	0.7273	0.0000	0.6763	0.9992	0.6784	1.1019
G232_04791	0.5877	0.4336	0.9516	0.7510	0.8216	0.7130	0.8614	1.0397	0.6155	1.1425	1.3301	0.9825	0.8408	0.8571	1.5205	0.4952	0.3891	0.8116	0.9394	0.7143	0.9948	1.0649	0.4384	0.7482	0.8780	0.7040	0.8990
G232_04792	0.7730	7.4196	0.9220	0.9339	0.5934	1.6043	1.6928	0.8940	0.6058	5.5188	2.1583	0.7412	0.6730	0.3714	0.0731	0.8571	10.6887	0.8504	1.1697	1.7983	0.6684	0.7922	7.2562	0.4532	0.8734	0.4960	0.7706
G232_04793	0.6848	1.0350	0.8441	0.6537	0.7199	0.9609	0.7711	0.6556	0.7612	0.7392	0.8928	0.7325	0.7962	0.8036	0.9737	0.8476	1.1051	0.7025	0.8061	0.9580	0.8890	0.8312	1.0739	1.0216	0.6651	0.6624	0.7077
G232_04794	0.5134	0.7343	0.6949	0.2763	0.7593	0.6652	0.5542	0.1192	0.5359	1.0215	1.3825	0.6360	0.4204	0.6143	1.1404	0.4857	0.9027	0.5599	0.6727	1.1681	0.6400	0.5909	1.0049	0.8921	0.4859	0.5888	0.6129
