GENE	COVERAGE	STRAIN	GROUP
G232_08271	0.8543	Rstd	R
G232_08271	1.6154	SM102	S
G232_08271	0.7836	SM104	S
G232_08271	0.6732	SM105	S
G232_08271	0.8402	SM108	S
G232_08271	0.9000	SM109	S
G232_08271	0.8614	SM11	S
G232_08271	0.7086	SM122	S
G232_08271	0.6524	SM13	S
G232_08271	1.3495	SM14	S
G232_08271	0.9501	SM18	S
G232_08271	0.6140	SM24	S
G232_08271	0.5563	SM27	S
G232_08271	0.6786	SM28	S
G232_08271	0.9912	SM29	S
G232_08271	0.6762	SM35	S
G232_08271	1.4436	SM36	S
G232_08271	0.5370	SM42	S
G232_08271	0.6061	SM48	S
G232_08271	0.9328	SM57	S
G232_08271	0.7910	SM66	S
G232_08271	0.6786	SM67	S
G232_08271	1.4581	SM72	S
G232_08271	0.8345	SM74	S
G232_08271	0.6575	SM84	S
G232_08271	0.6672	SM9	S
G232_08271	0.7254	SM91	S
G232_08272	0.8127	Rstd	R
G232_08272	0.1818	SM102	S
G232_08272	0.9019	SM104	S
G232_08272	0.5409	SM105	S
G232_08272	0.6079	SM108	S
G232_08272	0.8130	SM109	S
G232_08272	0.3675	SM11	S
G232_08272	0.9934	SM122	S
G232_08272	0.5942	SM13	S
G232_08272	0.4167	SM14	S
G232_08272	1.1108	SM18	S
G232_08272	0.5921	SM24	S
G232_08272	0.6157	SM27	S
G232_08272	0.7464	SM28	S
G232_08272	0.8713	SM29	S
G232_08272	0.2667	SM35	S
G232_08272	0.0000	SM36	S
G232_08272	0.9278	SM42	S
G232_08272	1.1879	SM48	S
G232_08272	0.8235	SM57	S
G232_08272	0.9910	SM66	S
G232_08272	0.7338	SM67	S
G232_08272	0.1626	SM72	S
G232_08272	0.7194	SM74	S
G232_08272	0.6484	SM84	S
G232_08272	0.7840	SM9	S
G232_08272	0.8043	SM91	S
G232_08273	0.8365	Rstd	R
G232_08273	7.4406	SM102	S
G232_08273	0.9892	SM104	S
G232_08273	0.5564	SM105	S
G232_08273	0.9751	SM108	S
G232_08273	1.6565	SM109	S
G232_08273	2.2470	SM11	S
G232_08273	1.4371	SM122	S
G232_08273	0.8718	SM13	S
G232_08273	5.5968	SM14	S
G232_08273	1.0305	SM18	S
G232_08273	1.4737	SM24	S
G232_08273	0.7389	SM27	S
G232_08273	1.0893	SM28	S
G232_08273	1.2310	SM29	S
G232_08273	0.9048	SM35	S
G232_08273	9.6693	SM36	S
G232_08273	1.2588	SM42	S
G232_08273	0.8182	SM48	S
G232_08273	0.6639	SM57	S
G232_08273	0.8529	SM66	S
G232_08273	1.0584	SM67	S
G232_08273	8.1133	SM72	S
G232_08273	0.9640	SM74	S
