GENE	COVERAGE	STRAIN	GROUP
G232_09192	0.9158	Rstd	R
G232_09192	0.0000	SM102	S
G232_09192	0.6344	SM104	S
G232_09192	0.8093	SM105	S
G232_09192	0.6017	SM108	S
G232_09192	0.7000	SM109	S
G232_09192	0.8373	SM11	S
G232_09192	0.8477	SM122	S
G232_09192	1.2816	SM13	S
G232_09192	0.5269	SM14	S
G232_09192	2.0353	SM18	S
G232_09192	0.8947	SM24	S
G232_09192	1.4204	SM27	S
G232_09192	1.4786	SM28	S
G232_09192	0.0819	SM29	S
G232_09192	0.2667	SM35	S
G232_09192	0.0000	SM36	S
G232_09192	1.2148	SM42	S
G232_09192	0.0000	SM48	S
G232_09192	0.4286	SM57	S
G232_09192	0.6465	SM66	S
G232_09192	1.1494	SM67	S
G232_09192	0.0690	SM72	S
G232_09192	0.7266	SM74	S
G232_09192	1.0313	SM84	S
G232_09192	1.2224	SM9	S
G232_09192	1.1391	SM91	S
