GENE	COVERAGE	STRAIN	GROUP
G232_05118	1.1972	Rstd	R
G232_05118	75.3916	SM102	S
G232_05118	2.1075	SM104	S
G232_05118	2.0311	SM105	S
G232_05118	1.2261	SM108	S
G232_05118	13.4522	SM109	S
G232_05118	6.9157	SM11	S
G232_05118	4.0728	SM122	S
G232_05118	0.4078	SM13	S
G232_05118	75.6452	SM14	S
G232_05118	3.4056	SM18	S
G232_05118	0.0789	SM24	S
G232_05118	1.4013	SM27	S
G232_05118	0.8964	SM28	S
G232_05118	21.3450	SM29	S
G232_05118	6.2190	SM35	S
G232_05118	115.0778	SM36	S
G232_05118	3.3169	SM42	S
G232_05118	8.3879	SM48	S
G232_05118	7.0840	SM57	S
G232_05118	0.6065	SM66	S
G232_05118	2.4545	SM67	S
G232_05118	100.5665	SM72	S
G232_05118	2.8129	SM74	S
G232_05118	0.9390	SM84	S
G232_05118	1.0688	SM9	S
G232_05118	0.8893	SM91	S
