GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_05912	0.7056	0.0839	0.8078	0.7432	0.9440	0.4739	0.9880	0.6291	0.8330	0.1613	1.0110	1.0132	0.6454	0.7107	1.3743	0.8095	0.0000	0.6461	1.2000	0.8824	0.7406	0.6591	0.0000	1.4604	0.7132	0.7728	0.6182
G232_05913	0.7393	0.0909	0.8629	0.9027	0.6556	0.7783	0.7711	0.9603	0.8893	0.4086	1.1900	0.9737	0.8004	0.9286	1.2339	0.9238	0.0817	0.9173	0.8424	0.8571	0.8555	0.8312	0.1823	0.8849	0.7864	0.9616	0.7600
G232_05914	0.7473	0.0000	0.7003	1.1556	0.7925	0.8913	1.0120	0.4967	0.7495	0.5538	1.2071	0.6711	0.6476	1.4214	0.9708	0.7238	0.0545	0.9877	0.5212	0.8319	0.8258	1.2792	0.1232	0.5971	1.0053	0.6240	0.7857
G232_05915	0.8880	0.0000	0.6667	0.8132	0.6660	0.8348	0.4639	1.0464	0.9845	0.4516	1.5981	1.5482	0.9469	1.2607	1.0263	0.8857	0.0000	0.7201	0.4061	0.6891	0.8697	0.9675	0.0542	0.8993	0.7399	1.1088	0.9743
G232_05916	0.9921	5.3357	0.9718	0.7198	0.8506	1.5304	1.2470	0.8079	0.6505	3.4624	1.1133	0.5307	0.8981	0.9857	0.9035	0.9048	7.1946	0.8257	0.9939	0.4370	0.7974	0.8182	5.5616	0.4748	0.7521	0.7088	0.7635
G232_05917	0.8632	0.5804	0.7406	0.7043	0.7220	0.9000	0.5120	0.6424	0.9359	0.7366	1.2826	0.9079	0.6433	0.9321	0.8743	0.8190	0.6265	0.9331	0.6909	0.8403	0.6787	0.7370	0.7389	0.9424	0.7651	0.9328	0.8955
G232_05918	0.7314	1.1748	0.6976	0.4630	0.5353	0.7652	1.5000	0.6556	0.7709	1.3280	1.1912	1.1447	0.9639	1.3214	1.0556	0.9429	1.4436	1.0933	0.9091	0.7731	0.6181	0.5584	1.1576	0.6691	0.8131	1.1904	1.0664
G232_05919	1.0644	0.0559	1.0255	0.7626	0.9834	0.6913	0.4699	1.5828	0.8602	0.5242	1.3313	0.8860	0.7473	1.1750	1.1725	0.5048	0.0117	0.7852	0.9576	0.8235	0.5574	0.7078	0.0148	0.3022	0.9344	0.7792	0.8857
G232_05920	0.9058	0.3776	0.7930	0.8054	0.7656	0.6957	0.7410	0.8543	0.7495	0.6425	1.3703	0.6754	0.8365	0.8179	1.1667	0.4857	0.3658	0.6761	0.7576	0.5714	0.7781	0.8961	0.3202	0.7482	0.8642	0.7632	0.8556
G232_05921	0.7403	0.3217	1.0027	0.8093	0.8589	0.7957	0.5301	0.7682	0.4913	0.4704	1.3922	0.5000	0.6454	0.8679	1.1520	0.9619	0.3852	0.7342	0.8000	0.1345	0.7587	0.7208	0.4483	0.8417	0.8711	0.9328	0.7369
