GENE	COVERAGE	STRAIN	GROUP
G232_08754	1.0406	Rstd	R
G232_08754	0.2028	SM102	S
G232_08754	0.7782	SM104	S
G232_08754	0.8249	SM105	S
G232_08754	0.8548	SM108	S
G232_08754	0.9391	SM109	S
G232_08754	0.8554	SM11	S
G232_08754	0.6887	SM122	S
G232_08754	0.8680	SM13	S
G232_08754	0.3871	SM14	S
G232_08754	1.0305	SM18	S
G232_08754	0.6140	SM24	S
G232_08754	0.6454	SM27	S
G232_08754	0.7607	SM28	S
G232_08754	0.8860	SM29	S
G232_08754	0.9714	SM35	S
G232_08754	0.4397	SM36	S
G232_08754	0.7113	SM42	S
G232_08754	0.6303	SM48	S
G232_08754	0.7899	SM57	S
G232_08754	0.9871	SM66	S
G232_08754	0.7630	SM67	S
G232_08754	0.1576	SM72	S
G232_08754	1.1223	SM74	S
G232_08754	0.7506	SM84	S
G232_08754	0.7472	SM9	S
G232_08754	0.7617	SM91	S
G232_08755	0.9802	Rstd	R
G232_08755	4.3636	SM102	S
G232_08755	0.6909	SM104	S
G232_08755	0.7665	SM105	S
G232_08755	0.6639	SM108	S
G232_08755	1.1913	SM109	S
G232_08755	1.0663	SM11	S
G232_08755	0.8278	SM122	S
G232_08755	0.7825	SM13	S
G232_08755	3.0780	SM14	S
G232_08755	1.2290	SM18	S
G232_08755	0.7982	SM24	S
G232_08755	0.7240	SM27	S
G232_08755	0.6893	SM28	S
G232_08755	1.0234	SM29	S
G232_08755	0.9333	SM35	S
G232_08755	5.8093	SM36	S
G232_08755	0.9665	SM42	S
G232_08755	0.9758	SM48	S
G232_08755	0.9328	SM57	S
G232_08755	0.5923	SM66	S
G232_08755	0.7825	SM67	S
G232_08755	4.7488	SM72	S
G232_08755	0.4964	SM74	S
G232_08755	0.9840	SM84	S
G232_08755	0.7664	SM9	S
G232_08755	0.8131	SM91	S
