CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
jcf7180000338562,0,324,0.405452173913044,23
jcf7180000338910,0,207,0.370042857142857,7
jcf7180000338731,0,279.5,0.34,2
jcf7180000339838,0,288,0.357033333333333,3
jcf7180000339838,1,252,0.28,1
jcf7180000340072,0,166,0.378775,4
jcf7180000340072,1,20,0.32562,5
jcf7180000339958,0,215,0.36564,5
jcf7180000340212,0,20,0.3421,1
jcf7180000340212,1,238,0.364825,4
jcf7180000340212,2,245,0.378506666666667,15
jcf7180000340212,3,125,0.213028571428571,7
jcf7180000340212,4,309,0.30868,5
jcf7180000340212,5,246,0.339838461538461,13
jcf7180000340212,6,306.5,0.3421,2
jcf7180000340212,7,271.5,0.3842,2
jcf7180000340212,8,221,0.445314285714286,14
jcf7180000340212,9,248,0.290077777777778,9
jcf7180000340212,10,280,0.367442857142857,14
jcf7180000340212,11,238,0.39582,5
jcf7180000340212,12,251.5,0.34115,12
jcf7180000340212,13,255.5,0.415675,8
jcf7180000340212,14,217,0.32944,5
jcf7180000340212,15,256,0.328933333333333,3
jcf7180000340212,16,320,0.302625,4
jcf7180000340212,17,208,0.396433333333333,9
jcf7180000340212,18,104,0.3333,3
jcf7180000340212,19,391.5,0.315283333333333,6
jcf7180000340212,20,364,0.358066666666667,3
jcf7180000340212,21,311,0.33384,5
jcf7180000340212,22,218,0.3225125,8
jcf7180000340212,23,283,0.376916666666667,6
jcf7180000340212,24,307,0.279366666666667,3
jcf7180000340212,25,307,0.3421,1
jcf7180000340212,26,371,0.2933,1
jcf7180000340212,27,184,0.39475,2
jcf7180000340212,28,242,0.34459,10
jcf7180000340212,29,294,0.3171,5
jcf7180000340212,30,321,0.346466666666667,3
jcf7180000340212,31,266,0.331442857142857,7
jcf7180000340212,32,301,0.230266666666667,6
jcf7180000340212,33,303,0.3525,3
jcf7180000340212,34,339.5,0.3632875,8
jcf7180000340212,35,303,0.2997,3
jcf7180000340212,36,115,0.3396,5
jcf7180000340212,37,127,0.3728,3
jcf7180000340212,38,179,0.361738461538462,13
jcf7180000340212,39,306.5,0.3621875,8
jcf7180000340212,40,280.5,0.356165,20
jcf7180000340212,41,322,0.3634,2
jcf7180000340212,42,250,0.369875,4
jcf7180000338328,0,318,0.300985714285714,7
jcf7180000338328,1,160,0.313825,4
jcf7180000338552,0,259,0.520627272727273,22
jcf7180000338552,1,261,0.499666666666667,15
jcf7180000338552,2,252,0.3985,7
jcf7180000340317,0,234,0.4079,3
jcf7180000340317,1,199.5,0.3421,2
jcf7180000340317,2,305,0.4563,2
jcf7180000340317,3,221,0.3015,5
jcf7180000340317,4,190,0.301933333333333,6
jcf7180000340317,5,384,0.411666666666667,3
jcf7180000340317,6,177,0.425677777777778,18
jcf7180000340317,7,142.5,0.307425,8
jcf7180000340317,8,269.5,0.277275,4
jcf7180000340317,9,409,0.416633333333333,3
jcf7180000340317,10,246,0.254342857142857,7
jcf7180000340317,11,255,0.29916,5
jcf7180000340317,12,342.5,0.4055125,8
jcf7180000340317,13,242,0.376822222222222,9
jcf7180000340317,14,280,0.365766666666667,3
jcf7180000340317,15,117,0.30526,5
jcf7180000340317,16,268.5,0.3411125,8
jcf7180000340317,17,198,0.343595,20
jcf7180000340317,18,484.5,0.2566,2
jcf7180000340317,19,257,0.337733333333333,9
jcf7180000340317,20,21,0.2895,1
jcf7180000340317,21,383,0.456166666666667,3
jcf7180000340317,22,265,0.32,3
jcf7180000340317,23,349.5,0.3465375,8
jcf7180000340317,24,88.5,0.274116666666667,6
jcf7180000340317,25,147,0.258425,4
jcf7180000340317,26,25,0.33322,5
jcf7180000340317,27,241.5,0.206075,4
jcf7180000340317,28,99,0.23685,4
jcf7180000340317,29,57,0.24338,5
jcf7180000340317,30,219,0.507,4
jcf7180000340317,31,110,0.33025,2
jcf7180000340317,32,292,0.416314285714286,7
jcf7180000340317,33,215,0.456314285714286,7
jcf7180000340317,34,200,0.2272,9
jcf7180000340317,35,316,0.362342857142857,7
jcf7180000340317,36,20,0.2133,1
jcf7180000340317,37,29,0.467033333333333,3
jcf7180000340317,38,237,0.33745,2
jcf7180000338911,0,314,0.368925,8
jcf7180000340381,0,183,0.283466666666667,3
jcf7180000340381,1,295,0.332509090909091,11
jcf7180000340381,2,259,0.3689,7
jcf7180000340365,0,325,0.212033333333333,3
jcf7180000340365,1,234,0.2443,2
jcf7180000340365,2,227.5,0.333275,4
jcf7180000340365,3,271,0.37568,5
jcf7180000340365,4,271,0.354033333333333,3
jcf7180000340365,5,175,0.36612,5
jcf7180000340365,6,235.5,0.260775,4
jcf7180000340365,7,224,0.335572727272727,33
jcf7180000340365,8,258,0.391272222222222,18
jcf7180000340365,9,199,0.332845454545454,11
jcf7180000340365,10,289.5,0.35735,2
jcf7180000340365,11,289,0.3051,3
jcf7180000340365,12,264,0.3867,1
jcf7180000340365,13,226.5,0.31675,4
jcf7180000340365,14,276,0.3634,3
jcf7180000340365,15,321,0.44771052631579,19
jcf7180000340365,16,286,0.382966666666667,3
jcf7180000340365,17,156,0.311225,4
jcf7180000340365,18,354,0.38665,4
jcf7180000340365,19,266,0.29958,5
jcf7180000340365,20,367.5,0.322375,4
jcf7180000340365,21,29,0.28204,5
jcf7180000340365,22,254.5,0.379016666666667,6
jcf7180000340365,23,234.5,0.410125,8
jcf7180000340365,24,304,0.26846,15
jcf7180000340365,25,270.5,0.43655,12
jcf7180000340365,26,395,0.47102,5
jcf7180000340365,27,216,0.411566666666667,3
jcf7180000340365,28,300,0.418533333333333,3
jcf7180000340365,29,265,0.430866666666667,6
jcf7180000340365,30,295,0.381566666666667,3
jcf7180000340365,31,262,0.33354,5
jcf7180000340365,32,130.5,0.33345,4
jcf7180000340365,33,294,0.296525,8
jcf7180000340365,34,377,0.294825,4
jcf7180000340365,35,281.5,0.352075,4
jcf7180000340365,36,212,0.2933,1
jcf7180000340365,37,308,0.1867,1
jcf7180000340365,38,247,0.3459,5
jcf7180000340365,39,181,0.37215,4
jcf7180000340365,40,41,0.2812,5
jcf7180000340365,41,255,0.38745,8
jcf7180000340365,42,284,0.3577,2
jcf7180000340365,43,570,0.3867,1
jcf7180000338601,0,206.5,0.459216666666667,12
jcf7180000339547,0,261.5,0.428325,8
jcf7180000340186,0,186,0.236018181818182,11
jcf7180000340186,1,272,0.278075,4
jcf7180000340186,2,286,0.2757,6
jcf7180000340186,3,173,0.4667,1
jcf7180000340186,4,312.5,0.34105,4
jcf7180000340186,5,227,0.360752380952381,21
jcf7180000340186,6,207,0.41492,5
jcf7180000338534,0,278,0.407304347826087,23
jcf7180000338128,0,282,0.5,1
jcf7180000338128,1,184,0.3467,1
jcf7180000338128,2,19,0.3421,1
jcf7180000338128,3,257,0.2687,3
jcf7180000338128,4,73,0.28285,2
jcf7180000338128,5,267,0.289142857142857,7
jcf7180000338128,6,276,0.478066666666667,3
jcf7180000338128,7,356,0.329883333333333,6
jcf7180000338128,8,113,0.419685714285714,7
jcf7180000338128,9,244.5,0.387416666666667,6
jcf7180000338128,10,200,0.349842857142857,7
jcf7180000338128,11,121.5,0.225,6
jcf7180000338128,12,296,0.3421,3
jcf7180000338128,13,273.5,0.3059,4
jcf7180000338128,14,299,0.3405,2
jcf7180000338128,15,510,0.2667,1
jcf7180000338128,16,96,0.3081,6
jcf7180000338128,17,180,0.473,1
jcf7180000338451,0,259.5,0.46051,10
jcf7180000338451,1,339,0.363433333333333,3
jcf7180000340866,0,227,0.3421,1
jcf7180000340687,0,211,0.326,3
jcf7180000340687,1,270,0.2717,4
jcf7180000340687,2,244,0.32168,5
jcf7180000340687,3,284,0.368066666666667,6
jcf7180000340687,4,344.5,0.3816,2
jcf7180000340687,5,295,0.34584,5
jcf7180000340687,6,253,0.2697,2
jcf7180000340687,7,399,0.340316666666667,6
jcf7180000340687,8,365,0.3947,1
jcf7180000340687,9,,0,0
jcf7180000340687,10,305.5,0.395866666666667,6
jcf7180000340687,11,226,0.40215,16
jcf7180000340687,12,253,0.309271428571429,7
jcf7180000340687,13,19,0.2021,4
jcf7180000340687,14,233,0.324542857142857,7
jcf7180000340687,15,324.5,0.297925,4
jcf7180000340687,16,111.5,0.26315,2
jcf7180000340687,17,247.5,0.331033333333333,6
jcf7180000340687,18,216,0.444570588235294,17
jcf7180000340687,19,510.5,0.353966666666667,6
jcf7180000340687,20,163,0.3308,2
jcf7180000340687,21,123,0.35726,5
jcf7180000340687,22,270,0.311566666666667,6
jcf7180000340687,23,216,0.37948,15
jcf7180000340687,24,235,0.4145,2
jcf7180000340687,25,201.5,0.3017,6
jcf7180000340687,26,43,0.413757142857143,7
jcf7180000340687,27,182,0.29078,5
jcf7180000340687,28,280,0.2991,7
jcf7180000340687,29,252,0.352311111111111,9
jcf7180000340687,30,438.5,0.3882,2
jcf7180000340687,31,236,0.409926666666667,15
jcf7180000340687,32,249,0.355225,4
jcf7180000340687,33,183,0.37674375,16
jcf7180000340687,34,267,0.369090909090909,11
jcf7180000340687,35,41,0.303245454545455,11
jcf7180000340687,36,259.5,0.368325,4
jcf7180000340687,37,33,0.1974,1
jcf7180000340687,38,302,0.4033,3
jcf7180000340687,39,201,0.27815,2
jcf7180000340687,40,179.5,0.351275,4
jcf7180000340687,41,216,0.353071428571429,7
jcf7180000340687,42,226,0.307633333333333,6
jcf7180000340687,43,245,0.356948484848485,33
jcf7180000340687,44,191,0.397357692307692,26
jcf7180000340687,45,210,0.329390909090909,11
jcf7180000340687,46,287,0.324571428571429,7
jcf7180000340687,47,334,0.312533333333333,3
jcf7180000340687,48,292,0.32,1
jcf7180000340687,49,327.5,0.3026,2
jcf7180000340687,50,157,0.2895,1
jcf7180000340687,51,294,0.338925,4
jcf7180000340687,52,44,0.228653846153846,13
jcf7180000340687,53,214.5,0.31745,2
