CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
jcf7180000338492,0,295,0.3496875,32
jcf7180000338492,1,277,0.335,4
jcf7180000338220,0,305,0.301818181818182,11
jcf7180000338352,0,301,0.280595238095238,84
jcf7180000338352,1,305,0.325217391304348,23
jcf7180000340545,0,291,0.372142857142857,28
jcf7180000340545,1,284,0.326904761904762,42
jcf7180000340545,2,235,0.236666666666667,3
jcf7180000338988,0,301,0.404117647058824,68
jcf7180000339012,0,287.5,0.393823529411765,102
jcf7180000339284,0,277,0.407894736842105,19
jcf7180000339029,0,296,0.316,25
jcf7180000340289,0,299.5,0.302333333333333,30
jcf7180000340289,1,305,0.262903225806452,31
jcf7180000340289,2,301,0.306041666666667,48
jcf7180000340289,3,304,0.35,19
jcf7180000339028,0,270,0.424166666666667,24
jcf7180000338466,0,298.5,0.3959375,384
jcf7180000339105,0,303,0.332786069651741,201
jcf7180000338945,0,205,0.323333333333333,3
jcf7180000339173,0,295,0.333428571428572,35
jcf7180000339173,1,286,0.372,5
jcf7180000338351,0,290,0.43177860120427,2159
jcf7180000339775,0,294.5,0.416005291005291,378
jcf7180000339775,1,298,0.407236842105263,76
jcf7180000339342,0,294,0.282133676092545,389
jcf7180000340439,0,322.5,0.456428571428571,14
jcf7180000340439,1,294,0.3915625,32
jcf7180000340439,2,289,0.390697674418605,43
jcf7180000340439,3,284,0.39,47
jcf7180000340439,4,302,0.338064516129032,31
jcf7180000340439,5,318,0.288,25
jcf7180000340439,6,297,0.330851063829787,47
jcf7180000340439,7,301,0.467719298245614,57
jcf7180000340439,8,299,0.434909090909091,55
jcf7180000340439,9,304,0.466666666666667,39
jcf7180000340439,10,293,0.465,44
jcf7180000340439,11,293,0.389433962264151,53
jcf7180000340439,12,299,0.319318181818182,44
jcf7180000340439,13,274.5,0.472222222222222,54
jcf7180000340439,14,298.5,0.297826086956522,46
jcf7180000340439,15,294,0.332424242424242,33
jcf7180000340439,16,285,0.402121212121212,33
jcf7180000340439,17,287,0.361276595744681,47
jcf7180000340439,18,292,0.357941666666667,36
jcf7180000340439,19,300,0.359272727272727,55
jcf7180000340439,20,301,0.426774193548387,31
jcf7180000340439,21,289,0.349090909090909,33
jcf7180000340439,22,296,0.323666666666667,30
jcf7180000340439,23,291,0.307142857142857,28
jcf7180000340439,24,299.5,0.404,50
jcf7180000340439,25,284,0.304834285714286,35
jcf7180000340439,26,306,0.326,20
jcf7180000340439,27,297.5,0.29025,40
jcf7180000340439,28,301.5,0.380434782608696,46
jcf7180000340439,29,302,0.44375,48
jcf7180000340439,30,292.5,0.400454545454545,44
jcf7180000340439,31,296,0.344333333333333,30
jcf7180000340439,32,286.5,0.34,32
jcf7180000340439,33,303.5,0.41304347826087,46
jcf7180000340439,34,303,0.329512195121951,41
jcf7180000340439,35,294,0.400232558139535,43
jcf7180000340439,36,305,0.318888888888889,45
jcf7180000340439,37,297,0.344255319148936,47
jcf7180000340439,38,297,0.360540540540541,37
jcf7180000340439,39,304,0.385890410958904,73
jcf7180000340439,40,298.5,0.3325,40
jcf7180000340439,41,286.5,0.371842105263158,38
jcf7180000340439,42,297,0.334761904761905,42
jcf7180000340439,43,295,0.379111111111111,45
jcf7180000340439,44,291.5,0.361964285714286,56
jcf7180000340439,45,301,0.36537037037037,54
jcf7180000340439,46,291,0.4175,28
jcf7180000340439,47,302,0.37,40
jcf7180000340439,48,297.5,0.348125,48
jcf7180000340439,49,294,0.3346875,32
jcf7180000340439,50,311,0.382058823529412,34
jcf7180000340439,51,302.5,0.401486486486487,74
jcf7180000340439,52,312,0.323142857142857,35
jcf7180000340439,53,284,0.328157894736842,38
jcf7180000340439,54,294,0.426545454545455,55
jcf7180000340439,55,296,0.441568627450981,51
jcf7180000340439,56,288,0.441777777777778,45
jcf7180000340439,57,301.5,0.482,40
jcf7180000340439,58,305.5,0.3584,50
jcf7180000340439,59,298.5,0.311176470588235,34
jcf7180000340439,60,284,0.354285714285714,42
jcf7180000340439,61,287,0.3804,50
jcf7180000340439,62,291,0.353636363636364,33
jcf7180000340439,63,293.5,0.342941176470588,34
jcf7180000340439,64,289,0.337272727272727,44
jcf7180000340439,65,299.5,0.431304347826087,46
jcf7180000340439,66,263,0.336033333333333,21
jcf7180000340439,67,289,0.316206896551724,29
jcf7180000340439,68,293,0.282592592592593,27
jcf7180000340439,69,301,0.314502222222222,45
jcf7180000340439,70,292,0.321666666666667,42
jcf7180000340439,71,292.5,0.345606060606061,66
jcf7180000340439,72,307,0.337727272727273,22
jcf7180000340439,73,279,0.298181818181818,33
jcf7180000340439,74,299,0.345,48
jcf7180000340439,75,293,0.373947368421053,38
jcf7180000340439,76,286,0.331223333333333,30
jcf7180000340439,77,309.5,0.307272727272727,44
jcf7180000340439,78,298.5,0.338611111111111,36
jcf7180000340439,79,296.5,0.357368421052632,38
jcf7180000340439,80,288,0.413404255319149,47
jcf7180000340439,81,270,0.315217391304348,23
jcf7180000340439,82,298.5,0.327727272727273,44
jcf7180000340439,83,305,0.355438596491228,57
jcf7180000340439,84,297,0.474736842105263,38
jcf7180000340439,85,293,0.473409090909091,44
jcf7180000340439,86,311,0.363846153846154,39
jcf7180000340439,87,304,0.27046511627907,43
jcf7180000340439,88,299.5,0.30075,40
jcf7180000340439,89,296,0.342173913043478,46
jcf7180000340439,90,304,0.296470588235294,51
jcf7180000340439,91,294,0.317441860465116,43
jcf7180000340439,92,289,0.301034482758621,29
jcf7180000340439,93,290,0.300606060606061,33
jcf7180000340439,94,288.5,0.3428,50
jcf7180000340439,95,302.5,0.318913043478261,46
jcf7180000340439,96,301.5,0.321538461538461,26
jcf7180000340439,97,287,0.299032258064516,31
jcf7180000340439,98,306.5,0.298421052631579,38
jcf7180000340439,99,298,0.3556,50
jcf7180000340439,100,289,0.311265306122449,49
jcf7180000340439,101,301.5,0.409285714285714,42
jcf7180000340439,102,291,0.344576271186441,59
jcf7180000340439,103,301.5,0.251666666666667,90
jcf7180000340439,104,291,0.366363636363636,22
jcf7180000339800,0,298,0.302093023255814,43
jcf7180000339800,1,283,0.373076923076923,13
jcf7180000340401,0,303.5,0.335833333333333,48
jcf7180000340401,1,296,0.298648648648649,74
jcf7180000340401,2,294,0.28296875,64
jcf7180000340401,3,294,0.308378378378378,37
jcf7180000340401,4,303,0.362894736842105,38
jcf7180000340401,5,299,0.323589743589744,39
jcf7180000340401,6,301,0.439303875968992,129
jcf7180000340401,7,297,0.404705882352941,68
jcf7180000340401,8,295,0.39271186440678,59
jcf7180000340401,9,290.5,0.39675,40
jcf7180000340401,10,289,0.379464285714286,56
jcf7180000340401,11,306,0.40875,48
jcf7180000340401,12,294,0.388367346938775,49
jcf7180000340401,13,300,0.388958333333334,48
jcf7180000340401,14,300,0.341891891891892,37
jcf7180000340401,15,302.5,0.388541666666667,48
jcf7180000340401,16,302.5,0.383055555555556,36
jcf7180000340401,17,300,0.314545454545455,33
jcf7180000340401,18,296,0.392391304347826,46
jcf7180000340401,19,297,0.410652173913043,46
jcf7180000340401,20,294,0.341489361702128,47
jcf7180000340401,21,304,0.411632653061225,49
jcf7180000340401,22,305,0.360487804878049,41
jcf7180000340401,23,291.5,0.364166666666667,48
jcf7180000340401,24,298,0.357441860465116,43
jcf7180000340401,25,289.5,0.355625,48
jcf7180000340401,26,298,0.427407407407408,54
jcf7180000340401,27,298,0.36375,40
jcf7180000340401,28,300,0.417045454545455,44
jcf7180000340401,29,304.5,0.323214285714286,28
jcf7180000340401,30,288,0.316976744186046,43
jcf7180000340401,31,300,0.316949152542373,59
jcf7180000340401,32,302,0.304,30
jcf7180000340401,33,292,0.37972972972973,37
jcf7180000340401,34,298,0.391034482758621,58
jcf7180000340401,35,279.5,0.451875,48
jcf7180000340401,36,306.5,0.456,60
jcf7180000340401,37,288,0.43093023255814,43
jcf7180000340401,38,294,0.405,44
jcf7180000340401,39,294.5,0.38,12
